Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Season,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Body,Bottom Type,Item Name,Price,Placket,Belt,Hem Shaped,Top Type,num_image_ratings,Classification
4,2,41,110,1,38,24,3,13,2,6,19,3,0,5,6,2,1,4,SHEIN Tie Dye Seam Front Crop Top,3.99,1,1,4,4,4311,1
26,2,5,93,1,29,5,3,13,2,9,21,1,0,3,6,2,1,4,SHEIN Collared Zip Up Puffer Jacket,21.99,3,1,4,4,61,0
15,2,22,69,9,38,24,3,6,2,4,18,3,0,3,6,2,1,4,Drop Shoulder Chinese & Japanese Letter Embroidery Pullover,12.99,1,1,4,4,34,0
12,2,15,69,9,38,24,3,6,2,2,18,3,0,3,6,2,1,4,Drop Shoulder Chinese & Japanese Letter Embroidery Thermal Pullover,10.0,1,1,4,4,34,0
13,2,40,69,9,38,24,3,6,2,5,18,3,0,3,6,2,1,4,Drop Shoulder Chinese & Japanese Letter Embroidery Thermal Pullover,11.0,1,1,4,4,34,0
13,2,21,69,9,38,24,3,6,2,5,18,3,0,3,6,2,1,4,Drop Shoulder Chinese & Japanese Letter Embroidery Thermal Pullover,11.0,1,1,4,4,34,0
13,2,5,69,9,38,24,3,6,2,5,18,3,0,3,6,2,1,4,Drop Shoulder Chinese & Japanese Letter Embroidery Thermal Pullover,11.0,1,1,4,4,34,0
15,2,34,69,9,38,24,3,6,2,5,18,3,0,3,6,2,1,4,Drop Shoulder Chinese & Japanese Letter Embroidery Thermal Pullover,12.99,1,1,4,4,34,0
18,2,32,53,10,0,39,3,6,2,6,18,1,0,3,6,2,1,4,Allover Geo Wrap Dress Without Belt,15.0,1,1,9,4,24,0
15,2,41,53,10,0,39,3,6,2,6,18,1,0,3,6,2,1,4,Allover Geo Wrap Dress Without Belt,12.99,1,1,9,4,24,0
18,2,42,53,10,0,39,3,6,2,6,18,1,0,3,6,2,1,4,Allover Geo Wrap Dress,15.0,1,1,9,4,24,0
10,0,5,93,1,56,26,3,13,2,4,19,3,0,4,6,4,1,4,SHEIN Solid Form Fitted Bodysuit,9.0,1,1,4,4,32,0
10,2,0,93,1,56,26,3,13,2,4,19,3,0,4,6,4,1,4,SHEIN Solid Form Fitted Bodysuit,9.0,1,1,4,4,32,0
10,2,18,93,1,56,26,3,13,2,4,19,3,0,4,6,4,1,4,SHEIN Solid Form Fitted Bodysuit,9.0,1,1,4,4,31,0
10,2,37,93,1,56,26,3,13,2,3,19,3,0,4,6,4,1,4,SHEIN Solid Form Fitted Bodysuit,9.0,1,1,4,4,32,0
21,2,20,20,5,21,32,3,6,2,4,18,3,0,1,6,2,1,4,Half Zip Drop Shoulder Colorblock Sweatshirt,17.99,1,1,4,4,760,1
21,2,32,20,5,21,32,3,6,2,4,18,3,0,1,6,2,1,4,Colorblock Half-Zip Oversized Pullover,17.99,1,1,4,4,760,1
21,2,31,20,5,21,32,3,6,2,4,18,3,0,1,6,2,1,4,Half Zip Drop Shoulder Colorblock Sweatshirt,17.99,1,1,4,4,760,1
21,2,51,20,5,21,32,3,6,2,4,18,3,0,1,6,2,1,4,Half Zip Drop Shoulder Colorblock Sweatshirt,17.99,1,1,4,4,760,1
21,2,50,20,5,21,32,3,6,2,4,18,3,0,1,6,2,1,4,Half Zip Drop Shoulder Colorblock Sweatshirt,17.99,1,1,4,4,760,1
17,1,5,15,9,40,19,3,13,1,6,18,1,0,3,6,2,1,4,Chain Print Button Front Bardot Blouse,14.0,1,1,4,4,31,0
8,5,34,52,1,56,24,3,13,2,6,11,3,0,4,6,2,1,4,Solid Contrast Mesh Bodysuit,7.0,1,1,4,4,41,0
15,2,34,69,9,38,24,3,6,2,4,18,3,0,3,6,2,1,4,SHEIN Los Angeles Graphic Long Sleeve Pullover,12.99,1,1,4,4,2122,1
15,2,10,69,9,38,24,3,6,2,4,18,3,0,3,6,2,1,4,SHEIN Los Angeles Graphic Long Sleeve Pullover,12.99,1,1,4,4,2122,1
12,2,23,69,9,38,24,3,6,2,4,18,3,0,3,6,2,1,4,SHEIN Letter Graphic Drop Shoulder Sweatshirt,9.99,1,1,4,4,2122,1
15,2,30,69,9,38,24,3,6,2,4,18,3,0,3,6,2,1,4,SHEIN Los Angeles Graphic Long Sleeve Pullover,12.99,1,1,4,4,2122,1
12,2,51,69,9,38,24,3,6,2,4,18,3,0,3,6,2,1,4,SHEIN Los Angeles Graphic Long Sleeve Pullover,9.99,1,1,4,4,2122,1
24,2,5,93,9,29,32,3,13,2,9,18,1,0,3,6,2,1,4,SHEIN Drawstring Hem Solid Puffer Jacket,20.49,3,1,4,4,67,0
4,2,51,93,9,38,32,3,13,2,4,18,3,0,5,6,2,1,4,SHEIN Lettuce Trim Rib-knit Form Fitted Tee,3.99,1,1,4,4,445,0
4,2,48,93,9,38,32,3,13,2,4,18,3,0,5,6,2,1,4,SHEIN Lettuce Trim Rib-knit Form Fitted Tee,3.99,1,1,4,4,445,0
4,2,0,93,9,38,32,3,13,2,4,18,3,0,5,6,2,1,4,SHEIN Lettuce Trim Rib-knit Form Fitted Tee,3.99,1,1,4,4,445,0
27,2,51,93,1,38,24,3,6,2,2,18,3,0,3,6,2,1,4,Waffle Knit Sweatshirt & Slant Pocket Pants Set,23.0,1,1,4,4,149,0
27,2,16,93,1,38,24,3,6,2,2,18,3,0,3,6,2,1,4,Waffle Knit Sweatshirt & Slant Pocket Pants Set,23.0,1,1,4,4,149,0
27,2,0,93,1,38,24,3,6,2,2,18,3,0,3,6,2,1,4,Waffle Knit Sweatshirt & Slant Pocket Pants Set,23.0,1,1,4,4,149,0
25,9,5,20,1,38,15,3,13,2,4,18,3,0,3,6,2,1,4,Contrast Sideseam Drawstring Hooded Tracksuit Set,21.0,1,1,4,4,184,0
24,9,23,20,1,38,15,3,13,2,4,18,3,0,3,6,2,1,4,Contrast Sideseam Drawstring Hooded Tracksuit Set,20.0,1,1,4,4,184,0
24,9,27,20,1,38,15,3,13,2,4,18,3,0,3,6,2,1,4,Contrast Sideseam Drawstring Hooded Tracksuit Set,20.0,1,1,4,4,184,0
24,9,1,20,1,38,15,3,13,2,4,18,3,0,3,6,2,1,4,Contrast Sideseam Drawstring Hooded Tracksuit Set,20.0,1,1,4,4,184,0
12,5,34,93,5,19,24,3,13,2,7,18,3,0,3,4,4,1,4,SHEIN Crisscross Tie Back Overlap Waist Flare Leg Pants,10.0,1,1,4,4,403,0
10,8,5,93,1,38,24,3,13,1,4,18,0,0,5,6,2,1,4,Lace Up Topstitching Ribbed Top,9.0,1,1,4,4,509,1
10,8,16,93,1,38,24,3,13,1,4,18,0,0,5,6,2,1,4,Lace Up Topstitching Ribbed Top,9.0,1,1,4,4,509,1
10,8,42,93,1,38,24,3,13,1,6,18,0,0,5,6,2,1,4,Lace Up Topstitching Ribbed Top,9.0,1,1,4,4,509,1
9,8,9,93,1,38,24,3,13,1,4,18,0,0,5,6,2,1,4,Lace Up Topstitching Ribbed Top,8.0,1,1,4,4,509,1
9,8,3,93,1,38,24,3,13,1,4,18,0,0,5,6,2,1,4,Lace Up Topstitching Ribbed Top,8.0,1,1,4,4,509,1
10,8,2,93,1,38,39,3,13,1,4,18,0,0,5,6,2,1,4,Lace Up Topstitching Ribbed Top,9.0,1,1,4,4,507,1
12,2,10,93,5,38,24,3,13,2,0,18,3,0,3,2,2,1,4,Drawstring Waist Solid Sweatpants,10.0,1,1,4,4,1301,1
12,2,5,93,5,38,24,3,13,2,0,18,3,0,3,2,2,1,4,Drawstring Waist Solid Sweatpants,10.0,1,1,4,4,1301,1
12,2,34,93,5,38,24,3,13,2,0,18,3,0,3,2,2,1,4,Drawstring Waist Solid Sweatpants,10.0,1,1,4,4,1301,1
12,2,16,93,2,38,24,3,13,2,0,18,3,0,3,2,2,1,4,Solid Drawstring Waist Crop Sweatpants,10.0,1,1,4,4,1301,1
13,2,31,93,5,38,24,3,13,2,0,18,3,0,3,2,2,1,4,Drawstring Waist Solid Sweatpants,11.0,1,1,4,4,1301,1
23,5,42,93,2,42,24,3,13,2,7,3,1,0,3,6,2,1,4,SBetro Paperbag Waist Roll Hem Belted Cropped Pants,19.0,1,1,4,4,109,0
18,5,22,93,5,42,24,3,13,2,7,3,1,0,3,6,2,0,4,SBetro Paperbag Waist Roll Hem Belted Pants,14.99,1,1,4,4,109,0
23,5,49,93,2,42,24,3,13,2,7,3,1,0,3,6,2,1,4,SBetro Paperbag Waist Roll Hem Belted Cropped Pants,19.0,1,1,4,4,109,0
23,5,5,93,2,42,24,3,13,2,7,3,1,0,3,6,2,1,4,SBetro Paperbag Waist Roll Hem Belted Cropped Pants,19.0,1,1,4,4,109,0
23,5,51,93,5,42,24,3,13,2,7,3,1,0,3,6,2,1,4,SBetro Paperbag Waist Roll Hem Belted Pants,19.0,1,1,4,4,109,0
23,5,22,93,5,42,24,3,13,2,7,3,1,0,3,6,2,1,4,SBetro Paperbag Waist Roll Hem Belted Pants,19.0,1,1,4,4,109,0
20,2,23,93,2,38,24,3,13,2,0,18,3,0,3,2,2,1,4,Slant Pocket Drawstring Waist Sweatpants,17.0,1,1,4,4,126,0
19,2,5,93,2,38,24,3,13,2,0,18,3,0,3,2,2,1,4,Slant Pocket Drawstring Waist Sweatpants,16.0,1,1,4,4,126,0
14,2,14,93,5,38,24,3,13,2,0,18,3,0,3,2,2,1,4,Slant Pocket Drawstring Waist Sweatpants,12.0,1,1,4,4,126,0
15,2,16,93,2,38,24,3,13,2,0,18,3,0,3,2,2,1,4,Slant Pocket Drawstring Waist Sweatpants,12.49,1,1,4,4,126,0
19,2,13,93,2,38,24,3,13,2,0,18,3,0,3,2,2,1,4,Slant Pocket Drawstring Waist Sweatpants,16.0,1,1,4,4,126,0
13,2,30,93,2,38,24,3,13,2,0,18,3,0,3,2,2,1,4,Slant Pocket Drawstring Waist Sweatpants,10.99,1,1,4,4,126,0
14,2,5,93,5,63,24,3,13,2,0,18,3,0,0,4,2,1,4,SHEIN High Waist Wide Leg Pants,12.0,1,1,4,4,143,0
15,2,53,93,5,63,24,3,13,2,7,18,3,0,0,4,2,1,4,SHEIN High Waist Wide Leg Pants,13.0,1,1,4,4,143,0
41,2,5,93,1,29,14,3,13,2,9,17,1,0,3,6,2,1,4,SHEIN O-ring Zip Up PU Leather Puffer Jacket,34.0,3,1,4,4,147,0
7,2,5,93,1,38,24,3,6,2,4,18,3,0,3,6,2,1,4,SHEIN Solid Drop Shoulder Tee,5.99,1,1,4,4,803,1
6,2,22,93,1,38,24,3,6,2,4,18,3,0,3,6,2,1,4,SHEIN Solid Drop Shoulder Tee,4.99,1,1,4,4,803,1
7,2,16,93,1,38,24,3,6,2,4,18,3,0,3,6,2,1,4,SHEIN Solid Drop Shoulder Tee,5.99,1,1,4,4,803,1
6,2,20,93,1,38,24,3,6,2,4,18,3,0,3,6,2,1,4,SHEIN Solid Drop Shoulder Tee,4.99,1,1,4,4,803,1
4,2,51,93,1,38,24,3,6,2,4,18,3,0,3,6,2,1,4,SHEIN Solid Drop Shoulder Tee,3.49,1,1,4,4,803,1
12,6,50,93,1,10,28,3,13,2,8,20,1,0,5,6,2,1,4,SHEIN Tie Shoulder Ruched Bust Satin Cami Top,10.0,1,1,0,4,917,1
13,6,49,93,1,10,28,3,13,2,8,20,1,0,5,6,2,1,4,SHEIN Knot Shoulder Binding Detail Ruched Buster Cami Top,11.0,1,1,0,4,917,1
12,6,5,93,1,10,28,3,13,2,0,20,1,0,5,6,2,1,4,SHEIN Knot Shoulder Binding Detail Ruched Buster Satin Cami Top,10.0,1,1,0,4,917,1
27,2,32,20,5,19,24,3,13,2,4,5,1,0,3,0,2,1,4,High Waist Button Fly Spliced Jeans,23.0,1,1,4,4,173,0
4,0,51,93,9,38,24,3,13,2,4,19,3,0,5,6,2,1,4,SHEIN Form Fitted Solid Tee,3.99,1,1,4,4,380,0
4,0,5,93,9,38,24,3,13,2,4,19,3,0,5,6,2,1,4,SHEIN Form Fitted Solid Tee,3.99,1,1,4,4,377,0
4,0,12,93,9,38,24,3,13,2,4,19,3,0,5,6,2,1,4,SHEIN Form Fitted Solid Tee,3.99,1,1,4,4,377,0
4,0,37,93,9,38,24,3,13,2,4,19,3,0,5,6,2,1,4,SHEIN Form Fitted Solid Tee,3.99,1,1,4,4,377,0
4,0,23,93,9,38,24,3,13,2,4,19,3,0,5,6,2,1,4,SHEIN Form Fitted Solid Tee,3.99,1,1,4,4,377,0
3,0,46,93,9,38,24,3,13,2,4,19,3,0,5,6,2,1,4,SHEIN Form Fitted Solid Tee,2.99,1,1,4,4,377,0
13,5,32,67,8,46,24,3,13,2,7,26,1,0,3,6,4,1,4,Zip Back Houndstooth Skirt,11.0,1,1,4,4,1121,1
14,5,6,67,8,46,24,3,13,2,8,26,1,0,3,6,4,1,4,Houndstooth High-Rise Mini Skirt,12.0,1,1,4,4,1121,1
14,5,42,67,8,46,24,3,13,2,2,26,1,0,3,6,4,1,4,Zip Back Houndstooth Skirt,12.0,1,1,4,4,1121,1
14,5,16,67,8,46,24,3,13,2,7,26,1,0,3,6,2,1,4,Zip Back Houndstooth Skirt,12.0,1,1,4,4,1121,1
24,2,22,93,1,38,12,3,6,2,4,0,3,0,3,6,2,1,4,SHEIN Rolled Neck Drop Shoulder Crop Sweater,20.0,1,1,4,4,2099,1
21,2,7,93,1,38,14,3,6,2,2,0,0,0,3,6,2,1,4,SHEIN Rolled Neck Drop Shoulder Crop Sweater,18.0,1,1,4,4,2099,1
16,2,9,93,1,38,14,3,2,2,2,25,3,0,3,6,2,1,4,SHEIN Turtle Neck Lantern Sleeve Sweater,13.49,1,1,4,4,2099,1
24,2,51,93,1,38,12,3,6,2,4,0,3,0,3,6,2,1,4,SHEIN Rolled Neck Drop Shoulder Crop Sweater,20.0,1,1,4,4,2099,1
21,2,5,93,1,38,14,3,6,2,2,0,3,0,3,6,2,1,4,SHEIN Rolled Neck Drop Shoulder Crop Sweater,18.0,1,1,4,4,2099,1
8,5,5,93,1,56,32,3,13,2,4,18,3,0,4,6,4,1,4,SHEIN Lettuce Trim Mock Neck Buttoned Bodysuit,6.99,1,1,4,4,30,0
21,2,19,93,10,55,17,3,13,2,9,21,3,0,3,6,2,1,4,Lapel Collar Open Front Belted Teddy Coat,18.0,1,1,4,4,246,0
21,2,51,93,10,55,17,3,13,2,9,21,3,0,3,6,2,1,4,Lapel Collar Open Front Belted Teddy Coat,18.0,1,1,4,4,246,0
21,2,48,93,10,55,17,3,13,2,9,21,3,0,3,6,2,1,4,Lapel Collar Open Front Belted Teddy Coat,18.0,1,1,4,4,246,0
21,2,10,93,10,55,17,3,13,2,9,21,3,0,3,6,2,1,4,Lapel Collar Open Front Belted Teddy Coat,18.0,1,1,4,4,246,0
21,2,18,93,10,55,17,3,13,2,9,21,3,0,3,6,2,1,4,Lapel Collar Open Front Belted Teddy Coat,18.0,1,1,4,4,246,0
24,2,24,93,5,47,24,3,13,2,4,5,1,0,0,6,2,1,4,Light Wash High Waist Ripped Straight Jeans,20.0,1,1,4,4,23,0
34,2,4,93,10,28,17,3,13,2,2,26,1,0,3,6,2,1,4,Single Button Solid Overcoat,28.0,2,1,4,4,609,0
34,2,11,93,10,28,17,3,13,2,2,26,1,0,3,6,2,1,4,Single Button Solid Overcoat,28.0,2,1,4,4,609,0
30,2,34,93,10,28,17,3,13,2,2,26,1,0,3,6,2,1,4,Single Button Solid Overcoat,24.99,2,1,4,4,609,0
34,2,5,93,10,28,17,3,13,2,2,26,1,0,3,6,2,1,4,Single Button Solid Overcoat,28.0,2,1,4,4,609,0
14,2,5,93,5,63,24,3,13,2,0,3,3,0,0,4,2,1,4,SHEIN Elastic Waist Rib-knit Joggers,12.0,1,1,4,4,80,0
14,2,21,93,5,63,24,3,13,2,0,3,3,0,0,4,2,1,4,SHEIN Elastic Waist Rib-knit Joggers,12.0,1,1,4,4,80,0
18,2,13,0,10,45,32,3,13,2,6,18,1,0,3,6,2,1,4,Allover Print Frill Mock Neck Babydoll Dress,15.0,1,1,2,4,43,0
10,2,49,73,9,38,24,3,6,2,4,18,3,0,3,6,2,1,4,SHEIN Drop Shoulder Letter Graphic Colorblock Pullover,8.99,1,1,4,4,182,0
10,2,13,73,9,38,24,3,6,2,4,18,3,0,3,6,2,1,4,SHEIN Drop Shoulder Letter Graphic Colorblock Pullover,8.99,1,1,4,4,182,0
12,2,5,73,9,38,24,3,6,2,4,18,3,0,3,6,2,1,4,SHEIN Drop Shoulder Letter Graphic Colorblock Pullover,9.99,1,0,4,4,182,0
24,2,9,93,5,25,24,3,13,2,4,5,1,0,3,6,2,1,4,High Waist Fold Pleat Mom Jeans,20.0,1,1,4,4,74,0
24,2,52,93,2,25,24,3,13,2,4,5,1,0,3,6,2,1,4,High Waist Fold Pleat Mom Jeans,20.0,1,1,4,4,74,0
24,2,22,93,5,25,24,3,13,2,4,5,1,0,3,6,2,1,4,High Waist Fold Pleat Mom Jeans,20.0,1,1,4,4,74,0
15,5,5,93,8,7,24,3,13,2,8,18,3,0,3,6,2,1,4,Drawstring Side Ribbed Bodycon Skirt,13.0,1,1,4,4,1113,1
15,5,0,93,8,7,24,3,13,2,8,18,3,0,3,6,2,1,4,Ribbed Ruched Drawstring Bodycon Skirt,13.0,1,1,4,4,1113,1
15,5,1,93,8,7,24,3,13,2,8,18,3,0,3,6,2,1,4,Drawstring Side Ribbed Bodycon Skirt,13.0,1,1,4,4,1113,1
15,2,5,93,8,46,24,3,13,2,8,3,1,0,3,6,2,1,4,Zip Up Belted Skirt,13.0,1,1,4,4,73,0
18,2,12,20,1,38,5,3,13,2,2,24,3,0,3,6,2,1,2,SHEIN Tape Trim Zipper Up Velvet Crop Jacket & Pants Set,15.49,1,1,4,2,21,0
15,5,5,93,1,57,30,3,2,2,6,20,1,0,5,6,2,1,4,SHEIN Ruched Bust Lantern Sleeve Crop Satin Top,13.0,1,1,4,4,85,0
12,5,51,93,1,57,30,3,2,2,6,20,1,0,5,6,2,1,4,SHEIN Ruched Bust Lantern Sleeve Crop Satin Top,10.0,1,1,4,4,85,0
12,5,0,93,1,57,30,3,2,2,6,20,1,0,5,6,2,1,4,SHEIN Ruched Bust Lantern Sleeve Crop Satin Top,10.0,1,1,4,4,85,0
7,2,34,40,9,38,24,3,12,2,4,18,3,0,3,6,2,1,4,SHEIN Floral Raglan Sleeve Pullover,5.99,1,1,4,4,112,0
13,2,48,93,10,38,14,3,12,2,9,0,3,0,3,6,4,1,4,High Neck Cut Out Shoulder Knit Dress,11.0,1,0,7,4,181,0
24,2,5,93,10,38,14,3,12,2,9,0,3,0,3,6,4,1,4,High Neck Cut Out Shoulder Knit Dress,20.0,1,0,7,4,181,0
24,2,30,93,5,47,24,3,13,2,4,5,1,0,0,6,2,1,4,High Waist Straight Leg Jeans,20.0,1,1,4,4,56,0
19,7,6,109,5,40,15,3,6,1,4,18,1,0,3,6,2,1,4,SHEIN Button Placket Contrast Drawstring Hooded Tartan Blouse,16.0,1,1,4,4,114,0
19,7,32,109,5,40,15,3,6,1,4,18,1,0,3,6,2,1,4,SHEIN Drop Shoulder Drawstring Hooded Blouse,16.0,1,0,4,4,114,0
19,7,32,109,5,60,15,3,6,1,4,18,1,0,3,6,2,1,4,SHEIN Drop Shoulder Drawstring Hooded Blouse,16.0,1,1,4,4,114,0
27,2,24,93,5,47,24,3,13,2,4,5,1,0,0,6,2,1,4,High Waist Ripped Straight Leg Jeans,23.0,1,1,4,4,113,0
27,2,5,93,5,47,24,3,13,2,4,5,1,0,3,6,2,1,4,High Waist Ripped Straight Leg Jeans,23.0,1,1,4,4,113,0
27,2,17,93,5,47,24,3,13,2,4,5,1,0,0,6,2,1,4,High Waist Ripped Straight Leg Jeans,23.0,1,1,4,4,113,0
23,2,29,93,5,47,24,3,13,2,4,5,1,0,3,6,2,1,4,Bleach Wash Ripped Straight Leg Jeans,19.0,1,1,4,4,1494,1
23,2,24,93,5,47,24,3,13,2,4,5,1,0,3,6,2,1,4,SHEIN X WEJDENE Distressed High-Rise Mom Jeans,19.0,1,1,4,4,1494,1
23,2,17,93,5,47,24,3,13,2,4,5,1,0,3,6,2,1,4,Bleach Wash Ripped Straight Leg Jeans,19.0,1,1,4,4,1494,1
21,2,24,93,5,47,24,3,13,2,4,5,1,0,3,6,2,1,4,High Waist Ripped Straight Leg Jeans,18.0,1,1,4,4,1494,1
3,2,48,93,1,38,24,3,13,2,4,18,3,0,5,6,2,1,4,SHEIN Lettuce Edge Rib-knit Tee,2.99,1,1,4,4,787,0
4,2,0,93,1,38,24,3,13,2,6,18,3,0,5,6,2,1,4,SHEIN Lettuce Trim Fitted Crop Top,3.99,1,1,4,4,787,0
4,2,51,93,1,38,24,3,13,2,4,18,3,0,5,6,2,1,4,SHEIN Lettuce Trim Fitted Crop Top,4.0,1,1,4,4,787,0
24,2,29,57,5,47,24,3,13,2,4,5,1,0,3,6,2,1,4,High Waist Checkered Straight Jeans,20.0,1,1,4,4,40,0
18,7,13,91,5,60,5,3,6,1,4,18,1,0,1,6,2,1,4,Plaid Drop Shoulder Tunic Blouse,15.0,1,1,4,4,55,0
10,7,32,91,5,60,5,3,6,1,4,18,1,0,1,6,2,1,4,Plaid Drop Shoulder Tunic Blouse,9.0,1,1,4,4,55,0
43,2,5,93,9,29,14,3,13,2,9,17,1,0,3,6,2,1,4,Zip Up Snap Button Drawstring Hem Jacket,36.0,3,1,4,4,602,1
43,2,22,93,9,29,12,3,13,2,9,17,1,0,3,6,2,1,4,Zip Up Snap Button Drawstring Hem Puffer Jacket,36.0,3,1,4,4,602,1
14,2,5,93,9,34,24,3,13,2,6,18,1,0,3,6,2,1,4,Backless Drawstring Back Peplum Blouse,12.0,1,1,4,4,25,0
30,2,32,91,10,28,5,3,6,2,2,26,3,0,3,6,2,1,4,Plaid Flap Pocket Overshirt With Borg Collar,25.0,1,1,4,4,7,0
12,9,45,93,5,39,24,3,13,2,0,18,3,0,3,6,2,1,4,SHEIN Wide Waistband Contrast Stitch Slant Pocket Leggings,10.0,1,1,4,4,26,0
10,9,16,93,5,39,24,3,13,2,0,18,3,0,3,6,2,1,4,SHEIN Wide Waistband Contrast Stitch Slant Pocket Leggings,9.0,1,1,4,4,26,0
10,9,18,93,5,39,24,3,13,2,0,18,3,0,3,6,2,1,4,SHEIN Wide Waistband Contrast Stitch Slant Pocket Leggings,9.0,1,1,4,4,26,0
15,2,25,93,1,38,39,3,13,2,4,18,3,0,5,6,2,1,1,SHEIN V Neck Solid Top & Knot Front Leggings Set,13.0,1,1,4,5,3068,1
15,2,48,93,1,38,39,3,13,2,4,18,3,0,5,6,2,1,1,SHEIN V Neck Solid Top & Knot Front Leggings Set,13.0,1,1,4,5,3068,1
15,2,5,93,1,38,39,3,13,2,4,18,3,0,5,6,2,1,1,SHEIN Ribbed V-Neck Tee & Drawstring Leggings Set,13.0,1,1,4,5,3068,1
15,2,23,93,1,38,39,3,13,2,4,18,3,0,5,6,2,1,1,SHEIN Ribbed V-Neck Tee & Drawstring Leggings Set,13.0,1,1,4,5,6132,1
15,2,30,93,1,38,39,3,13,2,4,18,3,0,5,6,2,1,1,SHEIN Ribbed V-Neck Tee & Drawstring Leggings Set,13.0,1,1,4,5,3068,1
15,2,3,93,1,38,39,3,13,2,2,18,3,0,3,6,2,1,2,SHEIN Ribbed V-Neck Tee & Drawstring Leggings Set,13.0,1,1,4,5,3068,1
18,2,1,93,5,40,5,3,2,1,4,18,1,0,3,6,2,0,4,Gathered Waist Curved Hem Longline Blouse,15.0,1,1,4,4,2298,1
18,2,51,93,5,40,5,3,2,1,4,18,1,0,3,6,2,0,4,Gathered Waist Curved Hem Longline Blouse,15.0,1,1,4,4,2298,1
19,2,5,93,5,40,5,3,6,1,4,18,1,0,3,6,2,0,4,Solid Button Through Longline Babydoll Blouse,16.0,1,1,4,4,2298,1
18,2,22,93,5,40,5,3,2,1,4,18,1,0,3,6,2,0,4,Gathered Waist Curved Hem Longline Blouse,15.0,1,1,4,4,2298,1
18,5,21,93,5,40,5,3,2,1,4,18,1,0,3,6,2,0,4,Gathered Waist Curved Hem Longline Blouse,15.0,1,1,4,4,2298,1
6,7,6,109,8,20,24,3,13,2,7,18,3,0,3,6,2,1,4,SHEIN Elastic Waist Skater Plaid Skirt,5.0,1,1,4,4,875,1
27,2,5,93,10,28,17,3,13,2,2,26,1,0,3,6,2,1,4,SHEIN Notched Collar Self Belted Overcoat,23.0,1,1,4,4,238,0
24,5,22,93,4,28,17,3,13,2,2,26,1,0,3,6,2,1,4,SHEIN Flap Detail Belted Overcoat,20.49,1,1,4,4,238,0
21,9,12,107,9,38,32,3,6,2,4,18,3,0,3,6,2,1,4,Drop Shoulder Striped Trim Letter Graphic Pullover,17.99,1,1,4,4,340,0
21,9,23,107,9,38,32,3,6,2,4,18,3,0,3,6,2,1,4,Drop Shoulder Striped & Letter Graphic Sweatshirt,17.99,1,1,4,4,340,0
3,8,32,68,1,10,28,3,13,2,8,18,3,0,5,6,2,1,4,SHEIN Hanky Hem Leopard Cami Top,3.0,1,1,4,4,208,0
19,6,34,93,10,10,28,7,13,2,2,24,3,0,3,6,2,1,4,D&M Ruched Crisscross Rhinestone Detail Velvet Cami Dress,16.0,1,1,1,4,476,0
19,6,10,93,10,10,28,7,13,2,2,24,3,0,3,6,2,1,4,D&M Ruched Crisscross Rhinestone Detail Velvet Cami Dress,16.0,1,1,1,4,476,0
19,6,15,93,10,10,28,7,13,2,2,24,3,0,3,6,2,1,4,D&M Ruched Crisscross Rhinestone Detail Velvet Cami Dress,16.0,1,1,1,4,476,0
19,6,5,93,10,10,28,7,13,2,0,24,3,0,3,6,2,1,4,D&M Ruched Crisscross Rhinestone Detail Velvet Cami Dress,16.0,1,1,1,4,476,0
4,2,26,69,1,52,26,3,13,2,8,18,3,0,5,6,2,1,4,SHEIN Letter Print Rib-knit Crop Top,4.0,1,1,4,4,1151,1
4,2,5,69,1,52,26,3,13,2,8,18,3,0,5,6,2,1,4,SHEIN Letter Graphic Crop Tank Top,4.0,1,1,4,4,1151,1
4,2,51,69,1,52,26,3,13,2,8,18,3,0,5,6,2,1,4,SHEIN Letter Print Rib-knit Crop Top,4.0,1,1,4,4,1151,1
13,2,6,115,5,19,24,3,13,2,7,18,3,0,3,4,2,1,4,SHEIN Split Hem Zebra Striped Pants,11.0,1,1,4,4,861,1
13,2,32,115,5,19,24,3,13,2,7,18,3,0,3,4,2,1,4,SHEIN Split Hem Zebra Striped Pants,11.0,1,1,4,4,861,1
4,2,5,93,9,38,39,5,13,2,8,18,0,0,3,6,2,1,4,V-neck Solid Tee,3.99,1,1,4,4,0,0
4,2,21,93,9,38,39,5,13,2,8,18,0,0,3,6,2,1,4,Space Dye V-neck Tee,3.99,1,1,4,4,0,0
4,2,52,93,9,38,39,5,13,2,8,18,0,0,3,6,2,1,4,Solid V-neck Tee,3.99,1,1,4,4,0,0
4,2,5,93,1,10,28,3,13,2,8,18,3,0,5,6,2,1,4,SHEIN Lettuce Trim Crop Cami Top,4.0,1,1,4,4,199,0
4,2,30,93,1,10,28,3,13,2,8,18,3,0,5,6,2,1,4,SHEIN Lettuce Trim Crop Cami Top,4.0,1,1,4,4,199,0
3,2,51,93,1,10,28,3,13,2,8,18,3,0,5,6,2,1,4,SHEIN Lettuce Trim Crop Cami Top,3.0,1,1,4,4,199,0
7,2,51,9,9,38,24,5,13,2,8,3,3,0,3,6,2,1,4,Dinosaur Print Tee,5.99,1,1,4,4,6,0
13,2,2,93,10,7,24,7,13,2,8,18,3,0,5,6,4,1,4,Solid Drawstring Side Bodycon Dress,11.0,1,1,4,4,1298,1
