,SKU,Item Name,Price,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Belt,Hem Shaped,Top Type,Arabian Clothing,Placket
233,swdress42201016071,D&M Ruched Crisscross Rhinestone Detail Velvet Cami Dress,16.0,1722,10,1,13,5,45,7,133,38,1521,426,19,Glamorous,Black,,Short,Cami,Spaghetti Strap,Sleeveless,,,"Ruched, Criss Cross, Rhinestone",All,100% Polyester,Velvet,Slight Stretch,No,Regular Fit,,High Waist,,,,,,,Flared,,,
234,swouter07201015349,SHEIN Drop Shoulder Lantern Sleeve Split Hem Coat,18.0,445,2,1,5,1,9,2,6,1,423,48,21,Casual,Black,Plain,Long,Overcoat,,Long Sleeve,Bishop Sleeve,,Split,Fall/Winter,100% Polyester,Wool-Mix Fabric,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
235,swouter07200731847,SHEIN Drop Shoulder Lantern Sleeve Split Hem Coat,21.0,445,2,1,5,1,9,2,6,1,423,48,25,Casual,Camel,Plain,Long,Overcoat,,Long Sleeve,Bishop Sleeve,,Split,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
236,swouter07201015426,SHEIN Drop Shoulder Lantern Sleeve Split Hem Coat,21.0,445,2,1,5,1,9,2,6,1,423,48,25,Casual,Rust Brown,Plain,Long,Overcoat,,Long Sleeve,Bishop Sleeve,,Split,Fall/Winter,100% Polyester,Wool-Mix Fabric,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
237,swdress07200930247,SHEIN Buttoned Front Letter Patched Striped Polo Dress,10.99,41,0,0,0,0,1,0,0,0,40,2,13,Sporty,Black,"Striped, Letter",Maxi,Tee,Polo,Long Sleeve,Bishop Sleeve,,"Patched, Tape, Button Front",Spring/Fall,"5% Spandex, 30% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,Natural,,,,,,,Straight,,Yes,
238,swpants01200929692,High Waisted Button Up Baggy Jeans,15.49,1105,14,1,26,3,52,8,85,26,928,238,18,,Medium Wash,Plain,Long,Wide Leg,,,,,,,"88% Cotton, 12% Polyester",Denim,Non-Stretch,No,Loose,Button Fly,High Waist,,,,,,,,,,
239,swsweater02201014872,2 In 1 Tartan Pattern Button Detail Oversized Sweater,12.0,757,1,0,8,3,11,5,21,2,716,183,14,Casual,Black,Tartan,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,Button,Spring/Fall,100% Polyester,Polyester,High Stretch,No,Oversized,,,,,,,,,,,,
240,swsweater02200918034,2 In 1 Tartan Pattern Button Detail Oversized Sweater,20.0,757,1,0,8,3,11,5,21,2,757,193,24,Casual,Grey,Tartan,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,Button,Spring/Fall,100% Polyester,Polyester,High Stretch,No,Oversized,,,,,,,,,,,,
241,swsweater02201014306,2 In 1 Tartan Pattern Button Detail Oversized Sweater,11.49,757,1,0,8,3,11,5,21,2,716,183,13,Preppy,Camel,Tartan,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,Button,Spring/Fall,100% Polyester,Polyester,High Stretch,No,Oversized,,,,,,,,,,,,
242,swpants04201009013,High Waist Plaid Straight Pants,14.0,126,2,0,5,1,1,1,13,2,105,15,17,Casual,Black and White,Plaid,Long,Straight Leg,,,,,"Button, Zipper",Spring/Summer/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
243,swpants04201127780,High Waist Plaid Straight Pants,14.0,126,2,0,5,1,1,1,13,2,105,15,17,Preppy,Multicolor,Plaid,Long,Straight Leg,,,,,"Button, Pocket, Zipper",Spring/Summer/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
244,swpants04201127502,High Waist Plaid Straight Pants,14.0,126,2,0,5,1,1,1,13,2,105,15,17,Preppy,Multicolor,Plaid,Long,Straight Leg,,,,,"Button, Pocket, Zipper",Spring/Summer/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
245,swpants04201127580,High Waist Plaid Straight Pants,14.0,126,2,0,5,1,1,1,13,2,105,15,17,Casual,Dark Green,Plaid,Long,Straight Leg,,,,,"Button, Pocket, Zipper",Spring/Summer/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
246,swpants04201127193,High Waist Plaid Straight Pants,14.0,126,2,0,5,1,1,1,13,2,105,15,17,Casual,Multicolor,Plaid,Long,Straight Leg,,,,,"Button, Pocket, Zipper",Spring/Summer/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
247,swsweater03201016806,Stripe Print Fitted Sweater,13.0,412,0,0,2,1,3,1,17,3,390,110,15,Casual,Black and White,"Striped, Colorblock",Regular,Basic Tops,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"60% Spandex, 40% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
248,swjacket00201215213,Solid Raw Hem Drop Shoulder Denim Jacket,24.0,492,1,0,2,0,6,0,25,6,459,87,29,Casual,Light Wash,Plain,Crop,Other,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Raw Hem, Button Front",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Oversized,,,,,,,,,,,,Single Breasted
249,swjacket00200618596,Solid Raw Hem Drop Shoulder Denim Jacket,24.0,492,1,0,2,0,6,0,25,6,459,87,29,Casual,Black,Plain,Crop,Other,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Raw Hem, Button Front",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Oversized,,,,,,,,,,,,Single Breasted
250,swtee07201210676,SHEIN Angel Print Raglan Sleeve Top,5.99,361,4,1,3,1,13,0,27,12,314,67,7,Casual,Blue and White,"Letter, Figure",Crop,,Round Neck,Long Sleeve,Raglan Sleeve,Pullovers,,Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
251,swtee07200718258,SHEIN Angel Print Raglan Sleeve Top,5.99,361,4,1,3,1,13,0,27,12,314,67,7,Casual,Multicolor,"Letter, Figure",Crop,,Round Neck,Long Sleeve,Raglan Sleeve,Pullovers,,Spring/Summer,"5.5% Spandex, 94.5% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
252,swtee07201210905,SHEIN Angel Print Raglan Sleeve Top,5.99,361,4,1,3,1,13,0,27,12,314,67,7,Casual,Red and White,"Letter, Figure",Crop,,Round Neck,Long Sleeve,Raglan Sleeve,Pullovers,,Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
253,swtee07201210071,SHEIN Angel Print Raglan Sleeve Top,5.99,361,4,1,3,1,13,0,27,12,314,67,7,Casual,Black and White,"Letter, Figure",Crop,,Round Neck,Long Sleeve,Raglan Sleeve,Pullovers,,Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
254,swblouse07201231693,SHEIN Flounce Sleeve Knot Ruched Bust Allover Print Crop Top,8.0,0,0,0,0,0,0,0,0,0,0,0,9,Boho,Red and White,All Over Print,Crop,Top,Sweetheart,Short Sleeve,Flounce Sleeve,Pullovers,"Ruffle, Knot, Ruched Bust",Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
255,swjacket07201012873,SHEIN Fuzzy Collar Zip Up Puffer Jacket,18.0,13,1,0,0,0,0,0,1,0,12,1,21,Casual,Dusty Pink,Colorblock,Regular,Padded ,Collar,Long Sleeve,Regular Sleeve,,"Contrast Faux Fur, Pocket, Zipper",Winter,100% Nylon,Nylon,Non-Stretch,No,Regular Fit,,,,Yes,,,,,,,,Zipper
256,swblouse23201014169,Buttoned Cuff Gigot Sleeve Blouse,14.0,1,2,0,8,0,14,6,27,2,732,208,17,Elegant,Dark Green,Plain,Regular,Top,Round Neck,Long Sleeve,Leg-of-mutton Sleeve,Pullovers,Button,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
257,swblouse23200901312,Buttoned Cuff Gigot Sleeve Blouse,8.0,1,2,0,8,0,14,6,27,2,732,208,9,Elegant,Black,Plain,Regular,Top,Round Neck,Long Sleeve,Leg-of-mutton Sleeve,Pullovers,Button,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
258,swblouse23201207676,Buttoned Cuff Gigot Sleeve Blouse,14.0,1,2,0,8,0,14,6,27,2,732,208,17,Elegant,Army Green,Plain,Regular,Top,Round Neck,Long Sleeve,Leg-of-mutton Sleeve,Pullovers,Button,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
259,swjacket04200911256,Zip Up Drop Shoulder Jacket,26.0,2554,4,1,5,1,26,9,98,29,2427,705,31,Casual,Beige,Plain,Crop,Padded ,Collar,Long Sleeve,Drop Shoulder,,Zipper,Winter,"95% Polyester, 5% Spandex",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,Zipper
260,swjacket04201012034,Zip Up Pocket Side Puffer Jacket,26.0,2554,4,1,5,1,26,9,98,29,2427,705,31,Casual,Coffee Brown,Plain,Crop,Padded ,Collar,Long Sleeve,Drop Shoulder,,Zipper,Winter,"95% Polyester, 5% Spandex",Shearling,Non-Stretch,No,Regular Fit,,,,,,,,,,,,Zipper
261,swjacket04201012676,Zip Up Drop Shoulder Jacket,26.0,2554,4,1,5,1,26,9,98,29,2427,705,31,Casual,Black,Plain,Crop,Padded ,Collar,Long Sleeve,Drop Shoulder,,Zipper,Winter,"95% Polyester, 5% Spandex",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,Zipper
262,swjacket04201012721,Zip Up Drop Shoulder Jacket,26.0,2554,4,1,5,1,26,9,98,29,2427,705,31,Casual,Redwood,Plain,Crop,Padded ,Collar,Long Sleeve,Drop Shoulder,,Zipper,Winter,"95% Polyester, 5% Spandex",Shearling,Non-Stretch,No,Regular Fit,,,,,,,,,,,,Zipper
263,swjacket04201012435,Zip Up Drop Shoulder Jacket,22.99,2554,4,1,5,1,26,9,98,29,2427,705,27,Casual,Khaki,Plain,Crop,Padded ,Collar,Long Sleeve,Drop Shoulder,,Zipper,Winter,"95% Polyester, 5% Spandex",Shearling,Non-Stretch,No,Regular Fit,,,,,,,,,,,,Zipper
264,swjacket04201102492,Zip Up Drop Shoulder Jacket,12.49,2554,4,1,5,1,26,9,98,29,2427,705,0,Casual,Mint Blue,Plain,Crop,Padded ,Collar,Long Sleeve,Drop Shoulder,,Zipper,Winter,"95% Polyester, 5% Spandex",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,Zipper
265,swtee07200915871,SHEIN Stand Collar Lettuce Trim Rib-knit Tee,3.49,232,1,0,3,1,9,2,10,3,209,36,4,Elegant,Black,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring/Fall,100% Cotton,Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
266,swvest07201230876,SHEIN Ditsy Floral Cami Top,3.0,3,0,0,0,0,0,0,0,0,3,0,3,Casual,Multicolor,Ditsy Floral,Crop,Cami,Spaghetti Strap,,,,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
267,swdress07201007442,SHEIN Plunging Twist Front Velvet Dress,12.0,122,3,0,0,0,6,0,8,5,105,32,14,Sexy,Dark Green,Plain,Mini,Bodycon,Deep V Neck,Long Sleeve,Regular Sleeve,,Twist,Fall/Winter,"5% Spandex, 95% Polyester",Velvet,Slight Stretch,No,Slim Fit,,High Waist,,,,,,,Pencil,,,
268,swpants04200715611,Patch Spliced Straight Jeans,20.0,244,0,0,2,0,6,2,22,2,215,60,24,,Light Wash,Colorblock,Long,Straight Leg,,,,,"Raw Hem, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Slight Stretch,No,Regular Fit,Zipper Fly,Natural,,,,,,,,,,
269,swpants04201208851,Patch Spliced Straight Jeans,20.0,244,0,0,2,0,6,2,22,2,215,60,24,,Light Wash,Colorblock,Long,Straight Leg,,,,,"Raw Hem, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Slight Stretch,No,Regular Fit,Zipper Fly,Natural,,,,,,,,,,
270,swpants04201210843,Patch Spliced Straight Jeans,20.0,244,0,0,2,0,6,2,22,2,215,60,24,,Grey,Colorblock,Long,Straight Leg,,,,,"Raw Hem, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Slight Stretch,No,Regular Fit,Zipper Fly,Natural,,,,,,,,,,
271,swtee07200915163,SHEIN Solid Gigot Sleeve Top,4.99,2823,10,1,10,3,32,9,99,37,2672,916,6,Elegant,Black,Plain,Regular,,Round Neck,Long Sleeve,Leg-of-mutton Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
272,swtee07201008552,SHEIN Solid Gigot Sleeve Top,4.99,2823,10,1,10,3,32,9,99,37,2672,916,6,Elegant,Maroon,Plain,Regular,,Round Neck,Long Sleeve,Leg-of-mutton Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
273,swtee07201105655,SHEIN Solid Gigot Sleeve Top,4.99,2823,10,1,10,3,32,9,99,37,2672,916,6,Elegant,"Red, Bright",Plain,Regular,,Round Neck,Long Sleeve,Leg-of-mutton Sleeve,Pullovers,,Spring,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
274,swtee07201105888,SHEIN Solid Gigot Sleeve Top,4.99,2823,10,1,10,3,32,9,99,37,2672,916,6,Elegant,White,Plain,Regular,,Round Neck,Long Sleeve,Leg-of-mutton Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
275,swtee07201105890,SHEIN Solid Gigot Sleeve Top,4.99,2823,10,1,10,3,32,9,99,37,2672,916,6,Elegant,Dark Green,Plain,Regular,,Round Neck,Long Sleeve,Leg-of-mutton Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
276,swtee07200925564,SHEIN Lettuce Edge Neck Cutout Front Tee,4.99,685,2,1,3,1,9,2,20,6,652,206,6,Casual,Grey,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Cut Out, Lettuce Trim",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
277,swskirt07200921224,SHEIN High Waist Plaid Pleated Skirt,11.0,211,1,0,5,2,9,4,15,5,181,63,13,Preppy,Multicolor,Plaid,Mini,Pleated,,,,,"Pleated, Zipper",Spring/Summer/Fall,"20% Cotton, 80% Polyester",Polyester,Non-Stretch,No,,,High Waist,,,,,,,,,,
278,swjumpsui42200903805,Glamaker Mock Neck Letter Graphic Unitard Jumpsuit Without Bag,21.0,3066,14,5,20,2,66,19,100,26,2867,750,25,Casual,Black,Letter,Long,Unitard,Stand Collar,Long Sleeve,Regular Sleeve,,"Zipper, Rib-Knit",Spring/Fall,"95% Cotton, 5% Polyester",Cotton,High Stretch,No,Skinny,,Natural,,,,,,,,,,
279,swjumpsui42200805930,Glamaker Mock Neck Letter Graphic Unitard Jumpsuit Without Bag,21.0,3066,14,5,20,2,66,19,100,26,2867,750,25,Casual,White,Letter,Long,Unitard,Stand Collar,Long Sleeve,Regular Sleeve,,"Zipper, Rib-Knit",Spring/Fall,"95% Cotton, 5% Polyester",Cotton,High Stretch,No,Skinny,,Natural,,,,,,,,,,
280,swjumpsui42200903407,Glamaker Mock Neck Letter Graphic Unitard Jumpsuit Without Bag,21.0,3067,14,5,20,2,66,19,100,26,2867,750,25,Casual,Grey,Letter,Long,Unitard,Stand Collar,Long Sleeve,Regular Sleeve,,"Zipper, Rib-Knit",Spring/Fall,"95% Cotton, 5% Polyester",Cotton,High Stretch,No,Skinny,,Natural,,,,,,,,,,
281,swjumpsui42200911600,Glamaker Mock-neck Rib-knit Unitard Jumpsuit Without Bag,20.0,3067,14,5,20,2,66,19,100,26,2867,750,24,Casual,Khaki,Plain,Long,Unitard,Stand Collar,Long Sleeve,Regular Sleeve,,"Zipper, Rib-Knit",Spring/Fall,"95% Cotton, 5% Polyester",Cotton,High Stretch,No,Skinny,,Natural,,,,,,No,,,,
282,swsweatsh04200911162,Color Block Letter Graphic Drawstring Hoodie,17.99,297,1,1,0,0,10,1,18,2,270,42,21,Sporty,Multicolor,"Letter, Colorblock",Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,Drawstring,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
283,swtee07200818678,SHEIN Mock Neck Sheer Mesh Raglan Sleeve Tee,4.99,1416,5,1,14,4,35,13,67,24,1296,488,6,Elegant,Black,Plain,Crop,,Stand Collar,Long Sleeve,Raglan Sleeve,Pullovers,"Sheer, Contrast Mesh, Button",Spring/Summer,"92% Rayon, 8% Spandex",Rayon,High Stretch,No,Slim Fit,,,,,,,,,,,,
284,swsweater03201014399,Criss Cross Back Contrast Lace Sweater,18.0,242,1,0,1,1,6,0,23,5,212,35,21,Casual,Black,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,"Criss Cross, Contrast Lace",Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
285,swsweater03201014379,Criss Cross Back Contrast Lace Sweater,11.0,242,1,0,1,1,6,0,23,5,212,35,13,Casual,Burgundy,Colorblock,Regular,Pullovers,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,"Criss Cross, Contrast Lace",Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
286,swtop07201020976,SHEIN Marble Print Crop Mesh Top,5.0,153,1,0,0,0,5,2,11,3,137,32,6,Casual,Multicolor,Marble,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Summer,100% Polyester,Mesh,Slight Stretch,Yes,Slim Fit,,,,,,,,,,,,
287,swskirt07200923342,SHEIN Zipper Side Split Hem Crocodile Embossed PU Skirt,7.0,55,0,0,1,0,4,1,3,0,47,11,8,Elegant,Black,Crocodile,Mini,Bodycon,,,,,"Split, Zipper",Fall/Winter,"10% Cotton, 45% Polyester, 45% PU Leather",PU Leather,Non-Stretch,No,,,High Waist,,,,,,,,,,
288,swdress07201228261,SHEIN Drawstring Knot Ruched Front Ditsy Floral Dress,12.0,1,0,0,0,0,0,0,0,0,1,0,14,Boho,Teal Blue,Ditsy Floral,Short,A Line,Sweetheart,Short Sleeve,"Flounce Sleeve, Puff Sleeve",,"Ruffle, Ruched, Drawstring, Knot, Zipper",Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,Flared,,,
289,swskirt07201024787,SHEIN Split Hem Leather Look Pencil Skirt,9.0,222,7,2,8,1,11,1,13,2,183,31,10,Elegant,Black,Plain,Midi,Pencil,,,,,Split,Fall/Winter,"10% Spandex, 90% Polyester",Polyester,Non-Stretch,No,,,High Waist,,,,,,,,,,
290,swblouse07200827703,SHEIN Color Block Asymmetrical Neck Top,14.0,145,0,0,4,0,1,0,7,1,133,20,17,Elegant,Black and White,Colorblock,Regular,Top,Asymmetrical Neck,Long Sleeve,Roll Up Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
291,swblouse07201104428,SHEIN Color Block Asymmetrical Neck Top,12.49,145,0,0,4,0,1,0,7,1,133,20,15,Elegant,Red and White,Colorblock,Regular,Top,Asymmetrical Neck,Long Sleeve,Roll Up Sleeve,Pullovers,,Spring/Fall,"20% Rayon, 5% Spandex, 75% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
292,swsweatsh04200917017,Drop Shoulder Stitch Trim Oversized Pullover,14.99,463,4,2,5,1,10,2,13,2,431,70,18,Casual,Black,,Regular,Pullovers,Stand Collar,Long Sleeve,Drop Shoulder,,Contrast Binding,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,Oversized,,,,,,,,,,,,
293,swsweatsh04201104947,Drop Shoulder Stitch Trim Oversized Pullover,11.49,463,4,2,5,1,10,2,13,2,431,70,13,Casual,White,,Regular,Pullovers,Stand Collar,Long Sleeve,Drop Shoulder,,Contrast Binding,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,Oversized,,,,,,,,,,,,
294,swsweatsh04201104829,Drop Shoulder Stitch Trim Oversized Pullover,5.99,463,4,2,5,1,10,2,13,2,431,70,7,Casual,Grey,,Regular,Pullovers,Stand Collar,Long Sleeve,Drop Shoulder,,Contrast Binding,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,Oversized,,,,,,,,,,,,
295,swtee07200924170,SHEIN Rib-knit Solid Top,4.99,797,41,9,29,11,53,10,56,11,619,138,6,Basics,White,Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
296,swtee07201016971,SHEIN Rib-knit Solid Top,4.99,797,41,9,29,11,53,10,56,11,619,138,6,Basics,Black,Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
297,swtee07201207484,SHEIN Rib-knit Solid Top,4.99,797,41,9,29,11,53,10,56,11,619,138,6,Casual,Mint Green,Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
298,swblouse23200901741,Button Front Plaid Top,14.0,535,2,0,6,0,8,4,535,115,491,105,17,Casual,Black and White,Plain,Regular,Shirt,Collar,Long Sleeve,Regular Sleeve,Placket,Button Front,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
299,swblouse23201014049,Button Front Plaid Top,14.0,535,2,0,6,0,8,4,28,6,491,105,17,Casual,Blue,Plaid,Long,Shirt,Collar,Long Sleeve,Drop Shoulder,Placket,Button Front,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
300,swpants04200825381,High Waist Pocket Side Straight Jeans,20.0,1077,35,7,28,3,43,13,95,27,877,222,24,,Light Wash,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
301,swpants04201027078,High Waist Pocket Side Straight Jeans,20.0,1077,35,7,28,3,43,13,95,27,877,222,24,,Medium Wash,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
302,swpants04201127987,High Waist Pocket Side Straight Jeans,20.0,1077,35,7,28,3,43,13,95,27,877,222,24,,Dark Grey,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
303,swtwop03201218181,Solid Knit Cami Top & Knit Shorts,13.0,186,1,0,2,0,8,1,13,2,162,23,15,Casual,Black,Plain,,Shorts,Spaghetti Strap,Sleeveless,,,,Spring/Fall,100% Viscose,Viscose,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
304,swtwop03201123377,Solid Knit Cami Top & Knit Shorts,13.0,186,1,0,2,0,8,1,13,2,162,23,15,Casual,Beige,Plain,,Shorts,Spaghetti Strap,Sleeveless,,,,Spring/Fall,100% Viscose,Viscose,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
305,swtwop03201218587,Solid Knit Cami Top & Knit Shorts,13.0,186,1,0,2,0,8,1,13,2,162,23,15,Casual,Dusty Blue,Plain,,Shorts,Spaghetti Strap,Sleeveless,,,,Spring/Fall,100% Viscose,Viscose,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
306,swtwop03201218068,Solid Knit Cami Top & Knit Shorts,13.0,186,1,0,2,0,8,1,13,2,0,0,15,Casual,Light Grey,Plain,,Shorts,Spaghetti Strap,Sleeveless,,,,Spring/Fall,100% Viscose,Viscose,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
307,swtwop03201218423,Solid Knit Cami Top & Knit Shorts,13.0,186,1,0,2,0,8,1,13,2,162,23,15,Casual,Grey,Plain,,Shorts,Spaghetti Strap,Sleeveless,,,,Spring/Fall,100% Viscose,Viscose,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
308,swtwop03201218869,Solid Knit Cami Top & Knit Shorts,13.0,186,1,0,2,0,8,1,13,2,162,23,15,Casual,Baby Pink,Plain,,Shorts,Spaghetti Strap,Sleeveless,,,,Spring/Fall,100% Viscose,Viscose,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
309,swtee07200629428,SHEIN Twist Front Rib-knit Crop Top,4.99,962,2,0,1,0,16,3,34,11,909,278,6,Casual,Chocolate Brown,Plain,Crop,,Stand Collar,Short Sleeve,Regular Sleeve,Pullovers,"Twist, Rib-Knit",Summer,"63% Rayon, 3% Spandex, 34% Polyester",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
310,swtee07200929663,SHEIN Twist Front Rib-knit Crop Top,4.0,962,2,0,1,0,16,3,34,11,909,278,4,Casual,White,Plain,Crop,,Stand Collar,Short Sleeve,Regular Sleeve,Pullovers,"Twist, Rib-Knit",Summer,"63% Rayon, 3% Spandex, 34% Polyester",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
311,swtwop07201231120,SHEIN Butterfly Print Knot Shoulder Crop Cami Top & M-slit Hem Plaid Skirt Set,10.0,1,0,0,0,0,0,0,0,0,1,0,12,Casual,Blue and White,"Plaid, Animal",,,Spaghetti Strap,Sleeveless,,,"Knot, Split, Rib-Knit",Summer,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,Skirt,,,Camisole,,
312,swouter07200925035,SHEIN Double Button Buffalo Plaid Teddy Coat,20.0,113,1,0,0,0,3,2,5,1,104,19,24,Preppy,Multicolor,Gingham,Short,Teddy,Lapel,Long Sleeve,Drop Shoulder,,Double Button,Winter,100% Polyester,Shearling,Slight Stretch,No,Regular Fit,,,,,,,,,,,,Double Breasted
