,SKU,Item Name,Price,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Hem Shaped,Placket,Arabian Clothing,Belt,Top Type
244,swpants07201009910,SHEIN Flare Leg Rib-knit Pants,10.0,2957,69,7,80,7,223,28,300,46,2285,282,12,Casual,Black,Plain,Long,Flare Leg,,,,,Rib-Knit,Spring/Summer/Fall,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,
245,swpants07201104322,SHEIN Flare Leg Rib-knit Pants,9.0,2957,69,7,80,7,0,0,300,46,0,0,10,Casual,Brown,Plain,Long,Flare Leg,,,,,Rib-Knit,Spring/Summer/Fall,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,
246,swpants07201109302,SHEIN Flare Leg Rib-knit Pants,10.0,2957,69,7,80,7,0,0,2957,370,2285,282,12,Casual,Khaki,Plain,Long,Flare Leg,,,,,Rib-Knit,Spring/Summer/Fall,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,
247,swpants07201201084,SHEIN Flare Leg Rib-knit Pants,9.0,2957,69,7,80,7,223,28,300,46,2285,282,10,Vintage,Army Green,Plain,Long,Flare Leg,,,,,Rib-Knit,Spring/Summer/Fall,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,
248,swpants04201125555,Bleached Wash High Waist Jeans,18.0,10000,0,0,0,0,0,0,0,0,9999,8320,21,,Medium Wash,Plain,Long,Mom Fit,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
249,swpants04191210712,Highest-Rise Mom Jeans Without Belt,19.0,10000,0,0,0,0,0,0,0,0,9999,8320,23,,Black,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,"Button Fly, Zipper Fly",Natural,,,,,,,,,No,
250,swpants04200805126,High Waisted Straight-Leg Mom Jeans,18.0,10000,0,0,0,0,0,0,0,0,9999,8320,21,,Medium Wash,Plain,Long,Tapered/Carrot,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
251,swpants04200827831,High Waist Roll Hem Jeans,18.0,10000,0,0,0,0,0,0,0,0,9999,8320,21,,White,Plain,Long,Mom Fit,,,,,"Ripped, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
252,swpants04201023583,High Waist Fold Pleat Roll Hem Jeans,18.0,10000,0,0,0,0,0,0,0,0,9999,8320,21,,Light Wash,Plain,Long,Mom Fit,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
253,swpants04201104460,High Waist Fold Pleat Roll Hem Jeans,18.0,10000,0,0,9999,8320,0,0,0,0,9999,8320,21,,Khaki,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
254,swblouse23201208207,Plaid Print Button Front Overshirt,14.0,6024,23,6,38,5,101,26,212,39,5650,903,17,Casual,Multicolor,Plaid,Long,Shirt,Collar,Long Sleeve,Regular Sleeve,Placket,Button Front,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
255,swblouse00190827742,Plaid Print Button Front Overshirt,14.0,6025,23,6,6024,979,101,26,212,39,1,904,17,Casual,Blue,Plaid,Long,Shirt,Collar,Long Sleeve,Regular Sleeve,Placket,Button Front,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
256,swblouse23201208609,Plaid Print Button Front Overshirt,14.0,6024,23,6,38,5,101,26,212,39,5650,903,17,Casual,Multicolor,Plaid,Long,Shirt,Collar,Long Sleeve,Regular Sleeve,Placket,Button Front,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
257,swblouse23201228549,Plaid Print Button Front Overshirt,15.0,6024,23,6,38,5,101,26,212,39,5650,903,18,Casual,Multicolor,Plaid,Long,Shirt,Collar,Long Sleeve,Drop Shoulder,Placket,Button Front,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Oversized,,,,,,,,,,,,
258,swsweatsh01201125457,Oversized Letter Graphic Half Zip Crop Sweatshirt,14.99,1214,4,1,3,0,31,5,79,11,1100,161,18,Casual,Khaki,Letter,Crop,Half Placket,Collar,Long Sleeve,Drop Shoulder,,Zipper,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
259,swsweatsh01201030765,Oversized Letter Graphic Half Zip Crop Sweatshirt,14.99,1214,4,1,3,0,31,5,79,11,1100,161,18,Casual,Navy Blue,Letter,Crop,Half Placket,Collar,Long Sleeve,Drop Shoulder,,Zipper,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
260,swsweatsh01201125593,Oversized Letter Graphic Half Zip Crop Sweatshirt,14.99,1214,4,1,3,0,31,5,79,11,1100,161,18,Casual,Black,Letter,Crop,Half Placket,Collar,Long Sleeve,Drop Shoulder,,"Contrast Collar, Zipper",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
261,swsweatsh01201125792,Oversized Letter Graphic Half Zip Crop Sweatshirt,14.99,1214,0,0,1214,178,31,5,79,11,1100,161,18,Casual,Green,Letter,Crop,Half Placket,Collar,Long Sleeve,Drop Shoulder,,"Contrast Collar, Zipper",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
262,swsweatsh01201215896,Oversized Letter Graphic Half Zip Crop Sweatshirt,14.99,1214,4,1,3,0,31,5,79,11,1100,161,18,Casual,Light Grey,Letter,Crop,Half Placket,Collar,Long Sleeve,Drop Shoulder,,"Contrast Collar, Zipper",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
263,swsweatsh01201215519,Oversized Letter Graphic Half Zip Crop Sweatshirt,14.99,1214,4,1,3,0,31,5,79,11,1100,161,18,Casual,Burgundy,Letter,Crop,Half Placket,Collar,Long Sleeve,Drop Shoulder,,"Contrast Collar, Zipper",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
264,swpants04201028631,High Waist Ripped Wide Leg Jeans,20.0,3079,26,6,43,7,83,15,252,65,2673,624,24,,Light Wash,Plain,Long,Wide Leg,,,,,"Ripped, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,,,,,
265,swpants04200911920,High-Rise Ripped Wide Leg Jeans,20.0,3079,26,6,43,7,83,15,252,65,2673,624,24,,Medium Wash,Plain,Long,Wide Leg,,,,,"Ripped, Pocket, Zipper, Button Front",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,,,,,
266,swpants04201027216,High Waist Ripped Wide Leg Jeans,20.0,3079,26,6,43,7,83,15,252,65,2673,624,24,,Dark Grey,Plain,Long,Wide Leg,,,,,"Ripped, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,,,,,
267,swpants04201104399,High-Rise Ripped Wide Leg Jeans,20.0,3079,3079,717,43,7,83,15,252,65,2673,624,24,,Black,Plain,Long,Wide Leg,,,,,"Ripped, Pocket, Zipper, Button Front",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,,,,,
268,swpants04201111171,High Waist Ripped Wide Leg Jeans,20.0,3079,26,6,43,7,83,15,252,65,2673,624,24,,Medium Wash,Plain,Long,Wide Leg,,,,,"Ripped, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,,,,,
269,swpants04201102009,High Waist Cow Print Straight Leg Jeans,20.0,2972,12,2,19,2,76,17,228,70,0,0,24,,Multicolor,Animal,Long,Straight Leg,,,,,"Pocket, Zipper, Button Front",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
270,swpants04200724809,Cow Print Wide Leg Jeans,20.0,2972,12,2,19,2,76,17,228,70,2637,708,24,,Black and White,Animal,Long,Wide Leg,,,,,"Pocket, Zipper, Button Front",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,,,,,
271,swpants04201014200,High Waist Cow Print Straight Leg Jeans,20.0,2972,12,2,19,2,76,17,228,70,2637,708,24,,Multicolor,Animal,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,,,,,
272,swpants04201116414,High Waist Cow Print Straight Leg Jeans,20.0,2972,12,2,2972,799,2972,799,228,70,2637,708,24,,Multicolor,Animal,Long,Straight Leg,,,,,"Button, Pocket, Zipper, Button Front",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,,,,,
273,swvest07201113306,SHEIN Contrast Stitch Asymmetrical Hem Cami Top,4.0,1465,5,0,1466,164,35,1,106,12,1311,150,4,Casual,Black,,Crop,Cami,Spaghetti Strap,,,,Asymmetrical,Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Asymmetrical,,,,
274,swvest07201204760,SHEIN Contrast Stitch Asymmetrical Hem Cami Top,4.0,1,5,0,9,1,35,1,106,12,1311,150,4,Casual,Baby Blue,,Crop,Cami,Spaghetti Strap,,,,"Asymmetrical, Rib-Knit",Summer,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Asymmetrical,,,,
275,swvest07201204565,SHEIN Contrast Stitch Asymmetrical Hem Cami Top,4.0,1,5,0,9,1,35,1,106,12,1311,150,4,Casual,White,,Crop,Cami,Spaghetti Strap,,,,"Asymmetrical, Rib-Knit, Contrast Binding",Summer,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Asymmetrical,,,,
276,swvest07201204952,SHEIN Contrast Stitch Asymmetrical Hem Cami Top,4.0,1,5,0,9,1,35,1,106,12,1311,150,4,Casual,Baby Pink,,Crop,Cami,Spaghetti Strap,,,,"Asymmetrical, Rib-Knit",Summer,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Asymmetrical,,,,
277,swvest07201229189,SHEIN Contrast Stitch Asymmetrical Hem Cami Top,4.0,1,5,0,9,1,0,0,106,12,1311,150,4,Casual,Khaki,,Crop,Cami,Spaghetti Strap,,,,"Asymmetrical, Rib-Knit",Summer,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Asymmetrical,,,,
278,swvest07201229504,SHEIN Contrast Stitch Asymmetrical Hem Cami Top,4.0,1,5,0,9,1,35,1,106,12,1311,150,4,Casual,"Pastel, Lilac Purple",Plain,Crop,Cami,Spaghetti Strap,,,,"Asymmetrical, Rib-Knit",Summer,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Asymmetrical,,,,
279,swtee07201202984,SHEIN Zebra Striped Print Seam Front Colorblock Tee,3.99,990,1,0,1,1,9,2,31,3,950,111,4,Casual,Multicolor,"Colorblock, Zebra Stripe",Crop,,Round Neck,Cap Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
280,swtee07201224602,SHEIN Zebra Striped Print Seam Front Colorblock Tee,3.99,990,1,0,1,1,9,2,31,3,950,111,4,Casual,Multicolor,"Colorblock, Zebra Stripe",Crop,,Round Neck,Cap Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
281,swvest07201224940,SHEIN Solid Crop Rib-knit Tank Top,4.0,379,4,0,3,0,19,0,29,4,324,29,4,Casual,Black,Plain,Crop,Tank,Stand Collar,,,,Rib-Knit,Summer,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
282,swvest07201130831,SHEIN Solid Crop Rib-knit Tank Top,4.0,379,4,0,3,0,19,0,29,4,324,29,4,Casual,White,Plain,Crop,Tank,Stand Collar,,,,Rib-Knit,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
283,swvest07201224199,SHEIN Solid Crop Rib-knit Tank Top,4.0,379,4,0,3,0,19,0,29,4,324,29,4,Casual,Mint Green,Plain,Crop,Tank,Stand Collar,,,,Rib-Knit,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
284,swvest07201224810,SHEIN Solid Crop Rib-knit Tank Top,4.0,379,4,0,3,0,19,0,29,4,324,29,4,Casual,Red,Plain,Crop,Tank,Stand Collar,,,,Rib-Knit,Summer,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
285,swtee07201031799,SHEIN Rolled Neck Form Fitted Tee,4.99,1715,17,2,10,0,68,4,148,14,1474,156,6,Casual,Black,Plain,Regular,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
286,swtee07201119560,SHEIN Rolled Neck Form Fitted Tee,4.99,1715,17,2,10,0,68,4,148,14,1474,156,6,Basics,White,Plain,Regular,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
287,swtee07201119578,SHEIN Rolled Neck Form Fitted Tee,5.99,1715,17,2,10,0,68,4,148,14,1474,156,7,Casual,Dark Grey,Plain,Regular,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
288,swtee07201119055,SHEIN Rolled Neck Form Fitted Tee,5.99,1715,17,2,0,0,68,4,0,0,1474,156,7,Casual,Green,Plain,Regular,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
289,swtee07201119747,SHEIN Rolled Neck Form Fitted Tee,5.99,1715,17,2,10,0,0,0,148,14,1474,156,7,Casual,"Pastel, Baby Blue",Plain,Regular,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
290,swtee07201123652,SHEIN Rolled Neck Form Fitted Tee,5.99,1715,17,2,10,0,68,4,148,14,1474,156,7,Casual,Dusty Pink,Plain,Crop,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
291,swtwop04201224335,Drop Shoulder Crop Thermal Pullover & Sweatpants Set,24.0,248,0,0,0,0,6,0,9,1,231,19,29,Casual,Apricot,Plain,,,Round Neck,Long Sleeve,Drop Shoulder,,Pocket,Fall/Winter,"50% Cotton, 50% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,,,,,Sweatshirt
292,swtwop04201015486,Drop Shoulder Crop Thermal Pullover & Sweatpants Set,25.0,248,3,0,0,0,6,0,9,1,231,19,30,Casual,Mint Green,Plain,,,Round Neck,Long Sleeve,Drop Shoulder,,Pocket,Fall/Winter,"50% Cotton, 50% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,,,,,Sweatshirt
293,swtwop04201224576,Drop Shoulder Crop Thermal Pullover & Sweatpants Set,24.0,248,3,0,0,0,6,0,248,20,231,19,29,Casual,Baby Pink,Plain,,,Round Neck,Long Sleeve,Drop Shoulder,,Pocket,Fall/Winter,"50% Cotton, 50% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,,,,,Sweatshirt
294,swpants04201029271,High Waist Cord Wide Leg Pants,17.0,917,3,0,8,0,20,1,81,14,805,71,20,Elegant,Coffee Brown,Plain,Long,Wide Leg,,,,,"Button, Pocket, Zipper",Fall/Winter,"5% Spandex, 95% Polyester",Corduroy,Slight Stretch,No,Loose,Zipper Fly,High Waist,,,,,,,,,,
295,swpants04201218543,High Waist Cord Wide Leg Pants,17.0,917,0,0,0,0,20,1,81,14,805,71,20,Elegant,Beige,Plain,Long,Wide Leg,,,,,"Button, Pocket, Zipper",Fall/Winter,"5% Spandex, 95% Polyester",Corduroy,Slight Stretch,No,Loose,Zipper Fly,High Waist,,,,,,,,,,
296,swpants04201218740,High Waist Cord Wide Leg Pants,17.0,917,3,0,8,0,20,1,917,86,0,0,20,Elegant,Black,Plain,Long,Wide Leg,,,,,"Button, Pocket, Zipper",Fall/Winter,"5% Spandex, 95% Polyester",Corduroy,Slight Stretch,No,Loose,Zipper Fly,High Waist,,,,,,,,,,
297,swpants04201218634,High Waist Cord Wide Leg Pants,17.0,917,3,0,8,0,20,1,81,14,805,71,20,Elegant,Grey,Plain,Long,Wide Leg,,,,,"Button, Pocket, Zipper",Fall/Winter,"5% Spandex, 95% Polyester",Corduroy,Slight Stretch,No,Loose,Zipper Fly,High Waist,,,,,,,,,,
298,swpants04201218251,High Waist Cord Wide Leg Pants,17.0,917,3,0,8,0,20,1,81,14,805,71,20,Elegant,Brown,Plain,Long,Wide Leg,,,,,"Button, Pocket, Zipper",Fall/Winter,"5% Spandex, 95% Polyester",Corduroy,Slight Stretch,No,Loose,Zipper Fly,High Waist,,,,,,,,,,
299,swvest07201225599,SHEIN Lettuce Edge Cami Top,4.0,362,0,0,3,0,1,0,20,2,340,27,4,Casual,Mint Green,Plain,Crop,Cami,Spaghetti Strap,,,,"Lettuce Trim, Rib-Knit",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
300,swvest07201201085,SHEIN Lettuce Edge Cami Top,4.0,362,0,0,3,0,1,0,20,2,340,27,4,Casual,Coffee Brown,Plain,Crop,Cami,Spaghetti Strap,,,,"Lettuce Trim, Rib-Knit",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
301,swvest07201224795,SHEIN Lettuce Edge Cami Top,4.0,362,0,0,3,0,362,29,20,2,340,27,4,Casual,White,Plain,Crop,Cami,Spaghetti Strap,,,,"Lettuce Trim, Rib-Knit",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
302,swvest07201224043,SHEIN Lettuce Edge Cami Top,4.0,362,0,0,3,0,1,0,20,2,340,27,4,Casual,Black,Plain,Crop,Cami,Spaghetti Strap,,,,"Lettuce Trim, Rib-Knit",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
303,swvest07201225523,SHEIN Lettuce Edge Cami Top,4.0,362,0,0,3,0,1,0,20,2,340,27,4,Casual,"Pastel, Dusty Blue",Plain,Crop,Cami,Spaghetti Strap,,,,"Lettuce Trim, Rib-Knit",Summer,"Cotton, Spandex",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
304,swvest07201225094,SHEIN Lettuce Edge Cami Top,4.0,362,0,0,3,0,1,0,20,2,340,27,4,Casual,Burgundy,Plain,Crop,Cami,Spaghetti Strap,,,,"Lettuce Trim, Rib-Knit",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
305,swpants03201204189,Drawstring Waist Slant Pockets Sweatpants,14.0,2232,0,0,2232,239,0,0,142,15,1986,212,17,,Black,Plain,Long,,,,,,"Pocket, Drawstring",All,"97% Polyester, 3% Spandex",Polyester,Slight Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,,,,,
306,swpants03201112133,Drawstring Waist Slant Pockets Sweatpants,14.0,2232,0,0,2232,239,72,11,142,15,1986,212,17,,Mint Green,Plain,Long,,,,,,"Pocket, Drawstring",All,"97% Polyester, 3% Spandex",Polyester,Slight Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,,,,,
307,swpants03201204958,Drawstring Waist Slant Pockets Sweatpants,14.0,2232,13,0,17,1,72,11,142,15,1986,212,17,,Dark Grey,Plain,Long,,,,,,"Pocket, Drawstring",All,"97% Polyester, 3% Spandex",Polyester,Slight Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,,,,,
308,swpants03201204621,Drawstring Waist Slant Pockets Sweatpants,14.0,2232,0,0,17,1,72,11,142,15,1986,212,17,,Dusty Blue,Plain,Long,,,,,,"Pocket, Drawstring",All,"97% Polyester, 3% Spandex",Polyester,Slight Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,,,,,
309,swpants03201204583,Drawstring Waist Slant Pockets Sweatpants,14.0,2232,13,0,17,1,72,11,142,15,1986,212,17,,Mauve Purple,Plain,Long,,,,,,"Pocket, Drawstring",All,"97% Polyester, 3% Spandex",Polyester,Slight Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,,,,,
310,swpants03201208575,Drawstring Waist Slant Pockets Sweatpants,14.0,2232,0,0,17,1,72,11,142,15,1986,212,17,,White,Plain,Cropped,,,,,,"Pocket, Drawstring",All,"97% Polyester, 3% Spandex",Polyester,Slight Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,,,,,
311,swsweatsh04201222136,Butterfly & Letter Embroidered Drop Shoulder Thermal Sweatshirt,12.99,1758,0,0,8,2,53,5,116,24,1573,339,15,Casual,Beige,"Letter, Animal",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Fall/Winter,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
312,swsweatsh04201026250,Butterfly & Letter Embroidered Drop Shoulder Sweatshirt,12.99,1758,8,1,8,2,53,5,116,24,1573,339,15,Casual,Brown,"Letter, Animal",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
313,swsweatsh04201026626,Butterfly & Letter Embroidered Drop Shoulder Sweatshirt,8.99,1758,8,1,8,2,53,5,116,24,1573,339,10,Casual,Green,"Letter, Animal",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Spring,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
314,swsweatsh04201026316,Butterfly & Letter Embroidered Drop Shoulder Sweatshirt,8.99,1758,8,1,8,2,53,5,116,24,1758,371,10,Casual,Maroon,"Letter, Animal",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
315,swsweatsh04201026125,Butterfly & Letter Embroidered Drop Shoulder Sweatshirt,14.99,1758,8,1,8,2,53,5,116,24,1573,339,18,Casual,Grey,"Letter, Animal",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
316,swsweatsh04201123591,Butterfly & Letter Embroidered Drop Shoulder Sweatshirt,12.99,1758,8,1,8,2,0,0,116,24,1573,339,15,Casual,Dusty Pink,"Letter, Animal",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Fall/Winter,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
317,swtop04201126362,Cable Knit Sweater Vest,10.0,1026,0,0,8,0,1026,155,0,0,926,142,12,Casual,Black,Plain,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,High Stretch,No,Regular Fit,,,,,,,,,,,,
318,swtop04201015926,Cable Knit Sweater Vest,10.0,1026,7,0,8,0,27,3,58,10,926,142,12,Casual,Light Grey,Plain,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,High Stretch,No,Regular Fit,,,,,,,,,,,,
319,swtop04201126131,Cable Knit Sweater Vest,10.0,1026,7,0,8,0,27,3,58,10,926,142,12,Casual,Lilac Purple,Plain,Crop,,V neck,Sleeveless,,Pullovers,,Spring,100% Acrylic,Acrylic,High Stretch,No,Regular Fit,,,,,,,,,,,,
320,swtop04201126954,Cable Knit Sweater Vest,10.0,1026,7,0,8,0,27,3,58,10,926,142,12,Casual,Blue,Plain,Crop,,V neck,Sleeveless,,Pullovers,,Spring,100% Acrylic,Acrylic,High Stretch,No,Regular Fit,,,,,,,,,,,,
321,swtop04201126075,Cable Knit Sweater Vest,10.0,1026,7,0,8,0,27,3,58,10,926,142,12,Casual,Pink,Plain,Crop,,V neck,Sleeveless,,Pullovers,,Spring,100% Acrylic,Acrylic,High Stretch,No,Regular Fit,,,,,,,,,,,,
322,swvest07201228940,SHEIN Rib-knit Crop Cami Top,3.0,316,1,0,0,0,6,0,18,1,316,12,3,Casual,Dusty Pink,Plain,Crop,Cami,Spaghetti Strap,,,,Rib-Knit,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
323,swvest07201224772,SHEIN Rib-knit Crop Cami Top,3.0,316,1,0,1,0,6,0,18,1,291,11,3,Casual,White,Plain,Crop,Cami,Spaghetti Strap,,,,Rib-Knit,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
324,swvest07201224452,SHEIN Rib-knit Crop Cami Top,3.0,316,1,0,1,0,6,0,18,1,291,11,3,Casual,Light Grey,Plain,Crop,Cami,Spaghetti Strap,,,,Rib-Knit,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
325,swpants04200804611,SHEIN BASICS Stone Wash Middle-Waisted Straight Jeans,20.0,3809,43,7,0,0,143,16,303,63,3243,640,24,,White,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,Natural,,,,,,,,,,
