,SKU,Item NamePrice,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Item Name,Price,Hem Shaped,Belt,Top Type,Placket
240,swsweatsh07200829829,,9460,12,2,31,3,105,21,324,60,8989,1772,24,Casual,Black,Plain,Regular,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket, Zipper",Fall/Winter,"38% Cotton, 62% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN BASICS Drop Shoulder Zipper Up Hooded Sweatshirt,19.99,,,,
241,swsweatsh07200903823,,9460,12,2,31,3,105,21,324,60,8989,1772,24,Casual,White,Plain,Regular,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket, Zipper",Fall/Winter,"38% Cotton, 62% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN BASICS Drop Shoulder Zip Up Drawstring Hoodie,19.99,,,,
242,swsweatsh07200904769,,9460,12,2,31,3,105,21,324,60,8989,1772,24,Casual,Purple,Plain,Regular,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket, Zipper",Fall/Winter,"38% Cotton, 62% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN BASICS Drop Shoulder Zipper Up Hooded Sweatshirt,19.99,,,,
243,swsweatsh07200904398,,9460,12,2,31,3,105,21,324,60,8989,1772,24,Casual,Royal Blue,Plain,Regular,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket, Zipper",Fall/Winter,"38% Cotton, 62% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN BASICS Drop Shoulder Zipper Up Hooded Sweatshirt,19.99,,,,
244,swsweatsh07201028559,,9460,12,2,31,3,105,21,324,60,8989,1772,24,Casual,Dusty Blue,Plain,Regular,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket, Zipper",Fall/Winter,"38% Cotton, 62% Polyester",Polyester,Non-Stretch,No,Oversized,,,,,,,,SHEIN Drop Shoulder Zipper Up Hooded Sweatshirt,19.99,,,,
245,swvest07201224256,,6,0,0,0,0,0,0,0,0,6,0,4,Casual,Coffee Brown,Plain,Crop,Cami,Spaghetti Strap,,,,Wrap,Summer,"6% Spandex, 94% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Wrap Detail Solid Cami Top,4.0,,,,
246,swsweatsh02201222166,,10,0,0,0,0,0,0,0,0,10,0,12,Casual,Light Grey,Plain,Regular,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket, Ring, Zipper",Spring/Fall,"95% Cotton, 5% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,O-Ring Zipper Drawstring Crop Hoodie,9.99,,,,
247,swblouse23201118464,,105,2,1,0,0,6,0,9,0,88,20,18,Casual,Black and White,Gingham,Long,Tunic,Collar,Long Sleeve,Regular Sleeve,Placket,"High Low, Button Front",Spring/Fall,"10% Cotton, 90% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Gingham Print Button Front High Low Hem Blouse,15.0,,,,
248,swblouse23201118713,,105,2,1,0,0,6,0,9,0,88,20,18,Casual,Multicolor,Gingham,Long,Tunic,Collar,Long Sleeve,Regular Sleeve,Placket,"High Low, Button Front",Spring/Fall,"10% Cotton, 90% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Buffalo Plaid High Low Blouse,15.0,,,,
249,swblouse23201208609,,5895,23,6,37,5,100,26,206,38,5529,884,17,Casual,Multicolor,Plaid,Long,Shirt,Collar,Long Sleeve,Regular Sleeve,Placket,Button Front,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Plaid Print Button Front Overshirt,14.0,,,,
250,swblouse00190827742,,5896,23,6,37,5,100,26,206,38,1,885,17,Casual,Blue,Plaid,Long,Shirt,Collar,Long Sleeve,Regular Sleeve,Placket,Button Front,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Plaid Print Button Front Overshirt,14.0,,,,
251,swblouse23200727768,,5895,23,6,37,5,100,26,206,38,5529,884,0,Casual,Multicolor,Plaid,Long,Tunic,Collar,Long Sleeve,Drop Shoulder,Placket,Button Front,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Oversized,,,,,,,,Plaid Button Up Longline Blouse,15.0,,,,
252,swblouse23200727127,,5895,23,6,37,5,100,26,206,38,5529,884,18,Casual,Black and White,Plaid,Long,Tunic,Collar,Long Sleeve,Drop Shoulder,Placket,Button Front,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Oversized,,,,,,,,Plaid Button Up Longline Blouse,15.0,,,,
253,swblouse23201208207,,5895,23,6,37,5,100,26,206,38,5529,884,17,Casual,Multicolor,Plaid,Long,Shirt,Collar,Long Sleeve,Regular Sleeve,Placket,Button Front,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Plaid Print Button Front Overshirt,14.0,,,,
254,swblouse23201228549,,5895,23,6,37,5,100,26,206,38,5529,884,18,Casual,Multicolor,Plaid,Long,Shirt,Collar,Long Sleeve,Drop Shoulder,Placket,Button Front,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Oversized,,,,,,,,Plaid Print Button Front Overshirt,15.0,,,,
255,swsweatsh04201031302,,2832,15,2,27,5,85,15,194,51,2511,477,12,Casual,Khaki,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Fall/Winter,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Regular Fit,,,,,,,,Letter Graphic Drop Shoulder Thermal Sweatshirt,9.99,,,,
256,swsweatsh04200820908,,2832,15,2,27,5,85,15,194,51,2511,477,12,Casual,Dark Grey,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Oversized,,,,,,,,Letter Graphic Drop Shoulder Sweatshirt,9.99,,,,
257,swsweatsh04200925697,,2832,15,2,27,5,85,15,194,51,2511,477,12,Casual,Blue,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Oversized,,,,,,,,Letter Graphic Drop Shoulder Sweatshirt,9.99,,,,
258,swsweatsh04200925962,,2832,15,2,27,5,85,15,194,51,2511,477,12,Casual,Black,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Oversized,,,,,,,,Letter Graphic Drop Shoulder Sweatshirt,9.99,,,,
259,swsweatsh04201031006,,2832,15,2,27,5,85,15,194,51,2511,477,12,Casual,Light Grey,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Oversized,,,,,,,,Letter Graphic Drop Shoulder Sweatshirt,9.99,,,,
260,swsweatsh04201031146,,2832,15,2,27,5,85,15,194,51,2511,477,12,Casual,"Pastel, Baby Blue",Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Regular Fit,,,,,,,,Letter Graphic Drop Shoulder Sweatshirt,9.99,,,,
261,swtop44201215510,,0,0,0,0,0,0,0,0,0,0,0,4,Glamorous,Apricot,Plain,Crop,,One Shoulder,Sleeveless,,Pullovers,"Asymmetrical, Ruched",All,"6% Spandex, 58% Polyester, 36% Lurex",Glitter,Slight Stretch,No,Slim Fit,,,,,,,,Glitter One Shoulder Ruched Top,4.0,,,,
262,swvest23201208301,,4,0,0,0,0,0,0,0,0,4,0,7,Casual,"Pink, Pastel",Plain,Crop,Cami,Spaghetti Strap,,,,"Contrast Lace, Lettuce Trim",Summer,"5% Spandex, 35% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Lace Panel Lettuce Trim Cami Top,6.0,,,,
263,swsweatsh24201124810,,919,3,0,11,0,32,0,55,9,818,120,9,Casual,Red,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Kangaroo Pocket Thermal Lined Drawstring Hoodie,7.99,,,,
264,swsweatsh24201124632,,919,3,0,11,0,32,0,55,9,818,120,9,Casual,Baby Pink,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Kangaroo Pocket Thermal Lined Drawstring Hoodie,7.99,,,,
265,swsweatsh24201125976,,919,3,0,11,0,32,0,55,9,818,120,9,Casual,Black,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Kangaroo Pocket Thermal Lined Drawstring Hoodie,7.99,,,,
266,swsweatsh24201125249,,919,3,0,11,0,32,0,55,9,818,120,9,Casual,White,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Kangaroo Pocket Thermal Lined Drawstring Hoodie,7.99,,,,
267,swpants23201102413,,674,9,1,11,1,29,0,55,5,571,46,17,,Grey,Plain,Long,,,,,,,,"35% Polyester, 65% Cotton",Cotton,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,Solid High Waisted Sweatpants,14.0,,,,
268,swpants23201223312,,674,9,1,11,1,29,0,55,5,674,52,17,,Black,Plain,Long,,,,,,,,"35% Polyester, 65% Cotton",Cotton,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,Solid High Waisted Sweatpants,14.0,,,,
269,swpants23201223328,,674,9,1,11,1,29,0,55,5,571,46,17,,Apricot,Plain,Long,,,,,,,,"35% Polyester, 65% Cotton",Cotton,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,Solid High Waisted Sweatpants,14.0,,,,
270,swvest07201217836,,8940,24,3,48,6,221,48,618,167,8029,1841,7,Elegant,Mint Green,Colorblock,Crop,Cami,Spaghetti Strap,,,,"Contrast Lace, Lettuce Trim, Rib-Knit",Summer,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Contrast Lace Detail Crop Cami Top,6.0,,,,
271,swvest07200808756,,8940,24,3,48,6,221,48,618,167,8029,1841,7,Elegant,Black,Colorblock,Crop,Cami,Spaghetti Strap,,,,"Contrast Lace, Lettuce Trim, Rib-Knit",Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Contrast Lace Detail Crop Cami Top,6.0,,,,
272,swvest07200822253,,8940,24,3,48,6,221,48,618,167,8029,1841,7,Sexy,Multicolor,Snakeskin Print,Crop,Cami,Spaghetti Strap,,,,Contrast Lace,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Snakeskin Lace Trim Cami Top,6.0,,,,
273,swvest07200901144,,8940,24,3,48,6,221,48,618,167,8029,1841,7,Elegant,Burgundy,Colorblock,Crop,Cami,Spaghetti Strap,,,,"Contrast Lace, Lettuce Trim, Rib-Knit",Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Contrast Lace Detail Crop Cami Top,6.0,,,,
274,swvest07200901536,,8940,24,3,48,6,221,48,618,167,8029,1841,7,Elegant,White,Colorblock,Crop,Cami,Spaghetti Strap,,,,"Contrast Lace, Lettuce Trim, Rib-Knit",Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lace Trim Lettuce Edge Cami Top,6.0,,,,
275,swvest07201020230,,8940,24,3,48,6,221,48,618,167,8029,1841,7,Elegant,Army Green,Colorblock,Crop,Cami,Spaghetti Strap,,,,"Contrast Lace, Lettuce Trim, Rib-Knit",Summer,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Contrast Lace Detail Crop Cami Top,6.0,,,,
276,swsweatsh04201016436,,27,0,0,1,0,0,0,3,0,23,1,12,Casual,Dark Green,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Letter Graphic Pullover,9.99,,,,
277,swpants04201111541,,177,0,0,0,0,2,0,7,0,177,9,24,,Medium Wash,Plain,Long,Straight Leg,,,,,"Ripped, Button, Pocket, Zipper, Washed",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Slant Pocket Ripped Straight Jeans,20.0,,,,
278,swskirt04201028028,,1277,6,0,6,0,29,3,120,25,1116,220,14,Casual,White,Plain,Mini,Pleated,,,,,"Pleated, Zipper",Summer,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,,,High Waist,,,,,,Zip Side Pleated Skirt,12.0,,,,
279,swskirt04200907913,,1277,6,0,6,0,29,3,120,25,1116,220,14,Casual,Black,Plain,Mini,Pleated,,,,,"Pleated, Zipper",Summer,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,,,High Waist,,,,,,Pleated Mini Skirt,12.0,,,,
280,swskirt04201120909,,1277,6,0,6,0,29,3,120,25,1116,220,14,Casual,"Pastel, Baby Blue",Plain,Mini,Pleated,,,,,"Pleated, Zipper",Summer,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,,,High Waist,,,,,,Pleated Mini Skirt,12.0,,,,
281,swskirt04201120052,,1277,6,0,6,0,29,3,120,25,1116,220,14,Casual,Dusty Purple,Plain,Mini,Pleated,,,,,"Pleated, Zipper",Summer,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,,,High Waist,,,,,,Pleated Mini Skirt,12.0,,,,
282,swvest07201228940,,218,0,0,0,0,2,0,11,1,205,8,3,Casual,Dusty Pink,Plain,Crop,Cami,Spaghetti Strap,,,,Rib-Knit,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Rib-knit Crop Cami Top,3.0,,,,
283,swvest07201123656,,218,0,0,0,0,2,0,11,1,205,8,3,Casual,Black,Plain,Crop,Cami,Spaghetti Strap,,,,Rib-Knit,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Rib-knit Crop Cami Top,3.0,,,,
284,swvest07201224772,,218,0,0,0,0,2,0,11,1,205,8,3,Casual,White,Plain,Crop,Cami,Spaghetti Strap,,,,Rib-Knit,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Rib-knit Crop Cami Top,3.0,,,,
285,swvest07201224452,,218,0,0,0,0,2,0,11,1,205,8,3,Casual,Light Grey,Plain,Crop,Cami,Spaghetti Strap,,,,Rib-Knit,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Rib-knit Crop Cami Top,3.0,,,,
286,swtee07201126641,,611,4,1,5,0,19,3,42,9,541,131,4,Casual,Black,Plain,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Summer,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Crop Rib-knit Slim Tee,3.99,,,,
287,swtee07201020627,,611,4,1,5,0,19,3,42,9,541,131,4,Casual,Khaki,Plain,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Crop Rib-knit Slim Tee,3.99,,,,
288,swtee07201224835,,611,4,1,5,0,19,3,42,9,541,131,4,Casual,Red,Plain,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Crop Rib-knit Slim Tee,3.99,,,,
289,swtee07201224304,,611,4,1,5,0,19,3,42,9,541,131,4,Casual,White,Plain,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Crop Rib-knit Slim Tee,3.99,,,,
290,swtee07201224871,,611,4,1,5,0,19,3,42,9,541,131,4,Casual,Dusty Blue,Plain,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Crop Rib-knit Slim Tee,3.99,,,,
291,swtee07201224049,,611,4,1,5,0,19,3,42,9,541,131,4,Casual,Green,Plain,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Summer,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Crop Rib-knit Slim Tee,3.99,,,,
292,swskirt23201219175,,0,0,0,0,0,0,0,0,0,0,0,14,Casual,Watermelon Pink,Plain,Long,Bodycon,,,,,Split Thigh,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,Split Side Rib-knit Bodycon Skirt,12.0,,,,
293,swpants04201112367,,14,0,0,0,0,0,0,2,0,12,0,26,,Black,Graphic,Long,Straight Leg,,,,,"Raw Hem, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Graphic Print Straight Leg Jeans,22.0,,,,
294,swtop04201124780,,1197,8,0,12,2,45,11,99,18,1030,159,8,Casual,Coffee Brown,Plain,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Non-Stretch,No,Regular Fit,,,,,,,,Cable Knit Sweater Vest,7.0,,,,
295,swtop04201103797,,1197,8,0,12,2,45,11,99,18,1030,159,8,Casual,Grey,Plain,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Non-Stretch,No,Slim Fit,,,,,,,,Cable Knit Sweater Vest,7.0,,,,
296,swtop04201124243,,1197,8,0,12,2,45,11,99,18,1030,159,8,Casual,Mocha Brown,Plain,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Non-Stretch,No,Regular Fit,,,,,,,,Cable Knit Sweater Vest,7.0,,,,
297,swtop04201124811,,1197,8,0,12,2,45,11,99,18,1030,159,8,Casual,Black,Plain,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Non-Stretch,No,Regular Fit,,,,,,,,Cable Knit Sweater Vest,7.0,,,,
298,swtop04201124059,,1197,8,0,12,2,45,11,99,18,1030,159,8,Casual,Khaki,Plain,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Non-Stretch,No,Regular Fit,,,,,,,,Cable Knit Sweater Vest,7.0,,,,
299,swtop04201222062,,1197,8,0,12,2,45,11,99,18,1030,159,8,Casual,Burgundy,Plain,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Non-Stretch,No,Regular Fit,,,,,,,,Cable Knit Sweater Vest,7.0,,,,
300,swsweatsh04201217024,,67,0,0,0,0,4,0,7,4,56,18,12,Casual,Navy Blue,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Fall/Winter,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Embroidery Letter Thermal Pullover,10.0,,,,
301,swsweatsh04201217795,,67,0,0,0,0,4,0,7,4,56,18,15,Casual,Light Grey,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Fall/Winter,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Embroidery Letter Thermal Pullover,12.99,,,,
302,swsweatsh04201217473,,67,0,0,0,0,4,0,7,4,56,18,15,Casual,Black,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Embroidery Letter Pullover,12.99,,,,
303,swsweatsh04201217378,,67,0,0,0,0,4,0,7,4,56,18,15,Casual,Burgundy,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Embroidery Letter Pullover,12.99,,,,
304,swsweatsh04201217382,,67,0,0,0,0,4,0,7,4,56,18,12,Casual,Brown,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Embroidery Letter Pullover,10.0,,,,
305,swsweatsh04201217529,,67,0,0,0,0,4,0,7,4,56,18,15,Casual,Dusty Pink,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,"Spring/Fall, Fall/Winter","2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Embroidery Letter Thermal Pullover,12.99,,,,
306,swpants04201118133,,2585,39,5,52,7,100,18,257,28,2137,316,24,,Black,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Straight Jeans,20.0,,,,
307,swpants04200930530,,2585,39,5,52,7,100,18,257,28,2137,316,24,,Light Wash,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Straight Jeans,20.0,,,,
308,swpants04201124098,,2585,39,5,52,7,100,18,257,28,2137,316,24,,Medium Wash,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Straight Jeans,20.0,,,,
309,swpants04201218866,,2585,39,5,52,7,100,18,257,28,2137,316,24,,Dark Wash,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,High Waist Straight Jeans,20.0,,,,
310,swpants04201218915,,2585,39,5,52,7,100,18,257,28,2137,316,24,,Light Wash,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,High Waist Straight Jeans,20.0,,,,
311,swvest07201111074,,213,0,0,4,1,7,0,18,3,184,37,4,Casual,Black,Animal,Crop,Cami,Spaghetti Strap,,,,Chain,Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Glitter Butterfly Chain Cami Top,4.0,,,,
312,swpants04201026727,,86,1,0,1,0,3,0,3,0,78,8,23,,Pink,"Heart, All Over Print",Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Heart Print Jeans,19.0,,,,
313,swvest07201228733,,4008,13,2,33,9,113,30,226,73,3623,1120,3,Casual,Baby Blue,Plain,Crop,Cami,Spaghetti Strap,,,,"Lettuce Trim, Rib-Knit",Summer,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Rib-knit Cami Top,3.0,,,,
314,swvest07200717816,,4008,13,2,33,9,113,30,226,73,3623,1120,3,Casual,White,Plain,Crop,Cami,Spaghetti Strap,,,,"Lettuce Trim, Rib-Knit",Summer,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Rib-knit Crop Cami Top,3.0,,,,
315,swvest07200910806,,4008,13,2,33,9,113,30,226,73,3623,1120,4,Casual,Black,Plain,Crop,Cami,Spaghetti Strap,,,,Rib-Knit,Summer,"7% Spandex, 93% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Rib-knit Crop Cami Top,4.0,,,,
316,swvest07201225496,,4008,13,2,33,9,113,30,226,73,3623,1120,3,Casual,Lime Green,Plain,Crop,Cami,Spaghetti Strap,,,,"Lettuce Trim, Rib-Knit",Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Rib-knit Crop Cami Top,3.0,,,,
317,swvest07201225581,,4008,13,2,33,9,113,30,226,73,3623,1120,4,Casual,Burgundy,Plain,Crop,Cami,Spaghetti Strap,,,,"Lettuce Trim, Rib-Knit",Summer,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Rib-knit Crop Cami Top,4.0,,,,
318,swvest07201228355,,4008,13,2,33,9,113,30,226,73,3623,1120,3,Casual,Lilac Purple,Plain,Crop,Cami,Spaghetti Strap,,,,"Lettuce Trim, Rib-Knit",Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Rib-knit Crop Cami Top,3.0,,,,
319,swtop04201204247,,335,2,0,0,0,4,0,12,2,319,47,17,Preppy,Black and White,Houndstooth,Regular,,V neck,Sleeveless,,Pullovers,,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Houndstooth V Neck Sweater Vest,14.0,,,,
320,swtop04201019585,,335,2,0,0,0,4,0,12,2,319,47,17,Preppy,Black and White,Houndstooth,Regular,,V neck,Sleeveless,,Pullovers,,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Houndstooth V Neck Sweater Vest,14.0,,,,
321,swtop04201204003,,335,2,0,0,0,4,0,12,2,319,47,13,Casual,Multicolor,Houndstooth,Regular,,V neck,Sleeveless,,Pullovers,,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Houndstooth V Neck Sweater Vest,10.99,,,,
