,SKU,Item Name,Price,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Placket,Hem Shaped,Top Type,Belt,Arabian Clothing,Care Instructions
997,swblouse23201125661,Tie Neck Keyhole Back Geo Top,11.0,81,1,0,81,16,1,0,4,0,74,15,13,Elegant,Multicolor,Geometric,Regular,Top,Tie Neck,Long Sleeve,Regular Sleeve,Half Placket,Button,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
998,swblouse23201125918,Tie Neck Keyhole Back Geo Top,11.0,81,1,0,1,1,1,0,81,0,74,15,13,Elegant,Multicolor,Geometric,Regular,Top,Tie Neck,Long Sleeve,Regular Sleeve,Half Placket,Button,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
999,swblouse23201110149,Chain Print Notch Fitted Blouse,10.0,311,2,0,2,0,4,0,7,0,296,52,12,Elegant,Multicolor,Chain Print,Regular,Top,Notched,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
1000,swblouse23201210991,Chain Print Notch Fitted Blouse,10.0,311,2,0,311,50,4,0,7,0,296,52,12,Elegant,Multicolor,Chain Print,Regular,Top,Notched,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
1001,swblouse23201210590,Chain Print Notch Fitted Blouse,10.0,311,2,0,2,0,4,0,7,0,296,52,12,Elegant,Multicolor,Chain Print,Regular,Top,Notched,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
1002,swsweatsh04200923996,Letter & Sun Print Pullover,14.99,284,0,0,2,1,9,0,14,1,257,47,18,Casual,Dark Green,"Letter, Graphic",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
1003,swsweatsh04201222627,Letter & Sun Print Pullover,9.99,284,0,0,2,1,9,0,14,1,257,47,12,Casual,Maroon,"Letter, Graphic",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
1004,swsweatsh04201222265,Letter & Sun Print Pullover,11.0,284,0,0,2,1,9,0,14,1,257,47,13,Casual,Navy Blue,"Letter, Graphic",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
1005,swsweatsh04201222064,Letter & Sun Print Pullover,9.99,284,0,0,2,1,9,0,14,1,257,47,12,Casual,Brown,"Letter, Graphic",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
1006,swsweatsh04201222769,Letter & Sun Print Pullover,14.99,284,0,0,2,1,9,0,14,1,257,47,18,Casual,Apricot,"Letter, Graphic",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
1007,swblouse23201112435,Notched Neck Pleated Decoration Blouse,13.0,6968,24,4,40,9,137,28,348,89,6419,1768,15,Casual,Dusty Blue,Plain,Regular,Top,Notched,Long Sleeve,Regular Sleeve,Pullovers,Pleated,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
1008,swblouse23200629758,Solid Buttoned Cuff Notched Neck Blouse,12.0,6968,24,4,40,9,137,28,348,89,6419,1768,14,Casual,Dusty Pink,Plain,Regular,Top,Notched,Long Sleeve,Regular Sleeve,Half Placket,"Button, Pleated",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
1009,swblouse23200818601,Notched Neck Pleated Decoration Blouse,12.0,6968,24,4,40,9,137,28,348,89,6968,1898,14,Casual,Dark Green,Plain,Regular,Top,Notched,Long Sleeve,Regular Sleeve,Pullovers,Pleated,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
1010,swblouse23200818613,Notched Neck Pleated Decoration Blouse,12.0,6968,24,4,40,9,137,28,348,89,6419,1768,14,Casual,Maroon,Plain,Regular,Top,Notched,Long Sleeve,Regular Sleeve,Pullovers,Pleated,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
1011,swblouse23200818429,Notched Neck Pleated Decoration Blouse,12.0,6968,24,4,40,9,137,28,348,89,6419,1768,14,Casual,Black,Plain,Regular,Top,Notched,Long Sleeve,Regular Sleeve,Pullovers,Pleated,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
1012,swblouse23201030592,Notched Neck Pleated Decoration Blouse,12.0,6968,24,4,40,9,137,28,348,89,6419,1768,14,Casual,Navy Blue,Plain,Regular,Top,Notched,Long Sleeve,Regular Sleeve,Pullovers,Pleated,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
1013,swtwop07201111398,SHEIN V-neck Drop Shoulder Solid Pullover & Joggers Set,23.0,344,3,0,7,0,28,8,24,2,283,53,27,Sporty,Coffee Brown,Plain,,,V neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"37% Cotton, 63% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,,,Sweatshirt,,,
1014,swtwop07200918716,SHEIN V-neck Drop Shoulder Solid Pullover & Joggers Set,24.0,344,3,0,7,0,28,8,24,2,283,53,29,Casual,Camel,Plain,,,V neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"37% Cotton, 63% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,,,Sweatshirt,,,
1015,swtwop07201111396,SHEIN V-neck Drop Shoulder Solid Pullover & Joggers Set,23.0,344,3,0,7,0,28,8,24,2,283,53,27,Sporty,Dark Grey,Plain,,,V neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"37% Cotton, 63% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,,,Sweatshirt,,,
1016,swpants04200917385,Slant Pocket Zip Fly Skinny Jeans,18.0,7462,41,4,75,12,7462,2107,338,84,6815,1979,21,,Light Wash,Plain,Long,Skinny,,,,,"Patched, Button, Pocket, Zipper",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,Slight Stretch,No,Skinny,Zipper Fly,Natural,,,,,,,,,,,
1017,swpants04191230946,Stonewash Patched Detail Skinny Jeans,18.0,7462,41,4,7462,2107,194,28,338,84,6815,1979,21,,Blue,Plain,Long,Skinny,,,,,"Patched, Button, Pocket, Zipper",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,Slight Stretch,No,Skinny,"Button Fly, Zipper Fly",Natural,,,,,,,,,,,
1018,swpants04200917727,Slant Pocket Zip Fly Skinny Jeans,18.0,7462,41,4,75,12,194,28,0,0,6815,1979,21,,Dark Wash,Plain,Long,Skinny,,,,,"Patched, Button, Pocket, Zipper",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,Slight Stretch,No,Skinny,Zipper Fly,Natural,,,,,,,,,,,
1019,swpants04200921870,High Waist Slant Pocket Patched Skinny Jeans,18.0,7462,41,4,75,12,194,28,338,84,6815,1979,21,,Black,Plain,Long,Skinny,,,,,"Patched, Button, Pocket, Zipper",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,Slight Stretch,No,Skinny,Zipper Fly,High Waist,,,,,,,,,,,
1020,swpants04201119485,High Waist Slant Pocket Patched Skinny Jeans,18.0,7462,41,4,75,12,194,28,338,84,6815,1979,21,,Dark Grey,,Cropped,Skinny,,,,,"Patched, Button, Pocket, Zipper",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,Slight Stretch,No,Skinny,Zipper Fly,High Waist,,,,,,,,,,,
1021,swskirt07201024061,SHEIN BASICS Split Thigh Solid Skirt,5.0,449,7,1,7,1,10,4,20,3,405,108,6,Sexy,Olive Green,Plain,Midi,Slit,,,,,"Zipper, Split Thigh",Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,,,High Waist,,,,,,,,,,,
1022,swskirt07201023564,SHEIN BASICS Split Thigh Solid Satin Skirt,11.0,449,7,1,7,1,10,4,20,3,405,108,13,Elegant,Black,Plain,Midi,Slit,,,,,"Zipper, Split Thigh",Spring/Summer/Fall,100% Polyester,Satin,Non-Stretch,No,,,High Waist,,,,,,,,,,,
1023,swskirt07201024945,SHEIN BASICS Split Thigh Solid Skirt,11.0,449,7,1,7,1,10,4,20,3,405,108,13,Sexy,Dusty Pink,Plain,Midi,Slit,,,,,"Zipper, Split Thigh",Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,,,High Waist,,,,,,,,,,,
1024,swskirt07201024923,SHEIN BASICS Split Thigh Solid Skirt,11.0,449,7,1,7,1,10,4,20,3,405,108,13,Sexy,"Pastel, Baby Blue",Plain,Midi,Slit,,,,,"Zipper, Split Thigh",Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,,,High Waist,,,,,,,,,,,
1025,swskirt07201024331,SHEIN BASICS Split Thigh Solid Skirt,11.0,449,7,1,7,1,10,4,0,0,405,108,13,Sexy,Burnt Orange,Plain,Midi,Slit,,,,,"Zipper, Split Thigh",Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,,,High Waist,,,,,,,,,,,
1026,swsweater04201007159,Drop Shoulder Argyle Sweater,20.0,129,0,0,1,0,2,1,5,0,121,19,24,Casual,Khaki,Geometric,Regular,Pullovers,V neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,"50% Viscose, 20% Nylon, 30% Polyester",Viscose,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
1027,swbodysui07200910609,SHEIN Form Fitted Solid Bodysuit,11.0,6872,14,7,26,4,94,17,206,59,6532,1910,13,Casual,Mocha Brown,Plain,,Tank,Round Neck,,,,,Summer,"13% Spandex, 87% Nylon",Nylon,High Stretch,No,Skinny,,Natural,,,,,,,,,,,
1028,swbodysui07200706116,SHEIN Solid Tank Bodysuit,11.0,6872,14,7,26,4,6872,1997,6872,1997,6532,1910,13,Basics,Mint Green,Plain,,Tank,Round Neck,Sleeveless,,,,Summer,"13% Spandex, 87% Nylon",Nylon,High Stretch,No,Skinny,,Natural,,,,,,,,,,,
1029,swbodysui07200910109,SHEIN Form Fitted Solid Tank Bodysuit,11.0,6872,14,7,26,4,94,17,206,59,6532,1910,13,Basics,Grey,Plain,,Tank,Round Neck,Sleeveless,,,,Summer,"13% Spandex, 87% Nylon",Nylon,High Stretch,No,Skinny,,Natural,,,,,,,,,,,
1030,swbodysui07200910666,SHEIN Form Fitted Solid Bodysuit,11.0,6872,14,7,26,4,94,17,206,59,6532,1910,13,Casual,Army Green,Plain,,Tank,Round Neck,,,,,Summer,"13% Spandex, 87% Nylon",Nylon,High Stretch,No,Skinny,,Natural,,,,,,,,,,,
1031,swbodysui07201109754,SHEIN Solid Tank Bodysuit,11.0,6872,14,7,26,4,94,17,206,59,6532,1910,13,Basics,Khaki,Plain,,Tank,Round Neck,Sleeveless,,,,Summer,"13% Spandex, 87% Nylon",Nylon,High Stretch,No,Skinny,,Natural,,,,,,,,,,,
1032,swbodysui07201109198,SHEIN Solid Tank Bodysuit,10.0,6872,14,7,26,4,94,17,206,59,6532,1910,12,Basics,Black,Plain,,Tank,Round Neck,Sleeveless,,,,Summer,"13% Spandex, 87% Nylon",Nylon,High Stretch,No,Skinny,,Natural,,,,,,,,,,,
1033,swtop04201105712,Off Shoulder Ruched Front Slim Crop Top,6.0,6,0,0,1,0,0,0,1,0,4,0,7,Elegant,Black,Plain,Crop,,Off the Shoulder,Long Sleeve,Regular Sleeve,Pullovers,Ruched,Spring/Summer,"3% Spandex, 97% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,,
1034,swtwop07201014160,SHEIN Drop Shoulder Lantern Sleeve Pullover and Joggers Set,20.0,257,5,0,3,0,13,2,6,1,230,35,24,Sporty,Black,Plain,,,Round Neck,Long Sleeve,Drop Shoulder,,"Knot, Pocket",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,,,Sweatshirt,,,
1035,swtwop07201123757,SHEIN Drop Shoulder Lantern Sleeve Pullover and Joggers Set,20.0,257,5,0,3,0,13,2,6,1,230,35,24,Sporty,"Pastel, Baby Blue",Plain,,,Round Neck,Long Sleeve,Drop Shoulder,,"Knot, Pocket",Spring,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,,,Sweatshirt,,,
1036,swdress07201223308,SHEIN Cherry Print Lettuce Trim Bodycon Dress,5.0,3,0,0,0,0,0,0,0,0,3,0,6,Casual,Black,"Fruit&Vegetable, All Over Print",Mini,Bodycon,Spaghetti Strap,Sleeveless,,,Lettuce Trim,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,,Pencil,,,,
1037,swpants04200723061,Fire Print Slant Pocket Pants,16.0,290,2,0,4,0,14,1,22,4,249,59,19,,Black,Fire,Long,,,,,,Pocket,,"95% Polyester, 5% Spandex",Polyester,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,,
1038,swpants23201016576,Fire Print Slant Pocket Pants,12.0,290,2,0,4,0,14,1,22,4,249,59,14,,Burgundy,Fire,Long,,,,,,Pocket,,"95% Polyester, 5% Spandex",Polyester,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,,
1039,swpants23201016254,Fire Print Slant Pocket Pants,10.99,290,2,0,4,0,14,1,22,4,249,59,13,,Dusty Blue,Fire,Long,,,,,,Pocket,,"95% Polyester, 5% Spandex",Polyester,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,,
1040,swdress23201207285,Leopard Lace Insert Cami Dress,9.0,2,0,0,0,0,0,0,0,0,2,0,10,Sexy,Black and White,Leopard,Mini,Bodycon,Spaghetti Strap,Sleeveless,,,Contrast Lace,Summer,"20% Cotton, 80% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,Pencil,,,,
1041,swtee07201110039,SHEIN Notched Neck Drawstring Ruched Crop Tee,5.99,1,0,0,0,0,0,0,0,0,1,0,7,Casual,Black,Plain,Crop,,Notched,Long Sleeve,Regular Sleeve,Pullovers,"Drawstring, Ruched",Spring/Summer,"33% Rayon, 6% Spandex, 61% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
1042,swvest07201126997,SHEIN Chain Strap Crop Cami Top,5.0,10000,0,0,0,0,0,0,0,0,9999,3715,6,Glamorous,White,Plain,Crop,Cami,Spaghetti Strap,,,,Chain,All,"95% Rayon, 5% Spandex",Rayon,High Stretch,No,Slim Fit,,,,,,,,,,,,,
1043,swvest07191128454,SHEIN Chain Strap Crop Cami Top,5.0,10000,0,0,0,0,0,0,0,0,9999,3715,6,Sexy,Black,Plain,Crop,Cami,Spaghetti Strap,,,,Chain,All,"95% Rayon, 5% Spandex",Rayon,High Stretch,No,Slim Fit,,,,,,,,,,,,,
1044,swvest07201126823,SHEIN Chain Strap Crop Cami Top,5.0,10000,0,0,0,0,0,0,0,0,9999,3715,6,Casual,Burgundy,Plain,Crop,Cami,Spaghetti Strap,,,,Chain,Summer,"95% Rayon, 5% Spandex",Rayon,High Stretch,No,Slim Fit,,,,,,,,,,,,,
1045,swdress07201217622,SHEIN Zipper Back Sheer Mesh Insert Dress,13.0,20,0,0,0,0,0,0,1,0,19,0,15,Elegant,Black,Plain,Short,Fit and Flare,Round Neck,Short Sleeve,Regular Sleeve,,"Sheer, Contrast Mesh, Zipper",Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,High Waist,,,,,,,Flared,,,,
1046,swdress04201109134,One Shoulder Drawstring Knot Rib-knit Dress,13.0,8,0,0,0,0,1,1,0,0,8,0,15,Elegant,Baby Blue,Plain,Short,Bodycon,One Shoulder,Sleeveless,,,"Drawstring, Knot, Rib-Knit",Summer,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,Natural,,,,,,,Pencil,,,,
1047,swtop01201217037,Cable Knit Sweater Vest Without Blouse,17.0,432,1,0,1,0,5,0,16,2,409,44,20,Casual,Black,Plain,Long,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
1048,swtop01201121488,Cable Knit Sweater Vest Without Blouse,19.0,432,1,0,1,0,5,0,16,2,409,44,23,Casual,Beige,Plain,Long,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
1049,swtop01201217183,Cable Knit Sweater Vest Without Blouse,20.0,432,1,0,1,0,5,0,16,2,409,44,24,Casual,Grey,Plain,Long,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
1050,swtop01201217584,Cable Knit Sweater Vest Without Blouse,17.0,432,1,0,1,0,5,0,16,2,409,44,20,Casual,Khaki,Plain,Long,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
1051,swtop01201217700,Cable Knit Sweater Vest Without Blouse,20.0,434,1,0,1,0,434,48,16,2,2,46,24,Casual,Dusty Blue,Plain,Long,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
1052,swtee07201119047,SHEIN Distressed Contrast Stitching Sheer Mesh Top,3.99,19,1,0,1,0,1,0,0,0,17,0,4,Casual,Mocha Brown,,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,"Cut Out, Lettuce Trim, Contrast Binding",Spring/Summer,"8% Spandex, 92% Nylon",Mesh,High Stretch,No,Slim Fit,,,,,,,,,,,,,
1053,swsweatsh23201024448,Leopard Print Colorblock Drop Shoulder Sweatshirt,14.99,566,7,1,2,0,11,1,29,2,519,72,18,Casual,Black,"Colorblock, Leopard",Long,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 35% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,,
1054,swsweatsh23200911047,Leopard Print Colorblock Drop Shoulder Sweatshirt,14.99,566,7,1,2,0,11,1,29,2,519,72,18,Casual,Multicolor,"Colorblock, Leopard",Long,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 35% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,,
1055,swsweatsh23201024067,Leopard Print Colorblock Drop Shoulder Sweatshirt,14.99,566,7,1,2,0,11,1,29,2,519,72,18,Casual,Black,"Colorblock, Leopard",Long,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 35% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,,
1056,swsweatsh23201024465,Leopard Print Colorblock Drop Shoulder Sweatshirt,14.99,566,7,1,2,0,11,1,29,2,519,72,18,Casual,Maroon,"Colorblock, Leopard",Long,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 35% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,,
1057,swsweatsh23201024115,Leopard Print Colorblock Drop Shoulder Sweatshirt,14.99,568,7,1,2,0,11,1,29,2,519,72,18,Casual,Baby Pink,"Colorblock, Leopard",Long,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 35% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,,
1058,swsweatsh23201207328,Leopard Print Colorblock Drop Shoulder Sweatshirt,14.99,568,7,1,2,0,11,1,29,2,519,72,18,Casual,Army Green,"Colorblock, Leopard",Long,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 35% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,,
1059,swtee07201124343,SHEIN Contrast Stitch Colorblock Crop Top,5.99,78,0,0,2,0,1,0,8,1,67,7,7,Casual,Multicolor,Colorblock,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit, Contrast Binding",Spring/Fall,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
1060,swtee04201030930,Lace Trim Drop Shoulder Tee,6.0,7,0,0,0,0,2,0,0,0,5,0,7,Casual,Grey,,Regular,,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,Contrast Lace,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,High Stretch,No,Regular Fit,,,,,,,,,,,,,
1061,swpants04200908778,High Waist Slant Pocket Two Tone Mom Jeans,22.0,32,0,0,0,0,2,0,0,0,26,1,26,,Multicolor,Colorblock,Long,Mom Fit,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,,
1062,swblouse04201114188,Button Front Satin Blouse,15.0,1763,29,5,35,9,73,18,128,30,1498,315,18,Glamorous,Dusty Pink,Plain,Regular,Shirt,Collar,Long Sleeve,Bishop Sleeve,Placket,"Button, Button Front",Spring/Fall,"65% Cotton, 35% Polyester",Satin,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
1063,swblouse04200929437,Button Front Satin Top,16.0,1763,29,5,35,9,73,18,128,30,0,0,19,Glamorous,Bronze,Plain,Regular,Shirt,Collar,Long Sleeve,Bishop Sleeve,Placket,Button Front,Spring/Fall,"65% Cotton, 35% Polyester",Satin,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
1064,swblouse04200929320,Button Front Satin Top,16.0,1763,29,5,35,9,73,18,128,30,1498,315,19,Glamorous,Burgundy,Plain,Regular,Shirt,Collar,Long Sleeve,Bishop Sleeve,Placket,Button Front,Spring/Fall,"65% Cotton, 35% Polyester",Satin,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
1065,swblouse04201114351,Button Front Satin Blouse,15.0,1763,29,5,35,9,73,18,128,30,1498,315,18,Glamorous,Black,Plain,Regular,Shirt,Collar,Long Sleeve,Bishop Sleeve,Placket,"Button, Button Front",Spring/Fall,"65% Cotton, 35% Polyester",Satin,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
1066,swblouse04201203806,Button Front Satin Blouse,16.0,1763,29,5,35,9,73,18,128,30,1498,315,19,Glamorous,Baby Pink,Plain,Regular,Shirt,Collar,Long Sleeve,Regular Sleeve,Placket,"Button, Button Front",Spring/Fall,"65% Cotton, 35% Polyester",Satin,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
1067,swtee23201119316,Car And Slogan Graphic Drop Shoulder Oversize Tee,9.99,5372,100,11,125,26,278,45,449,102,4420,903,12,Casual,Black,"Graphic, Slogan",Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,,
1068,swtee03200409369,Car And Slogan Graphic Drop Shoulder Oversize Tee,9.99,5372,100,11,125,26,278,45,449,102,4420,903,12,Casual,White,"Graphic, Slogan",Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,,
1069,swdress07201107190,SHEIN Self Belted Ditsy Floral Dress,12.0,145,0,0,3,0,4,0,9,0,130,22,14,Boho,Black and White,Ditsy Floral,Short,A Line,V neck,Long Sleeve,Bishop Sleeve,,"Wrap, Belted",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,Flared,,,,
1070,swdress07201224489,SHEIN Self Belted Ditsy Floral Dress,12.0,145,0,0,3,0,4,0,9,0,130,22,14,Boho,Red and White,Ditsy Floral,Short,A Line,V neck,Long Sleeve,Bishop Sleeve,,"Wrap, Belted",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,Flared,,,,
1071,swdress07201224124,SHEIN Self Belted Ditsy Floral Dress,12.0,145,0,0,3,0,4,0,9,0,130,22,14,Boho,Green,Ditsy Floral,Short,A Line,V neck,Long Sleeve,Bishop Sleeve,,"Wrap, Belted",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,Flared,,,,
1072,swsweater07201109132,SHEIN Turtle Neck Fuzzy Sweater,18.0,93,0,0,0,0,1,0,6,1,93,10,21,Casual,White,Plain,Regular,Pullovers,Funnel Neck,Long Sleeve,Drop Shoulder,Pullovers,,Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
1073,swdress07201117582,SHEIN Plaid Cami Bodycon Dress,5.0,158,0,0,0,0,4,1,3,1,152,34,6,Casual,Multicolor,Plaid,Short,Bodycon,Spaghetti Strap,Sleeveless,,,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,,Pencil,,,,
1074,swblouse23201014691,Dalmatian Print Twist Peplum Blouse,11.0,881,8,1,7,0,30,2,65,13,773,176,13,Casual,Black,All Over Print,Regular,Peplum,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Ruffle Hem, Twist",Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
1075,swblouse23200914876,Dalmatian Print Twist Peplum Blouse,11.0,881,8,1,7,0,30,2,65,13,773,176,13,Casual,Maroon,All Over Print,Regular,Peplum,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Ruffle Hem, Twist",Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
1076,swleg07201008518,SHEIN Slogan Graphic Wide Waistband Velvet Leggings,10.0,17,0,0,0,0,0,0,1,0,17,3,12,Sporty,Black,Slogan,Long,Regular,,,,,,All,"94% Polyester, 6% Spandex",Velvet,Slight Stretch,No,,,,,,,,,,,,,,
1077,swvest07201008315,SHEIN Knot Shoulder Binding Detail Ruched Buster Satin Cami Top,10.0,2859,12,3,19,5,52,13,123,39,2655,865,12,Glamorous,Black,Plain,Crop,Cami,Spaghetti Strap,,,,"Knot, Asymmetrical, Zipper, Contrast Binding, Ruched Bust",All,100% Polyester,Satin,Non-Stretch,No,Slim Fit,,,,,,,,,Asymmetrical,,,,
