,SKU,Item NamePrice,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Item Name,Price,Hem Shaped,Placket,Arabian Clothing,Top Type,Belt
239,swtee07201231865,,58,0,0,0,0,0,0,2,1,56,3,15,Casual,Coffee Brown,Halloween,Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,"6% Spandex, 94% Cotton",Cotton,Slight Stretch,No,Oversized,,,,,,,,SHEIN Skull Print Tee,12.99,,,,,
240,swvest07201121444,,1971,3,1,5,2,24,9,49,20,1890,774,8,Casual,White,Plain,Crop,Cami,Spaghetti Strap,,,,Ruched Bust,Summer,"3% Spandex, 97% Polyester",Satin,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Ruched Bust Satin Crop Cami Top,7.0,,,,,
241,swvest07200617051,,1971,3,1,5,2,24,9,49,20,1890,774,8,Elegant,Khaki,Plain,Crop,Cami,Spaghetti Strap,,,,"Backless, Ruched, Ruched Bust",Summer,"3% Spandex, 97% Polyester",Satin,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Ruched Bust Satin Crop Cami Top,7.0,,,,,
242,swvest07201121965,,1971,3,1,5,2,24,9,49,20,1890,774,8,Elegant,Lilac Purple,Plain,Crop,Cami,Spaghetti Strap,,,,"Backless, Ruched Bust",Summer,"3% Spandex, 97% Polyester",Satin,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Ruched Bust Satin Crop Cami Top,7.0,,,,,
243,swvest07201121757,,1971,3,1,5,2,24,9,49,20,1890,774,8,Elegant,Green,Plain,Crop,Cami,Spaghetti Strap,,,,"Backless, Ruched Bust",Summer,"3% Spandex, 97% Polyester",Satin,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Ruched Bust Satin Crop Cami Top,7.0,,,,,
244,swvest07201121560,,1971,3,1,5,2,24,9,49,20,1890,774,8,Elegant,Black,Plain,Crop,Cami,Spaghetti Strap,,,,"Backless, Ruched, Ruched Bust",Summer,"3% Spandex, 97% Polyester",Satin,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Ruched Bust Satin Crop Cami Top,7.0,,,,,
245,swtop07201205240,,26,0,0,0,0,0,0,1,0,25,7,6,Cute,Black and White,Animal,Crop,,Spaghetti Strap,Sleeveless,,Pullovers,"Frill, Knot, Ruched Bust",Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Cow Print Ruched Bust Frill Trim Top,5.0,,,,,
246,swvest07201130685,,251,0,0,0,0,9,1,24,3,218,18,3,Casual,Black,Animal,Crop,Tank,Straps,,,,,Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Dinosaur Print Tank Top,3.0,,,,,
247,swvest07201216816,,251,0,0,0,0,9,1,24,3,218,18,3,Casual,White,Animal,Crop,Tank,Square Neck,,,,,Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Dinosaur Print Tank Top,3.0,,,,,
248,swvest07201202996,,59,0,0,0,0,0,0,59,9,57,9,4,Casual,Black,Animal,Crop,Cami,Spaghetti Strap,,,,,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Chinese Dragon Print Cami Top,4.0,,,,,
249,swdress07201208641,,59,0,0,0,0,2,0,1,0,56,3,4,Vintage,Multicolor,Tartan,Mini,Bodycon,Spaghetti Strap,Sleeveless,,,Lettuce Trim,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Lettuce Trim Tartan Bodycon Dress,4.0,Pencil,,,,
250,swpants04201102624,,309,0,0,1,0,6,1,9,1,293,20,21,,Medium Wash,Plain,Long,Skinny,,,,,"Patched, Button, Pocket, Zipper",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,Slight Stretch,No,Skinny,Zipper Fly,High Waist,,,,,,High Waist Patch Detail Skinny Jeans,18.0,,,,,
251,swtee44201024182,,1922,0,0,4,1,16,4,59,14,1846,622,4,Casual,White,"Letter, Animal",Crop,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Chinese Dragon & Letter Graphic Crop Tee,3.99,,,,,
252,swtee44200629536,,1922,0,0,4,1,16,4,59,14,1846,622,4,Casual,Black,"Letter, Animal",Crop,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Chinese Dragon & Letter Graphic Crop Tee,3.99,,,,,
253,swtwop07201031835,,217,1,0,1,0,2,1,7,3,209,44,20,Casual,Khaki,Letter,,,Hooded,Long Sleeve,Drop Shoulder,,"Embroidery, Drawstring, Pocket",Spring/Fall,"37% Cotton, 63% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,Sweatpants,SHEIN Letter Embroidery Pouch Pocket Hoodie & Sweatpants Set,17.0,,,Yes,Sweatshirt,
254,swtwop07200919431,,217,1,0,1,0,2,1,7,3,209,44,19,Casual,Pink,Letter,,,Hooded,Long Sleeve,Drop Shoulder,,"Embroidery, Drawstring, Pocket",Spring,"37% Cotton, 63% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,Sweatpants,SHEIN Letter Embroidery Pouch Pocket Hoodie & Sweatpants Set,16.0,,,Yes,Sweatshirt,
255,swtwop07201031695,,217,1,0,1,0,2,1,7,3,209,44,31,Sporty,"Pastel, Lilac Purple",Letter,,,Hooded,Long Sleeve,Drop Shoulder,,"Embroidery, Drawstring, Pocket",Spring,"37% Cotton, 63% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,Sweatpants,SHEIN Letter Embroidery Pouch Pocket Hoodie & Sweatpants Set,26.0,,,Yes,Sweatshirt,
256,swtwop07201031264,,217,1,0,1,0,2,1,7,3,209,44,23,Sporty,Black,Letter,,,Hooded,Long Sleeve,Drop Shoulder,,"Embroidery, Drawstring, Pocket",Spring/Fall,"37% Cotton, 63% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,Sweatpants,SHEIN Letter Embroidery Pouch Pocket Hoodie & Sweatpants Set,19.0,,,Yes,Sweatshirt,
257,swtwop07201031041,,217,1,0,1,0,2,1,7,3,209,44,21,Sporty,"Pastel, Dusty Blue",Letter,,,Hooded,Long Sleeve,Drop Shoulder,,"Embroidery, Drawstring, Pocket",Spring,"37% Cotton, 63% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,Sweatpants,SHEIN Letter Embroidery Pouch Pocket Hoodie & Sweatpants Set,17.99,,,Yes,Sweatshirt,
258,swtee07201027478,,378,1,1,0,0,3,0,17,2,357,77,4,Sexy,Chocolate Brown,,Crop,,One Shoulder,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Summer,"7% Spandex, 93% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN One Shoulder Seam Front Crop Tee,3.99,,,,,
259,swtee07201126262,,378,1,1,0,0,3,0,17,2,357,77,4,Sexy,Purple,Plain,Crop,,One Shoulder,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Summer,"7% Spandex, 93% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN One Shoulder Seam Front Crop Tee,3.99,,,,,
260,swtee07201126740,,378,1,1,0,0,3,0,17,2,357,77,4,Casual,Teal Blue,,Crop,,One Shoulder,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Summer,"7% Spandex, 93% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN One Shoulder Seam Front Crop Tee,3.99,,,,,
261,swtee07201126585,,378,1,1,0,0,3,0,17,2,357,77,4,Sexy,Black,,Crop,,One Shoulder,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Summer,"6% Spandex, 94% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN One Shoulder Seam Front Crop Tee,3.99,,,,,
262,swdress23201112955,,5,0,0,0,0,0,0,0,0,5,0,10,Boho,Multicolor,Ditsy Floral,Short,A Line,V neck,Long Sleeve,Bishop Sleeve,,Frill,Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Lantern Sleeve Ditsy Floral Print Dress,9.0,Flared,,,,
263,swvest07201126997,,10000,0,0,0,0,0,0,0,0,9999,3685,6,Glamorous,White,Plain,Crop,Cami,Spaghetti Strap,,,,Chain,All,"95% Rayon, 5% Spandex",Rayon,High Stretch,No,Slim Fit,,,,,,,,SHEIN Chain Strap Crop Cami Top,5.0,,,,,
264,swvest07191128454,,10000,0,0,0,0,0,0,0,0,9999,3685,6,Sexy,Black,Plain,Crop,Cami,Spaghetti Strap,,,,Chain,All,"95% Rayon, 5% Spandex",Rayon,High Stretch,No,Slim Fit,,,,,,,,SHEIN Chain Strap Crop Cami Top,5.0,,,,,
265,swvest07201126823,,10000,0,0,0,0,0,0,0,0,9999,3685,6,Casual,Burgundy,Plain,Crop,Cami,Spaghetti Strap,,,,Chain,Summer,"95% Rayon, 5% Spandex",Rayon,High Stretch,No,Slim Fit,,,,,,,,SHEIN Chain Strap Crop Cami Top,5.0,,,,,
266,swpants07201205502,,20,0,0,0,0,1,1,1,0,18,1,14,Casual,Black and White,Gingham,Long,Flare Leg,,,,,"Split, Button, Zipper",All,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,SHEIN Gingham Split Hem Pants,12.0,,,,,
267,swdress23201112287,,4,0,0,0,0,0,0,0,0,4,0,11,Casual,Multicolor,All Over Print,Long,A Line,Stand Collar,Long Sleeve,Regular Sleeve,,"Ruffle, Ruffle Hem",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Allover Print Ruffle Trim Mock Neck Dress Without Belt,9.49,Flounce,,,,
268,swvest07201021184,,62,0,0,1,0,2,0,2,1,57,10,7,Elegant,Black,Leopard,Regular,Cami,Spaghetti Strap,,,,"Contrast Lace, Sheer",Summer,100% Polyester,Mesh,Non-Stretch,No,Slim Fit,,,,,,,,SHEIN Sheer Leopard Flocked Mesh Cami Top,6.0,,,,,
269,swtee03201104640,,480,0,0,1,0,5,0,480,2,455,55,12,Casual,White,Plain,Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,"5% Spandex, 35% Cotton, 60% Polyester",Cotton Blends,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Oversized Solid Tee,9.99,,,,,
270,swtee03201014507,,480,0,0,1,0,5,0,19,2,455,55,12,Casual,Black,Plain,Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,"5% Spandex, 35% Cotton, 60% Polyester",Cotton Blends,Slight Stretch,No,Oversized,,,,,,,,Crew Neck Drop Shoulder Oversized Tee,9.99,,,,,
271,swtee03201208311,,480,0,0,1,0,5,0,19,2,455,55,12,Casual,Baby Pink,Plain,Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,"5% Spandex, 35% Cotton, 60% Polyester",Cotton Blends,Slight Stretch,No,Oversized,,,,,,,,Solid Longline Oversized Tee,9.99,,,,,
272,swtee03201208299,,480,0,0,1,0,5,0,19,2,455,55,12,Casual,Mustard Yellow,Plain,Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,"5% Spandex, 35% Cotton, 60% Polyester",Cotton Blends,Slight Stretch,No,Oversized,,,,,,,,Solid Longline Oversized Tee,9.99,,,,,
273,swtee03201210692,,480,0,0,1,0,480,56,19,2,455,55,12,Casual,Rust Brown,Plain,Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,"5% Spandex, 35% Cotton, 60% Polyester",Cotton Blends,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Oversized Tee,9.99,,,,,
274,swtee03201210089,,480,0,0,1,0,5,0,19,2,455,55,12,Casual,Maroon,Plain,Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,"5% Spandex, 35% Cotton, 60% Polyester",Cotton Blends,Slight Stretch,No,Oversized,,,,,,,,Solid Drop Shoulder Oversized Tee,9.99,,,,,
275,swtee07201111998,,72,0,0,1,0,2,0,2,0,68,7,7,Elegant,Black,Plain,Regular,,Square Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"92% Rayon, 8% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Square Neck Fitted Top,5.99,,,,,
276,swouter23201103500,,52,0,0,0,0,1,0,4,1,47,7,19,Casual,Chocolate Brown,Plain,Short,Other,Collar,Long Sleeve,Regular Sleeve,,Button Front,Fall/Winter,"35% Cotton, 65% Polyester",PU Leather,Slight Stretch,No,Regular Fit,,,,,,,,PU Solid Single-breasted Coat,16.0,,Single Breasted,,,
277,swvest23201208261,,7,0,0,0,0,0,0,0,0,7,0,6,Sexy,Black,Plain,Crop,Halter,Halter,,,,"Backless, Tie Back",Summer,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Regular Fit,,,,,,,,Tied Backless Halter Top,5.0,,,,,
278,swdress23201128920,,3,0,0,0,0,0,0,0,0,3,0,13,Preppy,Black,Plain,Short,Pinafore,Spaghetti Strap,Sleeveless,,,,Summer,"95% Spandex, 5% Polyester",Polyester,Slight Stretch,No,Regular Fit,,High Waist,,,,,,Solid Overall Dress,11.0,Flared,,,,
279,swpants23201127667,,119,1,0,0,0,3,0,11,0,103,7,15,Sexy,Black,Plain,Long,Flare Leg,,,,,Cut Out,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,Ladder Cut Out Side Waist Flare Leg Pants,13.0,,,,,
280,swbodysui07201203886,,10000,0,0,0,0,0,0,0,0,9999,3300,7,Basics,Maroon,Plain,,Cami,Spaghetti Strap,Sleeveless,,,Rib-Knit,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Rib-knit Solid Bodysuit,6.0,,,,,
281,swbodysui07200305950,,10000,9999,3300,0,0,0,0,0,0,9999,3300,6,Basics,White,Plain,,Cami,Spaghetti Strap,Sleeveless,,,Rib-Knit,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Rib-knit Solid Bodysuit,5.0,,,,,
282,swbodysui07200420230,,10000,0,0,0,0,0,0,0,0,9999,3300,6,Basics,Black,Plain,,Cami,Spaghetti Strap,Sleeveless,,,Rib-Knit,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Rib-knit Cami Bodysuit,5.0,,,,,
283,swbodysui07200428560,,10000,0,0,0,0,0,0,0,0,9999,3300,7,Casual,Mustard Yellow,Plain,,Cami,Spaghetti Strap,Sleeveless,,,Rib-Knit,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Skinny,,High Waist,,,,,,SHEIN Solid Rib-knit Cami Bodysuit,6.0,,,,,
284,swbodysui07200603026,,10000,0,0,0,0,0,0,0,0,9999,3300,7,Casual,"Red, Bright",Plain,,Cami,Spaghetti Strap,Sleeveless,,,Rib-Knit,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Skinny,,High Waist,,,,,,SHEIN Solid Rib-knit Cami Bodysuit,6.0,,,,,
285,swbodysui07201203567,,10000,0,0,0,0,0,0,0,0,9999,3300,7,Casual,"Hot Pink, Neon",Plain,,Cami,Spaghetti Strap,Sleeveless,,,Rib-Knit,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Neon Pink Rib-knit Cami Bodysuit,6.0,,,,,
286,swtee07201211953,,1212,5,0,5,1,31,5,68,15,1105,287,6,Casual,Mint Green,Plain,Crop,,V neck,Long Sleeve,Bishop Sleeve,Pullovers,"Twist, Rib-Knit",Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Ribbed Twist-Front Crop Top,4.99,,,,,
287,swtee07200820647,,1212,5,0,5,1,31,5,68,15,1105,287,6,Casual,Khaki,Plain,Crop,,V neck,Extra-Long Sleeve,Regular Sleeve,Pullovers,"Twist, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Ribbed Twist-Front Crop Top,4.99,,,,,
288,swtee07200918190,,1212,5,0,5,1,31,5,68,15,1105,287,7,Casual,Rust Brown,Plain,Crop,,V neck,Long Sleeve,Bishop Sleeve,Pullovers,"Twist, Rib-Knit",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Twist Front Rib-knit Crop Top,5.99,,,,,
289,swtee07200918008,,1212,5,0,5,1,31,5,68,15,1105,287,7,Casual,Black,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Asymmetrical, Twist, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Twist Front Rib-knit Crop Top,5.99,Asymmetrical,,,,
290,swtee07201211138,,1212,5,0,5,1,31,5,68,15,1105,287,6,Casual,"Pastel, Baby Blue",Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Twist, Rib-Knit",Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Ribbed Twist-Front Crop Top,4.99,,,,,
291,swtee07201211882,,1212,5,0,5,1,31,5,68,15,1105,287,7,Casual,Red,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Twist, Rib-Knit",Spring/Summer,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Ribbed Twist-Front Crop Top,5.99,,,,,
292,swdress23201113971,,68,1,0,2,0,3,1,2,0,60,9,18,Elegant,Black and White,Colorblock,Short,Fit and Flare,Round Neck,Long Sleeve,Bishop Sleeve,,Rib-Knit,Spring/Summer,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Regular Fit,,High Waist,,,,,,Lantern Sleeve Rib-knit Colorblock Dress,15.0,Flared,,,,
293,swskirt04201107831,,9,0,0,9,0,1,0,0,0,8,0,14,Casual,Multicolor,All Over Print,Midi,Slit,,,,,Split Thigh,Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,,,High Waist,,,,,,High Split Allover Skirt,12.0,,,,,
294,swskirt23201105818,,2049,18,5,41,14,80,24,192,44,1719,441,14,Casual,Camel,Plain,Short,Flared,,,,,Button Front,Fall/Winter,"5% Spandex, 95% Polyester",Corduroy,Non-Stretch,No,,,High Waist,,,,,,Corduroy Button Front Flared Skirt,12.0,,,,,
295,swskirt23200831443,,2049,18,5,41,14,80,24,192,44,1719,441,14,Casual,Brown,Plain,Mini,Flared,,,,,Button Front,Fall/Winter,"5% Spandex, 95% Polyester",Corduroy,Non-Stretch,No,,,High Waist,,,,,,Corduroy Button Front Flare Skirt,12.0,,,,,
296,swskirt23201015960,,2049,18,5,41,14,80,24,192,44,1719,441,14,Casual,Burgundy,Plain,Mini,Flared,,,,,Button Front,Fall/Winter,"5% Spandex, 95% Polyester",Corduroy,Non-Stretch,No,,,High Waist,,,,,,Corduroy Button Front Flare Skirt,12.0,,,,,
297,swskirt23201016420,,2049,18,5,41,14,80,24,192,44,1719,441,14,Casual,Black,Plain,Mini,Flared,,,,,Button Front,Fall/Winter,"5% Spandex, 95% Polyester",Corduroy,Non-Stretch,No,,,High Waist,,,,,,Corduroy Button Front Flare Skirt,12.0,,,,,
298,swskirt23201105878,,2049,18,5,41,14,80,24,192,44,1719,441,14,Casual,Dark Green,Plain,Short,Flared,,,,,Button Front,Fall/Winter,"5% Spandex, 95% Polyester",Corduroy,Non-Stretch,No,,,High Waist,,,,,,Corduroy Button Front Flared Skirt,12.0,,,,,
299,swskirt23201123467,,2049,18,5,2049,14,80,24,192,44,1719,441,14,Casual,Navy Blue,Plain,Mini,Flared,,,,,Button Front,Fall/Winter,"5% Spandex, 95% Polyester",Corduroy,Non-Stretch,No,,,High Waist,,,,,,Corduroy Button Front Flare Skirt,12.0,,,,,
300,swtwop07201104681,,6,0,0,0,0,0,0,0,0,6,0,13,Casual,Chocolate Brown,Letter,,,Round Neck,Short Sleeve,Regular Sleeve,,"Drawstring, Pocket",Spring/Summer,100% Cotton,Cotton,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,SHEIN Letter Graphic Tee & Slant Pocket Sweatpants Set,10.99,,,,Tee,
301,swblazer23201019613,,106,1,0,2,0,5,1,5,2,93,9,24,Casual,Black,Leopard,Long,Regular,Lapel,Three Quarter Length Sleeve,Regular Sleeve,,"Button, Pocket",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,Yes,,,,Leopard Lined Single Button Longline Blazer,20.0,,Single Button,,,
302,swsweatsh04201106117,,6,1,0,0,0,0,0,0,0,5,0,20,Casual,White,Letter,Long,Dress,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Spring/Fall,"50% Cotton, 50% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Kangaroo Pocket Letter Graphic Hooded Sweatshirt Dress,17.0,,,,,
303,swdress07201128377,,1,0,0,0,0,0,0,0,0,2,0,18,Boho,Multicolor,Ditsy Floral,Midi,Cami,Spaghetti Strap,Sleeveless,,,"Knot, Split Thigh",Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,SHEIN Tie Shoulder Split Hem Ditsy Floral Cami Dress,15.0,Slit,,,,
304,swpants07201029618,,1520,14,5,13,2,39,9,109,26,1345,351,10,Elegant,Black,Plain,Long,Flare Leg,,,,,Rib-Knit,Spring/Summer/Fall,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,SHEIN Flare Leg Rib-knit Pants,9.0,,,,,
305,swpants07200903937,,1520,14,5,13,2,39,9,109,26,1345,351,10,Elegant,Apricot,Plain,Long,Flare Leg,,,,,Rib-Knit,Spring/Summer/Fall,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,SHEIN Flare Leg Rib-knit Pants,9.0,,,,,
306,swjacket07201020876,,10,0,0,0,0,1,0,0,0,9,0,31,Casual,Black,Plain,Regular,Padded ,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Zipper",Winter,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,Yes,,,,SHEIN Flap Pocket Zipper Placket Puffer Jacket,26.0,,Zipper,,,
307,swtwop04201114859,,3,0,0,0,0,0,0,0,0,3,1,12,Casual,"Pink, Pastel",Colorblock,,,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Tie Front",Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,Track Shorts,Drop Shoulder Colorblock Hoodie & Track Shorts Set,10.0,,,,Sweatshirt,
308,swbodysui23201114904,,28,0,0,0,0,0,0,3,1,25,1,17,Elegant,Black,Plain,,Other,Scoop Neck,Long Sleeve,Flounce Sleeve,,"Ruffle, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Skinny,,Natural,,,,,,Scoop Neck Gather Sleeve Bodysuit,14.0,,,,,
309,swtee07201119245,,1471,18,3,25,7,100,31,161,51,1167,340,4,Casual,Mint Green,Plain,Regular,,Funnel Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Funnel Neck Rib-knit Top,3.99,,,,,
310,swtee07200917708,,1471,18,3,25,7,100,31,161,51,1167,340,6,Elegant,Dark Grey,Plain,Regular,,Funnel Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Funnel Neck Rib-knit Top,4.99,,,,,
311,swtee07201019961,,1471,18,3,25,7,1471,432,161,51,1167,340,6,Basics,Black,Plain,Regular,,Funnel Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Funnel Neck Rib-knit Top,4.99,,,,,
312,swtee07201019541,,1471,18,3,25,7,100,31,161,51,1167,340,4,Basics,Khaki,Plain,Regular,,Funnel Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Funnel Neck Rib-knit Top,3.99,,,,,
313,swtee07201020476,,1471,18,3,25,7,100,31,161,51,1167,340,4,Elegant,White,Plain,Regular,,Funnel Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Funnel Neck Rib-knit Top,3.99,,,,,
314,swtee07201020685,,1471,18,3,25,7,100,31,161,51,1167,340,0,Basics,Rust Brown,Plain,Regular,,Funnel Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Funnel Neck Rib-knit Top,5.49,,,,,
315,swskirt07201012159,,465,1,0,4,2,7,2,37,5,2,89,4,Elegant,Black,Ditsy Floral,Mini,Bodycon,,,,,Contrast Lace,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,SHEIN Eyelash Lace Hem Daisy Floral Skirt,4.0,,,,,
316,swtop04201016087,,1875,7,1,6,0,57,12,129,22,1676,362,10,Casual,Black,Plain,Crop,,Scoop Neck,Long Sleeve,Regular Sleeve,Placket,"Zipper, Rib-Knit",Spring/Summer,"8% Spandex, 92% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,Zip Up Rib-knit Crop Top,9.0,,,,,
317,swtop04200721232,,1875,7,1,6,0,57,12,129,22,1676,362,10,Casual,Apricot,Plain,Crop,,Scoop Neck,Long Sleeve,Regular Sleeve,Placket,"Zipper, Rib-Knit",Spring/Summer,"8% Spandex, 92% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,Ribbed Dual Zip-Front Crop Top,9.0,,,,,
318,swtop04201016524,,1875,7,1,6,0,57,12,129,22,1676,362,10,Casual,Apricot,Plain,Crop,,Scoop Neck,Long Sleeve,Regular Sleeve,Placket,"Zipper, Rib-Knit",Spring/Summer,"8% Spandex, 92% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,Zip Up Rib-knit Crop Top,9.0,,,,,
