,SKU,Item NamePrice,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Item Name,Price,Placket,Belt,Hem Shaped,Top Type,Arabian Clothing
238,swtop23200821187,,10000,0,0,0,0,0,0,0,0,9999,8018,10,Casual,Khaki,Plain,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Cotton,Cotton,Slight Stretch,No,Regular Fit,,,,,,,,Solid V-Neck Cropped Sweater Vest,9.0,,,,,
239,swtop04201024389,,13,0,0,0,0,1,0,0,0,0,0,7,Elegant,Black,Plaid,Regular,,Round Neck,Long Sleeve,Bishop Sleeve,Pullovers,"Contrast Mesh, Sheer",Spring/Summer,"20% Cotton, 80% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Sheer Lantern Sleeve Slim Top,6.0,,,,,
240,swpants07201014105,,207,4,1,7,1,10,4,14,1,173,30,17,Casual,Black,Plain,Long,Wide Leg,,,,,"Drawstring, Pocket, Rib-Knit",Spring/Summer/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Loose,Drawstring Waist,High Waist,,,,,,SHEIN Drawstring Waist Wide Leg Pants,14.0,,,,,
241,swtwop07201009917,,178,0,0,0,0,4,0,7,2,169,25,23,Casual,Apricot,Plain,,,Scoop Neck,Long Sleeve,Regular Sleeve,,"Rib-Knit, Button Front",Spring/Fall,"20% Rayon, 5% Spandex, 75% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Pants,SHEIN Single Breasted Rib-knit Crop Top & Pants Set,19.0,,,,Tee,
242,swtee07200915062,,5712,42,11,49,17,126,30,200,79,5296,2092,4,Casual,Apricot,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Fall,"34% Rayon, 4% Spandex, 62% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Edge Waffle Knit Tee,3.99,,,,,
243,swtee07200815982,,5712,42,11,49,17,126,30,200,79,5296,2092,4,Casual,Redwood,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Fall,"34% Rayon, 4% Spandex, 62% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Edge Waffle Knit Tee,3.99,,,,,
244,swtee07200910668,,5712,42,11,49,17,126,30,200,79,5296,2092,4,Casual,Dark Grey,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Fall,"34% Rayon, 4% Spandex, 62% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Edge Waffle Knit Tee,3.99,,,,,
245,swtee07200915476,,5712,42,11,49,17,126,30,200,79,5296,2092,4,Casual,Black,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Fall,"34% Rayon, 4% Spandex, 62% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Edge Waffle Knit Tee,3.99,,,,,
246,swtee07201009475,,5712,42,11,49,17,126,30,200,79,5296,2092,4,Casual,Coffee Brown,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Edge Waffle Knit Tee,3.99,,,,,
247,swtee07201009481,,5713,42,11,49,17,126,30,200,79,1,2093,4,Casual,Army Green,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Edge Waffle Knit Tee,3.99,,,,,
248,swdress23200828475,,1242,6,1,10,2,36,5,49,14,1143,333,20,Casual,Black,Polka Dot,Midi,A Line,Stand Collar,Long Sleeve,Flounce Sleeve,,"Frill, Belted, Pleated, Plicated",Spring/Summer,"35% Cotton, 65% Polyester",Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Polka Dot Frill Neck Pleated Belted Dress,17.0,,Yes,Pleated,,
249,swdress23200715338,,1242,6,1,10,2,36,5,49,14,1143,333,20,Casual,Mint Green,Polka Dot,Knee Length,A Line,Stand Collar,Long Sleeve,Flounce Sleeve,,"Frill, Belted, Pleated, Plicated",Spring/Summer,"35% Cotton, 65% Polyester",Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Polka Dot Frill Neck Pleated Belted Dress,17.0,,Yes,Pleated,,
250,swdress23200911319,,1242,6,1,10,2,36,5,49,14,1143,333,20,Casual,Mustard Yellow,Polka Dot,Midi,A Line,Stand Collar,Long Sleeve,Flounce Sleeve,,"Ruffle, Frill, Belted, Pleated, Plicated",Spring/Summer,"35% Cotton, 65% Polyester",Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Polka Dot Frill Neck Pleated Belted Dress,17.0,,Yes,Pleated,,
251,swdress23200911581,,1242,6,1,10,2,36,5,1242,355,1143,333,20,Casual,Dusty Blue,Polka Dot,Midi,A Line,Stand Collar,Long Sleeve,Flounce Sleeve,,"Ruffle, Frill, Belted, Pleated, Plicated",Spring/Summer,"35% Cotton, 65% Polyester",Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Polka Dot Frill Neck Pleated Belted Dress,17.0,,Yes,Pleated,,
252,swsweatsh07200904070,,9652,60,8,99,21,325,56,635,136,8533,1767,21,Casual,Black,"Letter, Colorblock",Regular,Half Placket,Collar,Long Sleeve,Drop Shoulder,,"Contrast Collar, Button Front",Spring/Fall,100% Cotton,Cotton,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Letter Graphic Drop Shoulder 2 In 1 Pullover,17.99,,,,,
253,swsweatsh07200708524,,9652,60,8,99,21,325,56,635,136,8533,1767,21,Casual,Grey,Letter,Regular,Pullovers,Collar,Long Sleeve,Drop Shoulder,,Contrast Collar,Spring/Fall,"5% Spandex, 30% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Drop Shoulder Letter Graphic 2 In 1 Pullover,17.99,,,,,
254,swsweatsh07200807102,,9652,60,8,99,21,325,56,635,136,8533,1767,21,Casual,Dusty Pink,"Letter, Colorblock",Regular,Pullovers,Collar,Long Sleeve,Drop Shoulder,,"Contrast Collar, Button Front",Spring/Fall,"5% Spandex, 30% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Drop Shoulder Letter Graphic 2 In 1 Pullover,17.99,,,,,
255,swsweatsh07200807942,,9652,60,8,99,21,325,56,635,136,8533,1767,21,Casual,Army Green,"Letter, Colorblock",Regular,Pullovers,Collar,Long Sleeve,Drop Shoulder,,"Contrast Collar, Button Front",Spring/Fall,"5% Spandex, 30% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Drop Shoulder Letter Graphic 2 In 1 Pullover,17.99,,,,,
256,swsweatsh07200807242,,9652,60,8,99,21,325,56,635,136,8533,1767,21,Casual,Navy Blue,"Letter, Colorblock",Regular,Pullovers,Collar,Long Sleeve,Drop Shoulder,,"Contrast Collar, Button Front",Spring/Fall,"5% Spandex, 30% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Drop Shoulder Letter Graphic 2 In 1 Pullover,17.99,,,,,
257,swsweatsh07200904807,,9652,60,8,99,21,325,56,635,136,8533,1767,21,Casual,Burgundy,"Letter, Colorblock",Regular,Half Placket,Collar,Long Sleeve,Drop Shoulder,,"Contrast Collar, Button Front",Spring/Fall,100% Cotton,Cotton,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Letter Graphic Drop Shoulder 2 In 1 Pullover,17.99,,,,,
258,swpants04200825381,,1064,35,7,28,3,42,13,93,27,867,222,24,,Light Wash,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Pocket Side Straight Jeans,20.0,,,,,
259,swpants04201027078,,1064,35,7,28,3,42,13,93,27,867,222,24,,Medium Wash,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Pocket Side Straight Jeans,20.0,,,,,
260,swpants04201127987,,1064,35,7,28,3,42,13,93,27,867,222,24,,Dark Grey,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Pocket Side Straight Jeans,20.0,,,,,
261,swtwop07201019117,,154,0,0,2,0,3,0,7,2,142,28,23,Casual,Black,"Chevron, Leopard",,,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,100% Cotton,Cotton,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,SHEIN Leopard Panel Pullover & Sweatpants Set,19.0,,,,Sweatshirt,
262,swtee07200817892,,497,7,4,12,0,33,9,40,8,405,143,4,Casual,White,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Button, Lettuce Trim, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Button Side Crop Top,3.49,,,,,
263,swsweater04200917890,,3836,13,0,27,5,78,21,228,48,3491,901,23,Casual,Black,Plain,Crop,Pullovers,V neck,Long Sleeve,Raglan Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Regular Fit,,,,,,,,Raglan Sleeve Cable Knit Crop Sweater,19.0,,,,,
264,swsweater04200817094,,3836,13,0,27,5,78,21,228,48,3491,901,23,Casual,Beige,Plain,Crop,Pullovers,V neck,Long Sleeve,Raglan Sleeve,Pullovers,,Fall/Winter,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Regular Fit,,,,,,,,Cable Knit Raglan Sleeve Cropped Sweater,19.0,,,,,
265,swsweater04200917408,,3836,13,0,27,5,78,21,228,48,3491,901,23,Casual,Violet Purple,Plain,Crop,Pullovers,V neck,Long Sleeve,Raglan Sleeve,Pullovers,,Fall/Winter,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Regular Fit,,,,,,,,Raglan Sleeve Cable Knit Crop Sweater,19.0,,,,,
266,swsweater04200917608,,3836,13,0,27,5,78,21,228,48,3491,901,23,Casual,Lilac Purple,Plain,Crop,Pullovers,V neck,Long Sleeve,Raglan Sleeve,Pullovers,,Fall/Winter,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Regular Fit,,,,,,,,Raglan Sleeve Cable Knit Crop Sweater,19.0,,,,,
267,swsweater04200917574,,3836,13,0,27,5,78,21,228,48,3491,901,23,Casual,Dark Grey,Plain,Crop,Pullovers,V neck,Long Sleeve,Raglan Sleeve,Pullovers,,Fall/Winter,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Regular Fit,,,,,,,,Raglan Sleeve Cable Knit Crop Sweater,19.0,,,,,
268,swsweater04200917063,,3836,13,0,27,5,78,21,228,48,3491,901,23,Casual,Blue,Plain,Crop,Pullovers,V neck,Long Sleeve,Raglan Sleeve,Pullovers,,Fall/Winter,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Regular Fit,,,,,,,,Raglan Sleeve Cable Knit Crop Sweater,19.0,,,,,
269,swouter44200827886,,157,2,0,5,0,8,0,7,3,136,34,34,Casual,Dusty Pink,Plain,Knee Length,Teddy,Hooded,Long Sleeve,Drop Shoulder,,"Pocket, Button Front",Winter,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Single Breasted Dual Pocket Hooded Teddy Coat,28.0,Single Breasted,,,,
270,swskirt07200903270,,2648,15,3,27,4,84,26,268,76,2254,631,10,Preppy,Black,Plaid,Mini,Pleated,,,,,"Lace Up, Pleated, Zipper",Spring/Summer/Fall,"65% Cotton, 35% Polyester",Cotton,Non-Stretch,No,,,High Waist,,,,,,SHEIN Lace Up Front Plaid Pleated Skirt,9.0,,,,,
271,swskirt07201102372,,2648,15,3,27,4,84,26,268,76,2254,631,12,Preppy,Dark Green,Plaid,Mini,Pleated,,,,,"Lace Up, Pleated, Zipper",Summer,"65% Cotton, 35% Polyester",Cotton,Non-Stretch,No,,,High Waist,,,,,,SHEIN Lace Up Front Plaid Pleated Skirt,10.0,,,,,
272,swskirt07201103796,,2648,15,3,27,4,84,26,268,76,2254,631,12,Preppy,Multicolor,Plaid,Mini,Pleated,,,,,"Lace Up, Pleated, Zipper",Summer,"65% Cotton, 35% Polyester",Cotton,Non-Stretch,No,,,High Waist,,,,,,SHEIN Lace Up Front Plaid Pleated Skirt,10.0,,,,,
273,swdress03201007691,,1083,14,1,23,6,64,17,93,29,892,252,17,Boho,Multicolor,Ditsy Floral,Short,A Line,Deep V Neck,Long Sleeve,Puff Sleeve,,Ruched,Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Ditsy Floral Ruched Waist Puff Sleeve Dress,14.0,,,Flared,,
274,swskirt44200824034,,4617,13,4,30,4,94,37,274,103,4206,1555,9,Boho,Black,Ditsy Floral,Long,Slit,,,,,Split Thigh,Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,,,High Waist,,,,,,Ditsy Floral High-Slit Midi Skirt,8.0,,,,,
275,swskirt44201112708,,4617,0,0,30,4,94,37,274,103,4206,1555,10,Boho,Dark Green,Ditsy Floral,Midi,Slit,,,,,Split Thigh,Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,,,High Waist,,,,,,Ditsy Floral High-Slit Midi Skirt,9.0,,,,,
276,swskirt44201112741,,4617,13,4,30,4,0,0,0,0,4617,1702,10,Boho,Teal Blue,Ditsy Floral,Long,Slit,,,,,Split Thigh,Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,,,High Waist,,,,,,Ditsy Floral Split Thigh Skirt,9.0,,,,,
277,swtop07200915192,,1709,6,1,7,1,17,5,57,9,1623,589,6,Sexy,Black,Galaxy,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Sheer",Spring/Summer,"3% Spandex, 83% Nylon, 14% Lurex",Mesh,High Stretch,Yes,Slim Fit,,,,No,,,,SHEIN Lettuce Edge Glitter Mesh Top Without Bra,5.0,,,,,
278,swdress01200916753,,1151,31,9,22,5,88,22,129,43,885,244,19,Casual,Khaki,Plain,Mini,,High Neck,Long Sleeve,Drop Shoulder,,,Winter,100% Acrylic,Acrylic,High Stretch,No,Regular Fit,,Natural,,,,,,Turtleneck Cable Knit Sweater Dress Without Belt,16.0,,,Straight,,
279,swdress01201031994,,1151,31,9,22,5,88,22,129,43,885,244,19,Casual,Black,Plain,Mini,,High Neck,Long Sleeve,Drop Shoulder,,,Winter,100% Acrylic,Acrylic,"Slight Stretch, High Stretch",No,Regular Fit,,Natural,,,,,,Turtleneck Cable Knit Dress Without Belt,16.0,,,Straight,,
280,swdress01201031306,,1151,31,9,22,5,88,22,129,43,885,244,19,Casual,Burgundy,Plain,Mini,,High Neck,Long Sleeve,Drop Shoulder,,,Winter,100% Acrylic,Acrylic,"Slight Stretch, High Stretch",No,Regular Fit,,Natural,,,,,,Turtleneck Cable Knit Dress Without Belt,16.0,,,Straight,,
281,swsweatsh07200820651,,1390,10,3,15,2,45,7,98,20,1225,253,12,Casual,Grey,Plain,Crop,Half Placket,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Zipper",Winter,100% Polyester,Shearling,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Plush Cropped Teddy Hoodie,9.99,,,,,
282,swsweatsh07200909982,,1390,10,3,15,2,45,7,98,20,1225,253,12,Casual,"Pastel, Baby Pink",Plain,Crop,Half Placket,Hooded,Long Sleeve,Drop Shoulder,,Drawstring,Fall/Winter,100% Polyester,Shearling,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Drop Shoulder Zipper Detail Drawstring Teddy Hoodie,9.99,,,,,
283,swpants04200812354,,114,1,1,5,0,5,0,7,3,96,18,24,,Multicolor,Colorblock,Long,Straight Leg,,,,,"Button, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,High Waist Spliced Raw Hem Wide Leg Jeans,20.0,,,,,
284,swsweatsh04200804515,,1969,6,0,12,1,37,5,125,27,1794,386,18,Casual,Beige,"Animal, Fire",Long,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Chinese Dragon and Fire Print Drop Shoulder Pullover,14.99,,,,,
285,swsweatsh23200922959,,1969,6,0,12,1,37,5,125,27,1794,386,18,Casual,Light Grey,"Animal, Fire",Long,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Cartoon Graphic Sweatshirt,14.99,,,,,
286,swsweatsh23200922928,,1969,6,0,12,1,37,5,125,27,1794,386,18,Casual,Black,"Animal, Fire",Long,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Chinese Dragon and Fire Print Drop Shoulder Pullover,14.99,,,,,
287,swsweatsh23201016207,,1969,6,0,12,1,37,5,125,27,1794,386,18,Casual,"Pastel, Baby Blue","Animal, Fire",Long,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Chinese Dragon and Fire Print Drop Shoulder Pullover,14.99,,,,,
288,swsweatsh23201016498,,1969,1969,419,12,1,37,5,125,27,1794,386,18,Casual,Mustard Yellow,"Animal, Fire",Long,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Chinese Dragon and Fire Print Drop Shoulder Pullover,14.99,,,,,
289,swsweatsh23201019434,,1969,6,0,12,1,37,5,125,27,1794,386,18,Casual,Lilac Purple,"Animal, Fire",Long,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Chinese Dragon and Fire Print Drop Shoulder Pullover,14.99,,,,,
290,swjacket01200819126,,3694,5,0,15,5,66,17,127,39,3481,1175,24,Casual,Black,Plain,Crop,Other,Hooded,Long Sleeve,Regular Sleeve,,Zipper,Winter,"97% Polyester, 3% Spandex",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Plush Lined Cropped Windbreaker Jacket,20.0,Zipper,,,,
291,swtee44200703515,,1795,9,1,8,2,43,6,110,21,1626,314,12,Casual,Black,Cartoon,Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Bear Print Drop Shoulder Oversized Tee,9.99,,,,,
292,swvest23200924928,,858,11,2,20,2,47,11,54,11,726,130,8,Sexy,Black,Plain,Crop,Cami,Spaghetti Strap,,,,Scallop,Summer,"35% Cotton, 65% Polyester",Lace,Slight Stretch,No,Slim Fit,,,,Yes,,,,Guipure Lace Crop Skinny Cami Top,7.0,,,,,
293,swvest23201027469,,858,11,2,20,2,47,11,54,11,726,130,8,Sexy,White,Plain,Crop,Cami,Spaghetti Strap,,,,Scallop,Summer,"35% Cotton, 65% Polyester",Lace,Slight Stretch,No,Slim Fit,,,,Yes,,,,Guipure Lace Crop Skinny Cami Top,7.0,,,,,
294,swtee07200804546,,2932,4,1,18,7,49,14,152,37,2709,741,7,Casual,Multicolor,"Tie Dye, Colorblock",Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring,"27.7% Rayon, 7.5% Spandex, 64.8% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Tie Dye Crop Top,5.99,,,,,
295,swtee07200826831,,2932,4,1,18,7,49,14,152,37,2709,741,5,Casual,Pink,Tie Dye,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring/Summer,"27.7% Rayon, 7.5% Spandex, 64.8% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Tie Dye Panel Top,4.49,,,,,
296,swtee04200601163,,7975,46,6,108,12,303,73,602,156,6917,1596,12,Casual,White,"Letter, Graphic",Regular,,Round Neck,Three Quarter Length Sleeve,Drop Shoulder,Pullovers,,Spring/Summer,"65% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Letter & Car Print Longline Tee,9.99,,,,,
297,swtee04200716941,,7975,46,6,108,12,303,73,602,156,6917,1596,12,Casual,White,"Graphic, Slogan",Long,,Round Neck,Three Quarter Length Sleeve,Drop Shoulder,Pullovers,,Spring/Summer,"65% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Slogan & Car Print Tee,9.99,,,,,
298,swtee04200716822,,7975,46,6,108,12,303,73,0,0,6917,1596,12,Casual,White,"Graphic, Slogan",Long,,Round Neck,Three Quarter Length Sleeve,Drop Shoulder,Pullovers,,Spring/Summer,"65% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Slogan & Car Print Tee,9.99,,,,,
299,swtee04200722982,,7975,46,6,108,12,303,73,602,156,6917,1596,12,Casual,White,"Letter, Graphic",Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Spring/Summer,"65% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Slogan & Car Print Tee,9.99,,,,,
300,swdress07201208182,,35,0,0,0,0,1,0,2,0,32,4,15,Boho,Burgundy,Polka Dot,Short,Cami,Spaghetti Strap,Sleeveless,,,"Ruffle, Wrap, Ruffle Hem, Knot",Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,SHEIN Polka Dot Knot Side Ruffle Trim Wrap Cami Dress,13.0,,,Wrap,,
301,swtop07200910034,,944,1,0,6,1,12,3,27,8,899,211,9,Elegant,White,Plain,Regular,,Stand Collar,Long Sleeve,Bishop Sleeve,Pullovers,Contrast Lace,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Mock Neck Lace Lantern Sleeve Waffle Knit Top,8.0,,,,,
302,swtop07200810565,,944,1,0,6,1,12,3,27,8,899,211,10,Casual,Black,Plain,Regular,,Stand Collar,Long Sleeve,Bishop Sleeve,Pullovers,Contrast Lace,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Mock Neck Lace Lantern Sleeve Waffle Knit Top,9.0,,,,,
303,swtop07201019086,,944,1,0,6,1,12,3,27,8,899,211,10,Elegant,Dusty Blue,Floral,Regular,,Stand Collar,Long Sleeve,Bishop Sleeve,Pullovers,Contrast Lace,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Mock Neck Lace Lantern Sleeve Waffle Knit Top,9.0,,,,,
304,swjacket02200918675,,1698,17,3,16,6,33,12,64,21,1570,500,52,Casual,Black,Plain,Regular,Padded ,Hooded,Long Sleeve,Regular Sleeve,,"Drawstring, Zipper, Padded ",Winter,"60% PU Leather, 40% Polyester",PU Leather,Non-Stretch,No,Regular Fit,,,,,,,,Drawstring Hem PU Puffer Jacket,43.0,Zipper,,,,
305,swjacket02201014882,,1698,17,3,16,6,33,12,64,21,1570,500,52,Casual,Khaki,Plain,Regular,Padded ,Hooded,Long Sleeve,Regular Sleeve,,"Drawstring, Zipper, Padded ",Winter,"60% PU Leather, 40% Polyester",PU Leather,Non-Stretch,No,Regular Fit,,,,,,,,Drawstring Hem PU Puffer Jacket,43.0,Zipper,,,,
306,swtee07200821682,,6054,67,18,76,20,241,58,366,87,5304,1338,7,Casual,White,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Summer,100% Cotton,Cotton,Non-Stretch,No,Slim Fit,,,,,,,,SHEIN BASICS Mock-Neck Crop Top,5.99,,,,,
307,swtee07200820536,,6054,67,18,76,20,241,58,366,87,5304,1338,7,Casual,Mocha Brown,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,100% Cotton,Cotton,Non-Stretch,No,Slim Fit,,,,,,,,SHEIN BASICS Mock Neck Form Fitted Crop Top,5.99,,,,,
308,swtee07200821092,,6054,67,18,76,20,241,58,366,87,5304,1338,5,Casual,Army Green,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Summer,100% Cotton,Cotton,Non-Stretch,No,Slim Fit,,,,,,,,SHEIN BASICS Mock Neck Form Fitted Crop Top,4.49,,,,,
309,swtee07200821312,,6054,67,18,76,20,241,58,366,87,5304,1338,7,Casual,"Neon, Orange",Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Summer,100% Cotton,Cotton,Non-Stretch,No,Slim Fit,,,,,,,,SHEIN BASICS Neon Orange Mock-Neck Crop Top,5.99,,,,,
310,swtee07200821191,,6054,67,18,76,20,241,58,366,87,5304,1338,4,Casual,Light Grey,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,100% Cotton,Cotton,Non-Stretch,No,Slim Fit,,,,,,,,SHEIN BASICS Mock Neck Form Fitted Crop Top,3.99,,,,,
311,swtee07200821143,,6054,67,18,76,20,241,58,366,87,5304,1338,7,Casual,Black,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Summer,100% Cotton,Cotton,Non-Stretch,No,Slim Fit,,,,,,,,SHEIN BASICS Mock-Neck Crop Top,5.99,,,,,
312,swjacket04200908089,,729,5,1,10,1,32,10,61,22,622,186,18,Casual,Multicolor,Plaid,Regular,Teddy,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Zipper",Fall/Winter,100% Polyester,Shearling,Non-Stretch,No,Regular Fit,,,,No,,,,Collared Zip Up Flap Pocket Front Buffalo Plaid Teddy Jacket,15.0,Zipper,,,,
313,swjacket04201014037,,729,5,1,10,1,32,10,61,22,622,186,18,Casual,Multicolor,Plaid,Regular,Teddy,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Zipper",Winter,100% Polyester,Shearling,Non-Stretch,No,Regular Fit,,,,,,,,Collared Zip Up Flap Pocket Front Buffalo Plaid Teddy Jacket,15.0,Zipper,,,,
