,SKU,Item NamePrice,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Item Name,Price,Hem Shaped,Placket,Belt,Top Type,Arabian Clothing
1814,swshorts04201127589,,267,1,1,0,0,1,0,7,1,258,60,19,,Light Wash,Plain,,Straight Leg,,,,,"Ripped, Button, Pocket, Zipper",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,Slight Stretch,No,Skinny,Zipper Fly,High Waist,,,,,,Bleach Wash Ripped Roll Hem Denim Shorts,16.0,,,,,
1815,swshorts04201127051,,267,1,1,0,0,1,0,7,1,258,60,20,,Dark Wash,Plain,,Straight Leg,,,,,"Ripped, Button, Pocket, Zipper",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,Slight Stretch,No,Skinny,Zipper Fly,High Waist,,,,,,Bleach Wash Ripped Roll Hem Denim Shorts,17.0,,,,,
1816,swjacket04201104599,,547,3,0,3,0,13,1,26,4,502,101,27,Casual,Chocolate Brown,Plain,Regular,Other,Collar,Long Sleeve,Drop Shoulder,,Button,Fall/Winter,100% PU Leather,PU Leather,Non-Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Buttoned Mixed Media Jacket,23.0,,Single Breasted,,,
1817,swouter04200904159,,547,3,0,3,0,13,1,26,4,502,101,26,Casual,Black,Plain,Regular,Other,Collar,Long Sleeve,Drop Shoulder,,Button,Fall/Winter,100% PU Leather,PU Leather,Non-Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Buttoned Mixed Media Jacket,22.0,,Single Breasted,,,
1818,swjacket04201104496,,547,3,0,3,0,13,1,26,4,502,101,26,Casual,Dusty Blue,Plain,Regular,Other,Collar,Long Sleeve,Drop Shoulder,,Button,Fall/Winter,100% PU Leather,PU Leather,Non-Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Buttoned Mixed Media Jacket,22.0,,Single Breasted,,,
1819,swsweater07201106316,,685,10,1,13,3,32,13,55,16,578,130,19,Elegant,Khaki,Plain,Crop,Basic Tops,Sweetheart,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"42% Viscose, 30% Nylon, 28% Polyester",Viscose,High Stretch,No,Slim Fit,,,,,,,,SHEIN Rib-knit Sweetheart Neck Sweater,16.0,,,,,
1820,swsweater07200725572,,685,10,1,13,3,32,13,55,16,578,130,19,Elegant,White,Plain,Crop,Pullovers,Sweetheart,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"42% Viscose, 30% Nylon, 28% Polyester",Viscose,High Stretch,No,Slim Fit,,,,,,,,SHEIN Rib-knit Sweetheart Neck Sweater,16.0,,,,,
1821,swsweater07201106922,,685,10,1,13,3,32,13,55,16,578,130,19,Elegant,Black,Plain,Crop,Pullovers,Sweetheart,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"42% Viscose, 30% Nylon, 28% Polyester",Viscose,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Rib-knit Sweetheart Neck Sweater,16.0,,,,,
1822,swsweater23201014660,,1087,3,1,23,6,21,4,68,15,972,229,21,Casual,Black,Plain,Regular,Pullovers,Funnel Neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,"50% Viscose, 20% Nylon, 30% Polyester",Viscose,High Stretch,No,Regular Fit,,,,,,,,Funnel Neck Drop Shoulder Sweater,18.0,,,,,
1823,swsweater23200925880,,1087,3,1,23,6,21,4,68,15,972,229,21,Casual,Rose Red,Plain,Regular,Pullovers,Funnel Neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring,"50% Viscose, 20% Nylon, 30% Polyester",Viscose,High Stretch,No,Regular Fit,,,,,,,,Funnel Neck Drop Shoulder Sweater,18.0,,,,,
1824,swsweater23201014270,,1087,3,1,23,6,21,4,1087,255,972,229,23,Casual,Green,Plain,Regular,Pullovers,Funnel Neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,"50% Viscose, 20% Nylon, 30% Polyester",Viscose,High Stretch,No,Regular Fit,,,,,,,,Funnel Neck Drop Shoulder Sweater,19.0,,,,,
1825,swsweater23201014358,,1087,3,1,23,6,21,4,68,15,972,229,21,Casual,White,Plain,Regular,Pullovers,Funnel Neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,"50% Viscose, 20% Nylon, 30% Polyester",Viscose,High Stretch,No,Regular Fit,,,,,,,,Funnel Neck Drop Shoulder Sweater,18.0,,,,,
1826,swsweater23201014032,,1087,3,1,23,6,21,4,68,15,972,229,17,Casual,Dusty Purple,Plain,Regular,Pullovers,Funnel Neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,"50% Viscose, 20% Nylon, 30% Polyester",Viscose,High Stretch,No,Regular Fit,,,,,,,,Funnel Neck Drop Shoulder Sweater,14.0,,,,,
1827,swtee02200327567,,2173,14,2,30,6,71,15,168,48,1890,431,20,Casual,White,"Letter, Figure",Regular,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,Letter & Figure Graphic T-shirt,17.0,,,,,
1828,swleg00201111554,,19,0,0,1,0,0,0,2,0,17,1,10,Casual,Black,,Long,Regular,,,,,Tape,All,"95% Polyester, 5% Spandex",Polyester,Slight Stretch,No,,,,,,,,,Tape Side High Waist Leggings,9.0,,,,,
1829,swdress04200929789,,10000,0,0,0,0,0,0,0,0,9999,3669,19,Casual,Army Green,Plain,Short,,Funnel Neck,Long Sleeve,Drop Shoulder,,Rib-Knit,Winter,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,Natural,,,,,,Drop Shoulder Turtleneck Sweater Dress Without Belt,16.0,Straight,,,,
1830,swdress04191014367,,10000,0,0,0,0,0,0,0,0,9999,3669,19,Casual,Mocha Brown,Plain,Short,,Funnel Neck,Long Sleeve,Drop Shoulder,,,Winter,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,Natural,,,,,,Drop Shoulder Turtleneck Sweater Dress Without Belt,16.0,Straight,,No,,
1831,swdress07201008566,,1087,12,1,11,1,29,4,63,19,972,243,17,Elegant,Maroon,Plain,Short,A Line,Round Neck,Long Sleeve,Bishop Sleeve,,Ruffle Hem,Spring/Fall,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Regular Fit,,High Waist,,,,,,SHEIN Flounce Hem Solid Dress,14.0,Flounce,,,,
1832,swdress07200902561,,1087,12,1,11,1,29,4,63,19,972,243,15,Casual,Dusty Pink,Plain,Short,Fit and Flare,Round Neck,Long Sleeve,Bishop Sleeve,,Ruffle Hem,Spring/Fall,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Regular Fit,,High Waist,,,,,,SHEIN Flounce Hem Solid Dress,13.0,Flounce,,,,
1833,swdress07201008701,,1087,12,1,11,1,29,4,63,19,972,243,17,Casual,Black,Plain,Short,A Line,Round Neck,Long Sleeve,Regular Sleeve,,"Ruffle Hem, Rib-Knit",Spring/Fall,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Regular Fit,,High Waist,,,,,,SHEIN Flounce Hem Solid Dress,14.0,Flared,,,,
1834,swdress07201104828,,1087,12,1,11,1,29,4,63,19,972,243,19,Elegant,Coffee Brown,Plain,Short,Fit and Flare,Round Neck,Long Sleeve,Bishop Sleeve,,Ruffle Hem,Spring/Fall,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Regular Fit,,High Waist,,,,,,SHEIN Flounce Hem Solid Dress,16.0,Flounce,,,,
1835,swdress07201104272,,1087,12,1,11,1,29,4,63,19,972,243,17,Elegant,Army Green,Plain,Short,A Line,Round Neck,Long Sleeve,Bishop Sleeve,,Ruffle Hem,Spring/Fall,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Regular Fit,,High Waist,,,,,,SHEIN Flounce Hem Solid Dress,14.0,Flounce,,,,
1836,swdress07201104752,,1087,12,1,11,1,29,4,63,19,972,243,19,Elegant,Burgundy,Plain,Short,Fit and Flare,Round Neck,Long Sleeve,Bishop Sleeve,,Ruffle Hem,Spring/Fall,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Regular Fit,,High Waist,,,,,,SHEIN Flounce Hem Solid Dress,16.0,Flounce,,,,
1837,swdress23201021320,,188,2,0,3,0,11,1,8,3,164,33,19,"Modest, Elegant",Coffee Brown,All Over Print,Maxi,A Line,Stand Collar,Long Sleeve,Regular Sleeve,,"Frill, Ruffle Hem",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Frill Neck Dalmatian Print A-line Dress Without Belted,16.0,Flounce,,No,,
1838,swdress23201114322,,188,2,0,3,0,11,1,8,3,164,33,13,Elegant,Black and White,All Over Print,Maxi,A Line,Stand Collar,Long Sleeve,Regular Sleeve,,"Frill, Ruffle Hem",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Allover Print Ruffle Hem A-line Dress Without Belt,10.99,Flounce,,No,,
1839,swdress23201114028,,188,2,0,3,0,11,1,8,3,164,33,19,Elegant,Navy Blue,All Over Print,Maxi,A Line,Stand Collar,Long Sleeve,Regular Sleeve,,"Frill, Ruffle Hem",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Allover Print Ruffle Hem A-line Dress Without Belt,16.0,Flounce,,No,,
1840,swdress23201114688,,188,2,0,3,0,11,1,8,3,164,33,19,Elegant,Black and White,All Over Print,Maxi,A Line,Stand Collar,Long Sleeve,Regular Sleeve,,"Frill, Ruffle Hem",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Allover Print Ruffle Hem A-line Dress Without Belt,16.0,Flounce,,No,,
1841,swtee07200930066,,920,5,2,4,0,29,3,36,8,846,295,7,Elegant,Black,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Button, Lettuce Trim, Rib-Knit",Spring/Fall,100% Cotton,Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Button Detail Rib-knit Tee,5.99,,,,,
1842,swtee07201024014,,920,5,2,4,0,29,3,36,8,846,295,7,Elegant,Maroon,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Button Front",Spring/Fall,100% Cotton,Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Button Detail Rib-knit Tee,6.0,,,,,
1843,swtee44201109054,,113,2,0,3,1,3,0,8,0,98,10,4,Basics,Black,Plain,Regular,,Funnel Neck,Short Sleeve,Regular Sleeve,Pullovers,,Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Solid Funnel Neck Short Sleeve Tee,3.99,,,,,
1844,swtee44201231890,,113,2,0,3,1,3,0,8,0,98,10,4,Casual,Teal Blue,Plain,Regular,,Funnel Neck,Short Sleeve,Drop Shoulder,Pullovers,,Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Solid Funnel Neck Short Sleeve Tee,3.99,,,,,
1845,swtee44201231846,,113,2,0,3,1,3,0,8,0,98,10,4,Casual,Grey,Plain,Regular,,Funnel Neck,Short Sleeve,Drop Shoulder,Pullovers,,Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Solid Funnel Neck Short Sleeve Tee,3.99,,,,,
1846,swtee44201231044,,113,2,0,3,1,3,0,8,0,98,10,4,Casual,White,Plain,Regular,,Funnel Neck,Short Sleeve,Drop Shoulder,Pullovers,,Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Solid Funnel Neck Short Sleeve Tee,3.99,,,,,
1847,swdress02201007015,,1179,10,2,7,2,23,4,42,9,1098,286,26,Elegant,Dark Grey,Plain,Short,,Deep V Neck,Long Sleeve,Batwing Sleeve,,"Belted, Wrap, Rib-Knit",Spring/Fall,100% Polyester,Polyester,High Stretch,No,Regular Fit,,High Waist,,,,,,Cut Out Back Surplice Neck Belted Sweater Dress,22.0,Pencil,,Yes,,
1848,swdress02200817096,,1179,10,2,7,2,23,4,42,9,1098,286,26,Elegant,Violet Purple,Plain,Short,,Deep V Neck,Long Sleeve,Batwing Sleeve,,"Belted, Wrap, Rib-Knit",Spring/Fall,100% Polyester,Polyester,High Stretch,No,Regular Fit,,High Waist,,,,,,Cut Out Back Surplice Neck Belted Sweater Dress,22.0,Pencil,,Yes,,
1849,swblouse00201017779,,382,1,0,3,1,8,0,14,0,357,63,14,Casual,Beige,Heart,Regular,Top,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Ruffle, Cut Out, Button",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Heart Embroidery Frill Neck Fuzzy Blouse,12.0,,,,,
1850,swblouse00201204331,,382,1,0,3,1,8,0,14,0,357,63,14,Casual,Baby Pink,"Heart, All Over Print",Regular,Top,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Ruffle, Cut Out, Button",Spring,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Heart Embroidery Frill Neck Fuzzy Blouse,12.0,,,,,
1851,swblouse00201204494,,382,1,0,3,1,8,0,14,0,357,63,14,Casual,White,Floral,Regular,Top,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Cut Out, Button, Frill",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Floral Print Frill Neck Fuzzy Blouse,12.0,,,,,
1852,swblouse00201209491,,382,1,0,3,1,8,0,14,0,357,63,14,Casual,Beige,Floral,Regular,Top,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Ruffle, Cut Out, Button",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Floral Embroidery Frill Neck Fuzzy Blouse,12.0,,,,,
1853,swskirt04201029410,,1671,21,1,35,8,97,24,152,39,1368,347,10,Preppy,Khaki,Plaid,Mini,Straight,,,,,Zipper,Fall/Winter,"50% Cotton, 50% Polyester",Cotton,Non-Stretch,No,,,High Waist,,,,,,High Waist Plaid Wool-Mix Skirt,9.0,,,,,
1854,swskirt04200916216,,1671,21,1,35,8,97,24,152,39,1368,347,10,Preppy,Multicolor,Plaid,Mini,Straight,,,,,Zipper,Fall/Winter,"50% Cotton, 50% Polyester",Wool-Mix Fabric,Non-Stretch,No,,,High Waist,,,,,,High Waist Plaid Wool-Mix Skirt,9.0,,,,,
1855,swskirt04201029059,,1671,21,1,35,8,97,24,152,39,1368,347,7,Preppy,Multicolor,Plaid,Mini,Straight,,,,,Zipper,Fall/Winter,"50% Cotton, 50% Polyester",Wool-Mix Fabric,Non-Stretch,No,,,High Waist,,,,,,High Waist Plaid Wool-Mix Skirt,5.99,,,,,
1856,swskirt04201029520,,1671,21,1,35,8,97,24,152,39,1368,347,10,Preppy,Dark Grey,Plaid,Mini,Straight,,,,,Zipper,Fall/Winter,"50% Cotton, 50% Polyester",Wool-Mix Fabric,Non-Stretch,No,,,High Waist,,,,,,High Waist Plaid Wool-Mix Skirt,9.0,,,,,
1857,swtee07200902818,,630,6,3,7,1,20,6,41,12,556,142,6,Casual,Multicolor,Colorblock,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Asymmetrical, Rib-Knit",Spring/Fall,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Contrast Stitch Colorblock Asymmetrical Hem Top,4.99,Asymmetrical,,,,
1858,swtee07201106312,,630,6,3,7,1,20,6,41,12,556,142,0,Casual,Multicolor,Colorblock,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Asymmetrical, Rib-Knit",Spring/Fall,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Contrast Stitch Colorblock Asymmetrical Hem Top,3.0,Asymmetrical,,,,
1859,swdress07201104284,,145,1,1,0,0,0,0,9,0,135,24,10,Casual,Black,Floral,Short,Tee,Round Neck,Long Sleeve,Raglan Sleeve,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,Natural,,,,,,SHEIN Floral Print Raglan Sleeve Dress,9.0,Straight,,,,
1860,swtop07201231500,,175,0,0,0,0,3,1,6,1,167,37,6,Casual,Multicolor,Marble,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Sheer",Spring/Summer,100% Polyester,Mesh,Slight Stretch,Yes,Slim Fit,,,,,,,,SHEIN Lettuce Trim Marble Crop Top,5.0,,,,,
1861,swtop07201023168,,175,0,0,0,0,3,1,6,1,167,37,6,Sexy,Multicolor,Marble,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Sheer",Spring/Summer,100% Polyester,Mesh,Slight Stretch,Yes,Slim Fit,,,,No,,,,SHEIN Lettuce Trim Marble Crop Top,5.0,,,,,
1862,swvest07201231402,,0,0,0,0,0,0,0,0,0,0,0,6,Casual,Black,Letter,Crop,Tank,Round Neck,,,,Rhinestone,Summer,"6% Spandex, 94% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Letter Rhinestone Tank Top,5.0,,,,,
1863,swjacket07200928518,,35,0,0,0,0,0,0,3,0,32,0,10,Preppy,Black and White,Gingham,Regular,Teddy,Funnel Neck,Long Sleeve,Drop Shoulder,,Zipper,Winter,100% Polyester,Shearling,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Buffalo Plaid Zip Up Teddy Jacket,9.0,,Zipper,,,
1864,swblouse07201007163,,570,3,0,6,1,28,4,58,13,475,82,17,Elegant,White,Plain,Regular,Shirt,Collar,Long Sleeve,Drop Shoulder,Placket,Button Front,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Oversized,,,,,,,,SHEIN Drop Shoulder Solid Blouse,14.0,,,,,
1865,swblouse07201102208,,570,3,0,6,1,28,4,58,13,475,82,11,Elegant,Black,Plain,Regular,Shirt,Collar,Long Sleeve,Drop Shoulder,Placket,Button Front,Spring/Fall,100% Cotton,Cotton,Non-Stretch,No,Oversized,,,,,,,,SHEIN Drop Shoulder Solid Blouse,9.49,,,,,
1866,swblouse07201202096,,570,3,0,6,1,28,4,58,13,475,82,8,Elegant,"Pastel, Lilac Purple",Plain,Regular,Shirt,Collar,Long Sleeve,Drop Shoulder,Placket,Button Front,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Oversized,,,,,,,,SHEIN Drop Shoulder Solid Blouse,6.59,,,,,
1867,swblouse07201203744,,570,3,0,6,1,28,4,58,13,475,82,17,Casual,"Pastel, Dusty Pink",Plain,Regular,Shirt,Collar,Long Sleeve,Drop Shoulder,Placket,Button Front,Spring,100% Cotton,Cotton,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Drop Shoulder Solid Blouse,14.0,,,,,
1868,swvest07201216292,,10000,0,0,0,0,0,0,0,0,9999,2743,4,Casual,"Pastel, Baby Blue",Plain,Crop,Tank,Square Neck,,,,"Backless, Rib-Knit",Summer,"33% Rayon, 6% Spandex, 61% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Squared Neck Backless Rib-knit Top,4.0,,,,,
1869,swvest07190312123,,10000,0,0,0,0,0,0,0,0,9999,2743,4,Casual,Black,Plain,Crop,Tank,Square Neck,,,,"Backless, Rib-Knit",Summer,"6% Rayon, 33% Spandex, 61% Polyester",,High Stretch,,Slim Fit,,,,,,,,SHEIN Squared Neck Backless Rib-knit Top,4.0,,,,,
1870,swvest07200316969,,10000,0,0,0,0,0,0,0,0,9999,2743,6,Basics,White,Plain,Crop,Tank,Square Neck,,,,Rib-Knit,Summer,"33% Rayon, 6% Spandex, 61% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Solid Rib-knit Crop Tank Top,5.0,,,,,
1871,swvest07200627330,,10000,0,0,0,0,0,0,0,0,9999,2743,4,Basics,Coffee Brown,Plain,Crop,Tank,Square Neck,,,,Rib-Knit,Summer,"27.7% Rayon, 7.5% Spandex, 64.8% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,SHEIN Solid Rib-knit Crop Tank Top,4.0,,,,,
1872,swvest07201214052,,10000,0,0,0,0,0,0,0,0,9999,2743,4,Casual,Lilac Purple,Plain,Crop,Tank,Scoop Neck,,,,Rib-Knit,Summer,"33% Rayon, 6% Spandex, 61% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Rib-knit Solid Crop Tank Top,4.0,,,,,
1873,swpants03191015863,,9415,132,16,197,31,452,82,731,202,7903,2228,24,,Light Wash,Plain,Cropped,Tapered/Carrot,,,,,"Ripped, Raw Hem",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,Natural,,,,,,Acid Wash Destroyed Raw Hem Mom Jeans,20.0,,,,,
1874,swpants03200414433,,9415,132,16,197,31,452,82,731,202,7903,2228,24,,White,Plain,Cropped,Straight Leg,,,,,"Ripped, Raw Hem, Button, Pocket",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,Natural,,,,,,Ripped Frayed Hem Mom Jeans,20.0,,,,,
1875,swpants03200417886,,9415,132,16,197,31,452,82,731,202,7903,2228,23,,Medium Wash,Plain,Cropped,Mom Fit,,,,,"Ripped, Pocket, Washed",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,Natural,,,,,,Snow Wash Ripped Detail Mom Jeans,19.0,,,,,
1876,swpants04201029167,,9415,132,16,197,31,452,82,731,202,7903,2228,15,,Dark Grey,Plain,Cropped,Mom Fit,,,,,"Ripped, Raw Hem, Pocket, Washed",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,Natural,,,,,,Acid Wash Destroyed Raw Hem Mom Jeans,12.49,,,,,
1877,swdress04200929705,,20,0,0,0,0,2,0,4,0,14,2,15,Elegant,Multicolor,Snakeskin Print,Mini,A Line,Tie Neck,Long Sleeve,Flounce Sleeve,,"Ruffle, Frill, Ruffle Hem",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Tie Neck Frill Trim Ruffle Hem Snakeskin Dress,13.0,Flounce,,,,
1878,swsweatsh07200824698,,2169,9,2,11,4,46,9,98,21,2010,579,7,Casual,Black,Floral,Regular,Pullovers,Round Neck,Long Sleeve,Raglan Sleeve,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Floral Print Raglan Sleeve Pullover,5.99,,,,,
1879,swsweatsh07200918078,,2169,9,2,11,4,46,9,98,21,2010,579,4,Casual,White,Floral,Regular,Pullovers,Round Neck,Long Sleeve,Raglan Sleeve,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Floral Raglan Sleeve Pullover,3.99,,,,,
1880,swtwop07201019827,,83,0,0,1,0,1,0,4,3,77,20,6,Elegant,Black and White,Zebra Stripe,,,Square Neck,Sleeveless,,,,Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,Skirt,SHEIN Zebra Striped Crop Tank Top & Skirt Set,5.0,,,,Camisole,
1881,swtwop07200227027,,10000,0,0,0,0,0,0,0,0,9999,4008,17,Boho,Blue,"Plants, All Over Print",,,Off the Shoulder,Short Sleeve,,,"Ruffle, Wrap, Ruffle Hem, Shirred, Tie Front",Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,Skirt,SHEIN Tie Front Shirred Back Bardot Top and Ruffle Skirt Set,14.0,,,Yes,Women Tops,
1882,swtwop07190313688,,10000,0,0,0,0,0,0,0,0,9999,4008,18,Boho,Red,Ditsy Floral,,,Off the Shoulder,Short Sleeve,,,"Ruffle, Wrap, Asymmetrical, Knot, Shirred",Summer,100% Rayon,,Non-Stretch,,,,,,,,,Skirt,SHEIN Knotted Shirred Floral Bardot Top & Ruffle Wrap Skirt Set,15.0,,,,Women Tops,
1883,swtwop07191129839,,10001,0,0,0,0,0,0,0,0,1,4009,8,Boho,Navy Blue,Ditsy Floral,,,Off the Shoulder,Sleeveless,,,"Wrap, Ruffle Hem, Belted, Shirred, Tie Front",Summer,100% Polyester,Polyester,Non-Stretch,No,Slim Fit,,,,,,,Skirt,SHEIN Tie Front Shirred Ditsy Floral Bardot Top & Belted Wrap Skirt Set,6.99,,,Yes,Women Tops,
1884,swtwop07191129304,,10000,0,0,0,0,0,0,0,0,9999,4008,10,Boho,Green,Ditsy Floral,,,Off the Shoulder,Short Sleeve,,,"Wrap, Ruffle Hem, Belted, Tie Back, Shirred",Summer,100% Polyester,Polyester,Non-Stretch,No,Slim Fit,,,,,,,Skirt,SHEIN Ditsy Floral Crop Top & Wrap Mini Skirt Set,9.0,,,Yes,Women Tops,
1885,swtwop07200408684,,10000,0,0,0,0,0,0,0,0,9999,4008,17,Boho,Pink,Ditsy Floral,,,Off the Shoulder,Short Sleeve,,,"Wrap, Frill, Ruffle Hem, Knot, Shirred, Tie Front",Summer,100% Rayon,Rayon,Non-Stretch,No,Regular Fit,,,,,,,Skirt,SHEIN Tie Front Shirred Back Ditsy Floral Bardot Top & Knot Side Wrap Skirt Set,14.0,,,,Women Tops,
1886,swtwop07201208650,,10000,0,0,0,0,0,0,0,0,9999,4008,20,Boho,Red and White,"Plants, All Over Print",,,Off the Shoulder,Short Sleeve,,,"Ruffle, Ruffle Hem, Knot, Shirred, Tie Front",Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,Skirt,SHEIN Knotted Shirred Plants Bardot Top & Ruffle Wrap Skirt Set,17.0,,,,Women Tops,
1887,swsweater23200921761,,120,2,0,7,1,5,2,13,1,93,22,19,Casual,Multicolor,Houndstooth,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Houndstooth Sweater,16.0,,,,,
1888,swsweatsh07200921914,,153,1,1,1,0,4,0,3,1,144,44,7,Casual,Black,Tie Dye,Crop,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Drop Shoulder Tie Dye Crop Pullover,5.99,,,,,
1889,swsweatsh07201128839,,153,1,1,1,0,4,0,3,1,144,44,7,Casual,Multicolor,Tie Dye,Crop,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Drop Shoulder Tie Dye Crop Pullover,5.99,,,,,
1890,swtee07201012908,,464,14,7,10,4,24,7,27,4,389,103,7,Elegant,Black,Plain,Regular,,Square Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Square Neck Form Fitted Top,5.99,,,,,
