,SKU,Item Name,Price,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Top Type,Placket,Belt,Hem Shaped,Arabian Clothing
236,swjumpsui07201015509,SHEIN Ruffle Strap Wide Leg Pinafore Jumpsuit,8.49,6,0,0,0,0,0,0,0,0,7,2,10,Preppy,Black,Plain,Capris,Overall,Straps,Sleeveless,,,Ruffle,Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,,,,Yes
237,swtee44201022580,Leopard Print Crop Fitted Tee,2.99,33,0,0,0,0,0,0,2,0,1,4,3,Casual,Multicolor,Leopard,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Summer,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,
238,swtee07201104645,SHEIN Lace Up Front Slim Crop Tee,8.99,222,2,0,1,0,3,0,4,0,212,31,10,Sexy,Brown,,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Lace Up,Spring/Fall,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
239,swtee07201217216,SHEIN Lace Up Front Slim Crop Tee,8.99,222,2,0,1,0,3,0,4,0,212,31,10,Sexy,Black,,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Placket,"Lace Up, Rib-Knit",Spring/Fall,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
240,swshorts07201104369,SHEIN Zipper Fly Allover Print Fold Pleated Shorts,13.0,98,1,0,1,0,3,1,8,2,3,12,15,Casual,Khaki,All Over Print,,Bermuda,,,,,"Button, Pocket, Zipper",Spring/Summer/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
241,swshorts07201230835,SHEIN Zipper Fly Allover Print Fold Pleated Shorts,13.0,95,1,0,1,0,3,1,8,2,85,9,15,Casual,Dusty Pink,All Over Print,,Bermuda,,,,,"Button, Pocket, Zipper",Spring/Summer/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
242,swtop07201026816,SHEIN Lettuce Trim Leopard Crop Top,4.0,113,0,0,0,0,3,1,9,2,102,17,4,Casual,Multicolor,Leopard,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Summer,100% Polyester,Mesh,Slight Stretch,Yes,Slim Fit,,,,,,,,,,,,
243,swtop07201214299,SHEIN Lettuce Trim Leopard Crop Top Without Bra,4.0,113,0,0,0,0,3,1,9,2,102,17,4,Casual,Black and White,Leopard,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Summer,100% Polyester,Mesh,Slight Stretch,Yes,Slim Fit,,,,,,,,,,,,
244,swtop07201214854,SHEIN Lettuce Trim Leopard Crop Top Without Bra,4.0,113,0,0,0,0,3,1,9,2,102,17,4,Casual,Multicolor,Leopard,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Sheer",Spring/Summer,100% Polyester,Mesh,Slight Stretch,Yes,Slim Fit,,,,,,,,,,,,
245,swtee44201114362,Polo Collar Letter Graphic Tee,19.99,4,0,0,0,0,0,0,0,0,4,0,24,Preppy,White,"Letter, Striped",Long,,Polo,Long Sleeve,Drop Shoulder,Half Placket,Button Front,Spring/Fall,"50% Cotton, 50% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
246,swjumpsui07201116694,SHEIN Notched Collar Buttoned Front Sleeveless Romper,16.0,4,0,0,0,0,0,0,0,0,4,1,19,Elegant,Black,Plain,Short,Shirt,Lapel,Sleeveless,,,"Double Button, Zipper",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,High Waist,,,,,,,,,,
247,swsweater03201117315,Scallop Trim Two Tone Wrap Sweater,14.0,100,3,1,0,0,6,1,8,2,83,12,17,Casual,Multicolor,Colorblock,Crop,Pullovers,V neck,Long Sleeve,Batwing Sleeve,Pullovers,,Spring/Fall,"60% Spandex, 40% Polyester",Lycra,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
248,swtee07201103933,SHEIN Mock-neck Gigot Sleeve Top,5.99,266,0,0,1,0,3,0,11,0,253,46,7,Elegant,Black,Plain,Regular,,Stand Collar,Long Sleeve,Leg-of-mutton Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
249,swtop02201212826,V-neck Cable Knit Sweater Vest Without Tee,17.0,0,0,0,0,0,0,0,0,0,0,0,20,Casual,Grey,Plain,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Fall,"5% Cotton, 65% Polyester, 30% Spandex",Polyester,High Stretch,No,Regular Fit,,,,,,,,,,,,
250,swpants04201112295,High Waist Raw Trim Spliced Flare Leg Jeans,23.0,16,1,0,1,0,0,0,3,0,12,1,27,,Multicolor,Colorblock,Long,Flare Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
251,swtop07201203976,SHEIN One Shoulder Lettuce Trim Colorblock Top,1.99,148,0,0,0,0,1,1,1,1,146,24,2,Casual,Multicolor,Colorblock,Crop,,One Shoulder,Sleeveless,,Pullovers,"Asymmetrical, Lettuce Trim",Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,Asymmetrical,
252,swvest07201116098,SHEIN One Shoulder Lettuce Trim Colorblock Top,4.0,148,0,0,0,0,1,1,1,1,146,24,4,Casual,Multicolor,Colorblock,Crop,,One Shoulder,Sleeveless,,Pullovers,"Asymmetrical, Lettuce Trim",Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,Asymmetrical,
253,swtop07201203679,SHEIN One Shoulder Lettuce Trim Colorblock Top,1.99,148,0,0,0,0,1,1,1,1,146,24,2,Casual,Multicolor,Colorblock,Crop,,One Shoulder,Sleeveless,,Pullovers,"Asymmetrical, Lettuce Trim",Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,Asymmetrical,
254,swsweater07201015158,SHEIN Gigot Sleeve High Neck Solid Sweater,11.49,10,1,0,0,0,1,0,1,1,7,0,13,Elegant,White,Plain,Crop,Pullovers,High Neck,Long Sleeve,Leg-of-mutton Sleeve,Pullovers,,Fall/Winter,"28% Modal, 44% Viscose, 28% Nylon",Viscose,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
255,swsweatsh04201106013,Mock Neck Drop Shoulder Teddy Sweatshirt Dress,7.49,22,0,0,0,0,1,1,2,1,20,1,9,Casual,"Blue, Bright",Plain,Long,Dress,Stand Collar,Long Sleeve,Drop Shoulder,,,Fall/Winter,"50% Cotton, 50% Polyester",Polyester,High Stretch,No,Regular Fit,,,,,,,,,,,,
256,swpants04201029422,Button Fly Patch Pocket Wide Leg Jeans,15.0,1753,0,0,46,7,84,24,158,45,1428,342,18,,Medium Wash,Plain,Long,Wide Leg,,,,,"Button, Pocket",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Button Fly,High Waist,,,,,,,,,,
257,swpants04191010981,High-Rise Baggy Jeans,20.0,1755,37,3,46,7,84,24,158,45,2,344,24,,Navy Blue,Plain,Long,Wide Leg,,,,,"Button, Pocket",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Button Fly,High Waist,,,,,,,,,,
258,swpants04200915699,Button Fly Patch Pocket Wide Leg Jeans,20.0,1753,37,3,46,7,84,24,158,45,1428,342,24,,Dark Grey,Plain,Long,Wide Leg,,,,,"Pocket, Button Front",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Button Fly,High Waist,,,,,,,,,,
259,swleg07201113131,SHEIN Knot Front Rib-knit Leggings,12.0,28,1,0,0,0,0,0,2,0,25,5,14,Casual,Dark Grey,Plain,Cropped,Regular,,,,,"Knot, Rib-Knit",All,100% Polyester,Polyester,Slight Stretch,No,,,,,,,,,,,,,
260,swleg07201216494,SHEIN Knot Front Rib-knit Leggings,12.0,28,0,0,0,0,0,0,2,0,25,5,14,Casual,Black,Plain,Cropped,Regular,,,,,"Knot, Rib-Knit",All,100% Polyester,Polyester,Slight Stretch,No,,,,,,,,,,,,,
261,swouter07200930520,SHEIN Color Block Teddy Coat,16.0,17,0,0,0,0,0,0,0,0,19,4,19,Casual,Multicolor,Colorblock,Regular,Teddy,Collar,Long Sleeve,Regular Sleeve,,Button Front,Winter,100% Polyester,Shearling,Slight Stretch,No,Regular Fit,,,,,,,,,Single Breasted,,,
262,swblouse07201024365,SHEIN BASICS Fold Pleated Back Solid Blouse,6.49,434,1,0,2,1,6,0,26,1,400,83,7,Casual,"Pastel, Dusty Pink",Plain,Regular,Shirt,Collar,Long Sleeve,Regular Sleeve,Placket,Button Front,Spring,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
263,swblouse07201023236,SHEIN BASICS Solid Curved Hem Blouse,15.0,434,1,0,2,1,6,0,26,1,400,83,18,Elegant,Black,Plain,Long,Tunic,Collar,Long Sleeve,Drop Shoulder,Placket,"High Low, Button Front",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,Asymmetrical,
264,swblouse07201024532,SHEIN BASICS Fold Pleated Back Solid Blouse,15.0,434,1,0,2,1,6,0,26,1,400,83,18,Basics,White,Plain,Regular,Shirt,Collar,Long Sleeve,Regular Sleeve,Placket,Button Front,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
265,swblouse07201024368,SHEIN BASICS Fold Pleated Back Solid Blouse,15.0,434,1,0,2,1,6,0,26,1,400,83,18,Casual,"Blue, Pastel",Plain,Regular,Shirt,Collar,Long Sleeve,Regular Sleeve,Placket,Button Front,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
266,swblouse07201024560,SHEIN BASICS Fold Pleated Back Solid Blouse,6.49,434,1,0,2,1,6,0,26,1,400,83,7,Casual,"Pastel, Mint Green",Plain,Regular,Shirt,Collar,Long Sleeve,Regular Sleeve,Placket,Button Front,Spring,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
267,swblouse07201024878,SHEIN BASICS Fold Pleated Back Solid Blouse,15.0,434,1,0,2,1,6,0,26,1,400,83,18,Casual,Apricot,Plain,Regular,Shirt,Collar,Long Sleeve,Regular Sleeve,Placket,Button Front,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
268,swvest07201027358,SHEIN Crisscross Back Crocodile Embossed Cami Top,3.0,283,0,0,3,1,11,1,15,6,254,68,3,Sexy,Black,Crocodile,Crop,Cami,Spaghetti Strap,,,,Criss Cross,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
269,swvest07201214597,SHEIN Crisscross Back Crocodile Embossed Cami Top,3.0,283,0,0,3,1,11,1,15,6,254,68,3,Glamorous,Silver,Crocodile,Crop,Cami,Spaghetti Strap,,,,"Criss Cross, Backless, Wrap",All,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
270,swvest07201214160,SHEIN Crisscross Back Crocodile Embossed Cami Top,3.0,283,0,0,3,1,11,1,15,6,254,68,3,Glamorous,Bronze,Crocodile,Crop,Cami,Spaghetti Strap,,,,"Criss Cross, Backless, Wrap",All,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
271,swtwop03201120533,Space Dye Mock Neck Sweater & Knit Pants,29.0,473,10,2,10,1,0,0,15,1,420,59,35,Casual,Khaki,,,Pants,Stand Collar,Long Sleeve,Drop Shoulder,,"High Low, Split",Winter,100% Acrylic,Acrylic,Slight Stretch,No,Oversized,,,,,,,,,,,,
272,swtwop03210108456,Solid Mock Neck Sweater & Knit Pants,29.0,473,10,2,10,1,18,3,15,1,420,59,35,Casual,Baby Pink,Plain,,Pants,Stand Collar,Long Sleeve,Drop Shoulder,,"High Low, Split",Winter,100% Acrylic,Acrylic,Slight Stretch,No,Oversized,,,,,,,,,,,,
273,swblouse07201125289,SHEIN Allover Print Shirred Neck Flounce Sleeve Top,9.0,47,0,0,0,0,1,0,4,1,44,9,10,Elegant,Multicolor,All Over Print,Regular,Top,Stand Collar,Long Sleeve,Flounce Sleeve,Pullovers,"Ruffle, Shirred",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
274,swsweatsh44201019996,Gingham Spliced Drop Shoulder Crop Sweatshirt,5.99,135,1,0,0,0,3,3,3,0,128,38,7,Casual,Black and White,Gingham,Crop,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Summer,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
275,swsweatsh44201208000,Gingham Panel Drop Shoulder Sweatshirt,5.99,135,1,0,0,0,3,3,3,0,128,38,7,Casual,Multicolor,Gingham,Crop,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Summer,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
276,swtwop07201112398,SHEIN Rib-knit Crop Top & Split Thigh Skirt Set,9.99,30,1,0,0,0,0,0,1,0,29,1,12,Elegant,Dark Green,Plain,,,Sweetheart,Long Sleeve,Regular Sleeve,,"Rib-Knit, Split Thigh",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,Skirt,Tee,,,,
277,swpants23201118716,Letter Graphic Drawstring Sweatpants,13.0,312,2,0,5,1,7,0,25,3,276,32,15,,Black,Letter,Long,,,,,,Drawstring,All,"97% Polyester, 3% Spandex",Polyester,Slight Stretch,No,Regular Fit,Elastic Waist,Natural,,,,,,,,,,
278,swsweater04200821736,Mock Neck Pearls Beaded Gigot Sleeve Sweater,16.0,47,0,0,0,0,1,0,3,0,43,7,19,Casual,Ginger,Plain,Regular,Pullovers,Stand Collar,Long Sleeve,Leg-of-mutton Sleeve,Pullovers,"Pearls, Beaded",Spring/Fall,"50% Viscose, 22% Nylon, 28% Polyester",Viscose,High Stretch,No,Regular Fit,,,,,,,,,,,,
279,swsweater04210105365,Mock Neck Pearls Beaded Gigot Sleeve Sweater,16.0,47,0,0,0,0,1,0,3,0,43,7,19,Casual,Khaki,Plain,Regular,Pullovers,Stand Collar,Long Sleeve,Leg-of-mutton Sleeve,Pullovers,"Pearls, Beaded",Spring/Fall,"50% Viscose, 22% Nylon, 28% Polyester",Viscose,High Stretch,No,Regular Fit,,,,,,,,,,,,
280,swsweater04210105011,Mock Neck Pearls Beaded Gigot Sleeve Sweater,17.0,47,0,0,0,0,1,0,3,0,43,7,20,Casual,Black,Plain,Regular,Pullovers,Stand Collar,Long Sleeve,Leg-of-mutton Sleeve,Pullovers,"Pearls, Beaded",Spring/Fall,"50% Viscose, 22% Nylon, 28% Polyester",Viscose,High Stretch,No,Regular Fit,,,,,,,,,,,,
281,swsweater04210105891,Mock Neck Pearls Beaded Gigot Sleeve Sweater,16.0,47,0,0,0,0,1,0,3,0,43,7,19,Casual,Grey,Plain,Regular,Pullovers,Stand Collar,Long Sleeve,Leg-of-mutton Sleeve,Pullovers,"Pearls, Beaded",Spring/Fall,"50% Viscose, 22% Nylon, 28% Polyester",Viscose,High Stretch,No,Regular Fit,,,,,,,,,,,,
282,swtwop07201117344,SHEIN Lace Trim Crop Cami Top & Shorts Set,6.99,7,0,0,0,0,0,0,0,0,7,0,8,Casual,Light Grey,Plain,,,Spaghetti Strap,Sleeveless,,,Contrast Lace,Summer,"60% Rayon, 7% Spandex, 33% Polyester",Rayon,Slight Stretch,No,Regular Fit,,,,,,,Track Shorts,Camisole,,,,
283,swblouse25201114851,Allover Print Self Tie Surplice Top,6.99,6,0,0,6,0,0,0,0,0,6,0,8,Casual,Mint Green,All Over Print,Regular,Top,V neck,Long Sleeve,Regular Sleeve,Pullovers,Knot,Spring,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
284,swouter04201014879,Lantern Sleeve Double Breasted Belted Trench Coat,13.49,6,0,0,0,0,0,0,0,0,6,0,16,Elegant,Khaki,Plain,Short,Trench Coat,Waterfall,Long Sleeve,Bishop Sleeve,,"Belted, Double Button",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,Double Breasted,,,
285,swbodysui07201201245,SHEIN Leopard Print Halter Bodysuit,2.99,803,3,1,3,1,7,3,14,6,777,360,3,Casual,Multicolor,Leopard,,Cami,Halter,Sleeveless,,,,Summer,"6% Spandex, 94% Polyester",Polyester,Slight Stretch,No,Skinny,,Natural,,,,,,,,,,
286,swbodysui07200817441,SHEIN Leopard Print Halter Bodysuit,5.0,803,3,1,3,1,7,3,14,6,777,360,6,Casual,Multicolor,Leopard,,Cami,Halter,Sleeveless,,,,Summer,"7% Spandex, 93% Polyester",Polyester,Slight Stretch,No,Skinny,,Natural,,,,,,,,,,
287,swtop04201027442,Surplice Neck Crisscross Tie Front Crop Top,9.0,37,0,0,0,0,0,0,3,0,34,4,10,Elegant,Black,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Placket,"Wrap, Rib-Knit, Tie Front",Spring/Summer,"35% Cotton, 65% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,
288,swtee44201125562,Zebra Striped Lettuce Trim Crop Tee,2.99,10,0,0,0,0,0,0,1,0,9,1,3,Casual,Black and White,Zebra Stripe,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Summer,"10% Spandex, 90% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,
289,swblouse07201024943,SHEIN BASICS Flap Pocket Roll Tab Sleeve Blouse,8.99,92,1,0,0,0,0,0,7,1,85,21,10,Casual,White,Plain,Long,Tunic,Collar,Long Sleeve,Roll Up Sleeve,Placket,"Button, Pocket, Button Front",Spring/Fall,"35% Rayon, 65% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
290,swblouse07201023801,SHEIN BASICS Roll Tab Sleeve Single Breasted Flap Pocket Solid Blouse,17.0,92,1,0,1,0,0,0,7,1,85,21,20,Casual,Khaki,Plain,Long,Tunic,Collar,Long Sleeve,Roll Up Sleeve,Placket,"Button, Pocket, Button Front",Spring/Fall,"35% Rayon, 65% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
291,swblouse07201024887,SHEIN BASICS Flap Pocket Front Drop Shoulder Curved Hem Blouse,8.99,92,1,0,1,0,0,0,7,1,85,21,10,Casual,Black,Plain,Long,Tunic,Collar,Long Sleeve,Drop Shoulder,Placket,"High Low, Pocket, Button Front",Spring/Fall,"35% Rayon, 65% Polyester",Polyester,Non-Stretch,No,Oversized,,,,,,,,,,,Asymmetrical,
292,swblouse07201024876,SHEIN BASICS Single Breasted Flap Pocket Blouse,8.5,92,1,0,1,0,0,0,7,1,85,21,10,Casual,Brown,Plain,Long,Tunic,Collar,Long Sleeve,Roll Up Sleeve,Placket,"Pocket, Button Front",Spring/Fall,"35% Rayon, 65% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
293,swblouse07201024551,SHEIN BASICS Roll Tab Sleeve Flap Pocket Blouse,8.99,92,0,0,1,0,0,0,7,1,85,21,10,Casual,Mauve Purple,Plain,Long,Tunic,Collar,Long Sleeve,Roll Up Sleeve,Placket,"Button, Pocket, Button Front",Spring/Fall,"35% Rayon, 65% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
294,swdress07200515696,SHEIN Tied Open Back Ditsy Floral Halter Dress,13.0,1537,28,3,35,14,66,17,101,28,1307,427,15,Boho,Mint Green,Ditsy Floral,Short,Cami,Halter,Sleeveless,,,"Backless, Frill, Ruffle Hem, Tie Back",Summer,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,,,Flounce,
295,swdress07201027257,SHEIN Self Belted Buffalo Plaid Sweater Dress,13.49,4,0,0,0,0,0,0,0,0,4,1,16,Casual,Black and White,Gingham,Short,,Round Neck,Long Sleeve,Regular Sleeve,,Belted,Fall/Winter,"30% Nylon, 28% Polyester, 42% Viscose",Viscose,Slight Stretch,No,Regular Fit,,Natural,,,,,,,,Yes,Straight,
296,swdress04200521701,Embroidered Daisy Print Mesh Overlay Dress,16.0,1246,17,5,15,3,48,15,106,38,1063,363,19,Boho,Lilac Purple,Floral,Short,A Line,Square Neck,Short Sleeve,Puff Sleeve,,"Embroidery, Sheer, Ruched, Tie Front",Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,High Waist,,,,,,,,,Flared,
297,swouter07201102540,SHEIN Quilted Puffer Button-Front Duster Jacket,21.0,7,0,0,0,0,0,0,0,0,7,0,25,Casual,Black,Plain,Long,Puffer,Collar,Long Sleeve,Regular Sleeve,,Button Front,Winter,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,Single Breasted,,,
298,swblouse23201110055,Tie Neck Houndstooth Top,12.0,165,0,0,1,0,5,0,3,2,157,23,14,Elegant,Multicolor,Houndstooth,Regular,Top,Tie Neck,Long Sleeve,Regular Sleeve,Placket,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
299,swblouse23201230515,Tie Neck Houndstooth Top,12.0,165,0,0,1,0,5,0,3,2,157,23,14,Casual,Black and White,Houndstooth,Regular,Top,Tie Neck,Long Sleeve,Regular Sleeve,Pullovers,Tie Front,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
300,swblouse23201230521,Tie Neck Houndstooth Top,12.0,165,0,0,1,0,5,0,3,2,157,23,14,Casual,Blue and White,Houndstooth,Regular,Top,Tie Neck,Long Sleeve,Regular Sleeve,Pullovers,Tie Front,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
301,swtop02201118548,Striped And Argyle Pattern Sweater Vest,17.0,541,1,0,0,0,5,0,21,5,515,84,20,Preppy,Multicolor,"Geometric, Striped",Regular,,V neck,Sleeveless,,Pullovers,,Spring/Fall,"5% Cotton, 65% Polyester, 30% Spandex",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
302,swtop02200908043,Striped And Argyle Pattern Sweater Vest,15.0,541,1,0,0,0,5,0,21,5,515,84,18,Preppy,Multicolor,"Geometric, Striped",Regular,,V neck,Sleeveless,,Pullovers,,Spring/Fall,"5% Cotton, 65% Polyester, 30% Spandex",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
303,swtop02201118027,Striped And Argyle Pattern Sweater Vest,17.0,541,1,0,0,0,5,0,21,5,515,84,20,Preppy,Coffee Brown,"Geometric, Striped",Regular,,V neck,Sleeveless,,Pullovers,,Spring/Fall,"5% Cotton, 65% Polyester, 30% Spandex",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
304,swtop02201118521,Striped And Argyle Pattern Sweater Vest,17.0,541,1,0,0,0,5,0,21,5,515,84,20,Preppy,Multicolor,"Geometric, Striped",Regular,,V neck,Sleeveless,,Pullovers,,Spring/Fall,"5% Cotton, 65% Polyester, 30% Spandex",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
305,swtee23201111336,Graphic Print Short Sleeve Tee,7.99,379,1,0,0,0,6,4,21,3,354,31,9,Casual,Black,Graphic,Regular,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,,Summer,"5% Spandex, 60% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
306,swtee23201225608,Graphic Print Short Sleeve Tee,7.99,379,1,0,0,0,6,4,21,3,354,31,9,Casual,Burgundy,Graphic,Regular,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,,Summer,"5% Spandex, 60% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
307,swtee23201225819,Graphic Print Short Sleeve Tee,7.99,379,1,0,0,0,6,4,21,3,354,31,9,Casual,Navy Blue,Graphic,Regular,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,,Summer,"5% Spandex, 60% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
308,swtee23201231979,Graphic Print Short Sleeve Tee,7.99,379,1,0,0,0,6,4,21,3,354,31,9,Casual,Black,"Galaxy, Graphic",Regular,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,,Summer,"5% Spandex, 60% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
309,swtee23201231179,Graphic Print Short Sleeve Tee,7.99,379,1,0,0,0,6,4,21,3,354,31,9,Casual,Black,Graphic,Regular,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,,Summer,"5% Spandex, 60% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
310,swtee23201231566,Graphic Print Short Sleeve Tee,7.99,379,1,0,0,0,6,4,21,3,354,31,9,Casual,Black,Graphic,Regular,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,,Summer,"5% Spandex, 60% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
311,swtee23201015686,Mock Neck Angel & Floral Print Tee,4.49,23,0,0,0,0,0,0,1,0,24,3,5,Casual,Black and White,"Floral, Figure",Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Summer,100% Polyester,Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,
312,swtop04201128288,Argyle Pattern Sweater Vest,14.0,22,0,0,0,0,1,0,1,0,20,0,17,Preppy,"Pastel, Mint Green",Geometric,Crop,,V neck,Sleeveless,,Pullovers,,Spring,100% Acrylic,Acrylic,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
313,swtop04201130647,V Neck Solid Sweater Vest,12.0,136,0,0,0,0,3,0,1,1,133,24,14,Casual,White,Plain,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Fall,"95% Polyester, 5% Spandex",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
314,swtop04201028909,V Neck Solid Sweater Vest,12.0,136,0,0,0,0,3,0,1,1,133,24,14,Casual,Beige,Plain,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Fall,"95% Polyester, 5% Spandex",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
