SKU,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Season,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Body,Bottom Type,Item Name,Price,Placket,Belt,Hem Shaped,Top Type,Rib-Knit,Pocket,Zipper,Button Front,Drawstring,Button,Lettuce Trim,Ruched,Knot,Contrast Lace,Frill,Ruched Bust,Backless,Tie Back,Wrap,Embroidery,Split,Asymmetrical,Ruffle,Belted,Ripped,Cut Out,Raw Hem,Ruffle Hem,Lace Up,Tie Front,Pleated,Criss Cross,Double Button,Contrast Binding,Split Thigh,Shirred,Classification
swtop04200921682,10,2,108,110,1,16,40,8,7,3,5,0,4,0,4,6,2,0,1,Cable Knit Sweater Vest,9.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtop04200921063,10,2,45,110,1,16,40,8,7,0,5,0,4,0,4,6,2,0,1,Cable Knit Sweater Vest,9.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtop04200921979,9,2,37,110,1,16,40,8,7,3,4,0,4,0,4,6,2,0,1,Cable Knit Sweater Vest,8.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtop04200923198,10,2,49,110,1,16,40,8,7,3,5,0,4,0,4,6,2,0,1,V Neck Cable Knit Sweater Vest,9.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater02200907209,20,2,54,110,10,40,25,4,6,3,3,19,4,0,4,6,2,0,1,Solid Rib-Knit Drop Shoulder Sweater,17.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater02200928978,20,2,37,110,10,40,25,4,6,3,3,19,4,0,4,6,2,0,1,Solid Rib-Knit Drop Shoulder Sweater,17.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater02200928212,20,2,36,110,10,40,25,4,6,3,3,19,4,0,4,6,2,0,1,Solid Rib-Knit Drop Shoulder Sweater,17.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater02201102397,20,2,71,110,10,40,25,4,6,3,3,19,4,0,4,6,2,0,1,Solid Rib-Knit Drop Shoulder Sweater,17.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater02201102276,20,2,56,110,10,40,25,4,6,3,3,19,4,0,4,6,2,0,1,Solid Rib-Knit Drop Shoulder Sweater,17.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater02201130626,20,2,34,110,10,40,25,4,6,3,3,19,4,0,4,6,2,0,1,Solid Rib-Knit Drop Shoulder Sweater,17.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07201127243,4,2,110,110,1,10,29,1,7,0,9,3,4,0,6,6,2,0,1,SHEIN Crop Cami Top,4.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07200630790,4,2,45,110,1,10,29,1,7,0,9,3,4,0,6,6,2,0,1,SHEIN Crop Cami Top,4.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07201008249,4,2,22,110,1,10,29,1,7,0,9,3,4,0,6,6,2,0,1,SHEIN Crop Cami Top,4.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07201008488,4,2,7,110,1,10,29,1,7,0,9,3,4,0,6,6,2,0,1,SHEIN Crop Cami Top,4.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07201008819,4,2,56,110,1,10,29,1,7,0,9,3,4,0,6,6,2,0,1,SHEIN Crop Cami Top,4.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07201008992,4,2,108,110,1,10,29,1,7,0,9,3,4,0,6,6,2,0,1,SHEIN Crop Cami Top,4.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee04201030055,9,5,7,110,1,16,33,4,15,3,7,19,4,0,6,6,2,0,1,Mock Neck Cut-out Rib-knit Slim Crop Tee,7.99,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True
swtee04200928743,9,5,6,110,1,16,33,4,15,3,7,19,4,0,6,6,2,0,1,Mock Neck Cut-out Rib-knit Slim Crop Tee,7.99,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True
swtee04201030793,9,5,108,110,1,16,33,4,15,3,7,19,4,0,6,6,2,0,1,Mock Neck Cut-out Rib-knit Slim Crop Tee,7.99,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True
swtee04201030096,9,5,61,110,1,16,33,4,15,3,7,19,4,0,6,6,2,0,1,Mock Neck Cut-out Rib-knit Slim Crop Tee,7.99,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True
swtee04201030890,9,5,63,110,1,16,33,4,15,3,7,19,4,0,6,6,2,0,1,Mock Neck Cut-out Rib-knit Slim Crop Tee,7.99,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True
swtee04201120029,9,5,45,110,1,16,33,4,15,3,7,19,4,0,6,6,2,0,1,Mock Neck Cut-out Rib-knit Slim Crop Tee,7.99,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True
swsweatsh24201209143,10,2,7,110,10,40,16,4,6,0,3,19,4,0,4,6,2,0,1,Kangaroo Pocket Thermal Lined Hoodie,8.99,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
swsweatsh24201209715,10,2,108,110,10,40,16,4,6,0,3,19,4,0,4,6,2,0,1,Kangaroo Pocket Thermal Lined Hoodie,8.99,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
swsweatsh24201210287,9,2,92,110,10,40,16,4,6,0,3,19,4,0,4,6,2,0,1,Kangaroo Pocket Thermal Lined Hoodie,7.99,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
swsweatsh24201210618,9,2,94,110,10,40,16,4,6,0,3,19,4,0,4,6,2,0,1,Kangaroo Pocket Thermal Lined Hoodie,7.99,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
swsweatsh24201211212,9,2,45,110,10,40,16,4,6,0,3,19,4,0,4,6,2,0,1,Kangaroo Pocket Thermal Lined Hoodie,7.99,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
swtee07201211801,6,2,99,110,1,16,40,4,15,3,7,19,4,0,6,6,2,0,1,SHEIN Lettuce Trim Drawstring Ruched Front Solid Tee,4.99,1,0,1,3,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee07200902445,6,2,7,110,1,16,40,4,15,3,7,19,4,0,6,6,2,0,1,SHEIN Lettuce Trim Drawstring Ruched Front Solid Tee,4.99,1,0,1,3,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee07200928024,6,2,108,110,1,16,40,4,15,3,7,19,4,0,6,6,2,0,1,SHEIN Lettuce Trim Drawstring Ruched Front Solid Tee,4.99,1,0,1,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee07200928423,6,2,32,110,1,16,40,4,15,3,7,19,4,0,6,6,2,0,1,SHEIN Lettuce Trim Drawstring Ruched Front Solid Tee,4.99,1,0,1,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee07201211283,6,2,61,110,1,16,40,4,15,3,7,19,4,0,6,6,2,0,1,SHEIN Lettuce Trim Drawstring Ruched Front Solid Tee,4.99,1,0,1,3,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee07201211783,6,2,54,110,1,16,40,4,15,3,7,19,4,0,6,6,2,0,1,SHEIN Lettuce Trim Drawstring Ruched Front Solid Tee,4.99,1,0,1,3,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater01201104806,12,2,49,110,10,3,15,4,15,3,3,19,4,0,6,6,2,0,1,Turtleneck Ribbed Knit Sweater,10.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater01201012168,10,2,7,110,10,3,15,4,15,3,3,19,4,0,6,6,2,0,1,Turtleneck Ribbed Knit Sweater,9.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater01201104047,12,2,98,110,10,3,15,4,15,3,3,19,4,0,6,6,2,0,1,Turtleneck Ribbed Knit Sweater,10.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater01201104760,12,2,6,110,10,3,15,4,15,3,5,19,4,0,6,6,2,0,1,Turtleneck Ribbed Knit Sweater,10.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater01201104165,12,2,105,110,10,3,15,4,15,3,3,19,4,0,6,6,2,0,1,Turtleneck Ribbed Knit Sweater,10.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater01201104722,12,2,23,110,10,3,15,4,15,3,3,19,4,0,6,6,2,0,1,Turtleneck Ribbed Knit Sweater,10.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants07201104322,10,2,22,110,6,20,12,1,7,0,8,19,2,0,4,4,3,0,1,SHEIN Flare Leg Rib-knit Pants,9.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
swpants07201009910,12,2,7,110,6,20,12,1,7,0,8,19,2,0,4,4,3,0,1,SHEIN Flare Leg Rib-knit Pants,10.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
swpants07201109302,12,2,49,110,6,20,12,1,7,0,8,19,2,0,4,4,3,0,1,SHEIN Flare Leg Rib-knit Pants,10.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
swpants07201201084,10,18,2,110,6,20,12,1,7,0,8,19,2,0,4,4,3,0,1,SHEIN Flare Leg Rib-knit Pants,9.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
swpants07201201532,10,18,66,110,6,20,12,1,7,0,8,19,2,0,4,4,3,0,1,SHEIN Flare Leg Rib-knit Pants,9.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
swpants04200804125,26,8,7,110,6,50,12,1,7,0,1,5,2,0,4,7,5,0,1,SHEIN BASICS Stone Wash Middle-Waisted Straight Jeans,22.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04200728882,24,8,52,110,6,50,12,1,7,0,1,5,2,0,4,7,5,0,1,SHEIN BASICS Stone Wash Middle-Waisted Straight Jeans,20.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04200804735,25,8,59,110,6,50,12,1,7,0,1,5,2,0,4,7,5,0,1,SHEIN BASICS Stone Wash Middle-Waisted Straight Jeans,21.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04200804752,24,8,59,110,6,50,12,1,7,0,1,5,2,0,4,7,5,0,1,SHEIN BASICS Stone Wash Middle-Waisted Straight Jeans,20.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04200804611,24,8,108,110,6,50,12,1,7,0,1,5,2,0,4,7,5,0,1,SHEIN BASICS Stone Wash Middle-Waisted Straight Jeans,20.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04201106685,25,8,34,110,6,50,12,1,7,0,1,5,2,0,4,7,5,0,1,High Waist Slant Pocket Straight Jeans,21.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07201020815,6,16,57,110,1,23,14,1,7,0,9,21,2,0,4,6,2,0,1,SHEIN Cowl Neck Tied Open Back Satin Bandana Halter Top,5.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07200911266,6,9,7,110,1,23,8,1,7,0,0,21,2,0,4,6,2,0,1,SHEIN Cowl Neck Tied Open Back Satin Bandana Halter Top,5.0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07201020179,6,9,49,110,1,23,8,1,7,0,0,19,2,0,4,6,2,0,1,SHEIN Cowl Neck Tied Open Back Satin Bandana Halter Top,5.0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07201106274,4,16,33,110,1,23,14,1,7,0,9,19,2,0,4,6,2,0,1,SHEIN Cowl Neck Tied Open Back Satin Bandana Halter Top,4.0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07210105458,4,9,73,110,1,23,7,1,7,0,0,21,2,0,4,6,2,0,1,SHEIN Cowl Neck Tied Open Back Satin Bandana Halter Top,4.0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater02200929178,20,2,3,110,1,40,40,4,15,3,5,19,4,0,6,6,2,0,1,Solid Cable Knit Crop Sweater,17.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater02200903776,20,2,106,110,1,40,40,4,15,3,5,19,4,0,4,6,2,0,1,Cable & Rib Knit Crop Sweater,17.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater02200929944,20,2,4,110,1,40,40,4,15,3,5,19,4,0,4,6,2,0,1,Cable & Rib Knit Crop Sweater,17.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater02201015335,20,2,49,110,1,40,40,4,15,3,5,19,4,0,6,6,2,0,1,Solid Cable Knit Crop Sweater,17.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater02201015158,20,2,6,110,1,40,40,4,15,3,5,19,4,0,6,6,2,0,1,Solid Cable Knit Crop Sweater,17.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater02201104980,20,2,6,110,1,40,40,4,15,3,5,19,4,0,6,6,2,0,1,Solid Cable Knit Crop Sweater,17.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04200813570,27,8,45,110,6,66,12,1,7,0,1,5,2,0,1,7,3,0,1,SHEIN BASICS High Waist Palazzo Pants,23.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04200810575,26,8,52,110,6,66,12,1,7,0,1,5,2,0,1,7,3,0,1,SHEIN BASICS High Waist Palazzo Pants,22.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04200813092,27,8,59,110,6,66,12,1,7,0,1,5,2,0,1,7,3,0,1,SHEIN BASICS High Waist Palazzo Pants,23.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04200813012,27,8,35,110,6,66,12,1,7,0,1,5,2,0,1,7,3,0,1,SHEIN BASICS High Waist Palazzo Pants,23.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04200813222,26,8,108,110,6,66,12,1,7,0,1,5,2,0,1,7,3,0,1,SHEIN BASICS High Waist Palazzo Pants,22.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07201012023,3,16,112,110,1,23,14,1,7,0,9,19,1,0,6,6,2,0,1,SHEIN Draped Neck Tied Backless Halter Top,3.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07200903937,3,16,109,110,1,23,14,1,7,0,9,19,1,0,6,6,2,0,1,SHEIN Draped Neck Tied Backless Halter Top,3.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07201030228,3,16,36,110,1,23,14,1,7,0,9,19,1,0,6,6,2,0,1,SHEIN Draped Neck Tied Backless Halter Top,3.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07201126286,3,16,42,110,1,23,14,1,7,0,9,19,1,0,6,6,2,0,1,SHEIN Draped Neck Tied Backless Halter Top,3.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04201204865,21,8,45,110,6,27,12,1,7,0,1,5,2,0,4,7,3,0,1,High Waist Fold Pleat Roll Hem Jeans,18.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04191210712,23,8,7,110,6,50,12,1,7,0,1,5,2,0,4,1,5,0,1,Highest-Rise Mom Jeans Without Belt,19.0,1,1,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04200805126,21,8,59,110,6,56,12,1,7,0,1,5,2,0,4,7,3,0,1,High Waisted Straight-Leg Mom Jeans,18.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04200827831,21,8,108,110,6,27,12,1,7,0,1,5,2,0,4,7,3,0,1,High Waist Roll Hem Jeans,18.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
swpants04201023583,21,8,52,110,6,27,12,1,7,0,1,5,2,0,4,7,3,0,1,High Waist Fold Pleat Roll Hem Jeans,18.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04201104460,21,8,49,110,6,50,12,1,7,0,1,5,2,0,4,7,3,0,1,High Waist Fold Pleat Roll Hem Jeans,18.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtop04201205796,17,2,64,75,10,16,40,8,7,3,5,19,2,0,4,6,2,0,1,Houndstooth V Neck Sweater Vest,14.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtop04201019585,17,15,8,75,10,16,40,8,7,3,5,19,2,0,4,6,2,0,1,Houndstooth V Neck Sweater Vest,14.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtop04201204247,17,15,8,75,10,16,40,8,7,3,5,19,2,0,4,6,2,0,1,Houndstooth V Neck Sweater Vest,14.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtop04201204003,17,2,64,75,10,16,40,8,7,3,5,19,2,0,4,6,2,0,1,Houndstooth V Neck Sweater Vest,14.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtop04201204578,17,15,56,75,10,16,40,8,7,3,4,19,2,0,4,6,2,0,1,Houndstooth V Neck Sweater Vest,14.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07200819959,7,2,108,110,1,55,25,1,7,0,9,20,1,0,6,6,2,0,1,SHEIN Ribbed Cropped Tank Top,6.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07200707051,7,2,6,110,1,55,25,1,7,0,9,20,1,0,6,6,2,0,1,SHEIN Solid Crop Tank Top,6.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07200819977,7,2,7,110,1,55,25,1,7,0,5,20,1,0,6,6,2,0,1,SHEIN Solid Rib-knit Crop Tank Top,6.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07200819444,7,2,45,110,1,55,25,1,7,0,5,20,1,0,6,6,2,0,1,SHEIN Ribbed Cropped Tank Top,6.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07200819358,7,2,49,110,1,55,25,1,7,0,9,20,1,0,6,6,2,0,1,SHEIN Solid Rib-knit Crop Tank Top,6.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07200923092,7,2,49,110,1,55,25,1,7,0,9,20,1,0,6,6,2,0,1,SHEIN Solid Crop Tank Top,6.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07201119738,3,2,23,110,1,10,29,1,7,0,9,19,4,0,6,6,2,0,1,SHEIN Rib-knit Crop Cami Top,3.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07201026925,3,2,0,110,1,10,29,1,7,0,9,19,4,0,6,6,2,0,1,SHEIN Rib-knit Crop Cami Top,3.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07201119754,3,2,7,110,1,10,29,1,7,0,9,19,4,0,6,6,2,0,1,SHEIN Rib-knit Crop Cami Top,3.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07201119791,3,2,108,110,1,10,29,1,7,0,9,19,4,0,6,6,2,0,1,SHEIN Rib-knit Crop Cami Top,3.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07201119527,3,2,102,110,1,10,29,1,7,0,9,19,4,0,6,6,2,0,1,SHEIN Rib-knit Crop Cami Top,3.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07201123901,3,2,61,110,1,10,29,1,7,0,9,19,4,0,6,6,2,0,1,SHEIN Rib-knit Crop Cami Top,3.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
